rb,Year,cdd
p40,2020,3588.471734672771
p40,2021,3001.629913128422
p40,2022,3739.4341972902484
p40,2023,3999.5417870591627
p40,2024,3751.727721592433
p40,2025,3936.1256147954246
p40,2026,3241.5825855115672
p40,2027,3074.3660790635627
p40,2028,3522.9125021893515
p40,2029,3593.6385001528556
p40,2030,3259.060228028307
p40,2031,3366.8637047786597
p40,2032,3168.562058807339
p40,2033,3936.187789200905
p40,2034,3479.8693245248683
p40,2035,3428.7268992477602
p40,2036,3861.563247820535
p40,2037,3444.3719351944337
p40,2038,3039.7960018503627
p40,2039,2881.6937250349783
p40,2040,3244.9256502185794
p40,2041,3355.709515718753
p40,2042,3299.952378716902
p40,2043,3229.0612016466353
p40,2044,3050.1331253159547
p40,2045,3155.663326920324
p40,2046,2932.869319296457
p40,2047,3227.9461938004806
p40,2048,3641.211338070193
p40,2049,3519.1816382900233
p40,2050,3320.534186877685
p40,2051,3401.0892437001203
p40,2052,2640.3106532368447
p40,2053,3580.3627322991506
p40,2054,3522.3269501449563
p40,2055,3008.5555872174887
p40,2056,2906.5273478019276
p40,2057,3003.9149706866388
p40,2058,3762.119543623329
p40,2059,3770.013867327202
p40,2060,3164.078639072042
p40,2061,2652.9301478020852
p40,2062,3332.911176863662
p40,2063,3542.9786189417828
p40,2064,3350.283235020196
p40,2065,3572.2839120231124
p40,2066,2881.1180135469476
p40,2067,2755.8045330262185
p40,2068,3194.4312076901665
p40,2069,3281.549565992253
p40,2070,2981.510639157257
p40,2071,3110.967664729702
p40,2072,2868.315674001725
p40,2073,3568.743793628873
p40,2074,3167.4445514000695
p40,2075,3108.3239967042023
p40,2076,3554.287810981882
p40,2077,3153.6086233090377
p40,2078,2763.224437088875
p40,2079,2601.950094769155
p40,2080,2945.303174975391
p40,2081,2991.5195248429736
p40,2082,2993.867136406087
p40,2083,2920.683706883399
p40,2084,2791.545278908065
p40,2085,2900.379639674124
p40,2086,2705.0455985459375
p40,2087,2985.3647020621415
p40,2088,3394.6928675991694
p40,2089,3302.434955912811
p40,2090,3160.587699560227
p40,2091,3232.7621268005805
p40,2092,2488.2005968191233
p40,2093,3416.2661031184903
p40,2094,3340.5889123649777
p40,2095,2807.458601156937
p40,2096,2688.3763613166957
p40,2097,2803.056692727617
p40,2098,3495.3013670515425
p40,2099,3480.0511070822054
