rb,Year,Date
p134,2083,2083-01-29
p134,2083,2083-01-30
p134,2085,2085-02-11
p134,2085,2085-02-12
p134,2086,2086-02-03
p134,2086,2086-02-04
p134,2086,2086-02-06
p134,2086,2086-02-07
p134,2087,2087-01-31
p134,2087,2087-02-01
p134,2087,2087-02-02
p134,2087,2087-02-03
p134,2088,2088-01-23
p134,2088,2088-01-24
p134,2088,2088-01-25
p134,2088,2088-01-26
p134,2088,2088-01-27
p134,2088,2088-01-28
p134,2088,2088-01-30
p134,2088,2088-01-31
p134,2088,2088-02-01
p134,2088,2088-02-02
p134,2088,2088-02-07
p134,2088,2088-02-08
p134,2088,2088-02-09
p134,2089,2089-01-18
p134,2089,2089-01-20
p134,2089,2089-01-21
p134,2089,2089-01-22
p134,2089,2089-01-23
p134,2089,2089-01-24
p134,2089,2089-01-25
p134,2089,2089-01-26
p134,2089,2089-01-27
p134,2089,2089-01-28
p134,2089,2089-01-29
p134,2089,2089-01-30
p134,2089,2089-01-31
p134,2089,2089-02-01
p134,2089,2089-02-02
p134,2089,2089-02-03
p134,2089,2089-02-04
p134,2089,2089-02-05
p134,2089,2089-02-06
p134,2089,2089-02-07
p134,2089,2089-02-08
p134,2089,2089-02-10
p134,2089,2089-02-11
p134,2089,2089-02-12
p134,2089,2089-02-13
p134,2089,2089-02-14
p134,2089,2089-02-15
p134,2090,2090-01-13
p134,2090,2090-01-14
p134,2090,2090-01-15
p134,2090,2090-01-16
p134,2090,2090-01-17
p134,2090,2090-01-19
p134,2090,2090-01-20
p134,2090,2090-01-21
p134,2090,2090-01-22
p134,2090,2090-01-23
p134,2090,2090-01-24
p134,2090,2090-01-26
p134,2090,2090-01-27
p134,2090,2090-01-28
p134,2090,2090-01-29
p134,2090,2090-01-30
p134,2090,2090-01-31
p134,2090,2090-02-01
p134,2090,2090-02-02
p134,2090,2090-02-03
p134,2090,2090-02-04
p134,2090,2090-02-05
p134,2090,2090-02-06
p134,2090,2090-02-07
p134,2090,2090-02-08
p134,2090,2090-02-09
p134,2090,2090-02-10
p134,2090,2090-02-11
p134,2090,2090-02-12
p134,2090,2090-02-13
p134,2090,2090-02-14
p134,2091,2091-01-11
p134,2091,2091-01-12
p134,2091,2091-01-15
p134,2091,2091-01-16
p134,2091,2091-01-18
p134,2091,2091-01-19
p134,2091,2091-01-20
p134,2091,2091-01-21
p134,2091,2091-01-22
p134,2091,2091-01-23
p134,2091,2091-01-24
p134,2091,2091-01-25
p134,2091,2091-01-26
p134,2091,2091-01-27
p134,2091,2091-01-28
p134,2091,2091-01-29
p134,2091,2091-01-30
p134,2091,2091-01-31
p134,2091,2091-02-01
p134,2091,2091-02-02
p134,2091,2091-02-03
p134,2091,2091-02-04
p134,2091,2091-02-05
p134,2091,2091-02-06
p134,2091,2091-02-07
p134,2091,2091-02-08
p134,2091,2091-02-09
p134,2091,2091-02-10
p134,2091,2091-02-11
p134,2091,2091-02-12
