rb,Year,hdd
p51,2020,1242.3749071567859
p51,2021,1242.3749071567859
p51,2022,1242.3749071567859
p51,2023,1242.3749071567859
p51,2024,1242.3749071567859
p51,2025,1242.3749071567859
p51,2026,1242.3749071567859
p51,2027,1242.3749071567859
p51,2028,1242.3749071567859
p51,2029,1242.3749071567859
p51,2030,1242.3749071567859
p51,2031,1242.3749071567859
p51,2032,1242.3749071567859
p51,2033,1242.3749071567859
p51,2034,1242.3749071567859
p51,2035,1242.3749071567859
p51,2036,1242.3749071567859
p51,2037,1242.3749071567859
p51,2038,1242.3749071567859
p51,2039,1242.3749071567859
p51,2040,1242.3749071567859
p51,2041,1242.3749071567859
p51,2042,1242.3749071567859
p51,2043,1242.3749071567859
p51,2044,1242.3749071567859
p51,2045,1242.3749071567859
p51,2046,1242.3749071567859
p51,2047,1242.3749071567859
p51,2048,1242.3749071567859
p51,2049,1242.3749071567859
p51,2050,1242.3749071567859
p51,2051,1242.3749071567859
p51,2052,1242.3749071567859
p51,2053,1242.3749071567859
p51,2054,1242.3749071567859
p51,2055,1242.3749071567859
p51,2056,1242.3749071567859
p51,2057,1242.3749071567859
p51,2058,1242.3749071567859
p51,2059,1242.3749071567859
p51,2060,1242.3749071567859
p51,2061,1242.3749071567859
p51,2062,1242.3749071567859
p51,2063,1242.3749071567859
p51,2064,1242.3749071567859
p51,2065,1242.3749071567859
p51,2066,1242.3749071567859
p51,2067,1242.3749071567859
p51,2068,1242.3749071567859
p51,2069,1242.3749071567859
p51,2070,1242.3749071567859
p51,2071,1242.3749071567859
p51,2072,1242.3749071567859
p51,2073,1242.3749071567859
p51,2074,1242.3749071567859
p51,2075,1242.3749071567859
p51,2076,1242.3749071567859
p51,2077,1242.3749071567859
p51,2078,1242.3749071567859
p51,2079,1242.3749071567859
p51,2080,1242.3749071567859
p51,2081,1242.3749071567859
p51,2082,1242.3749071567859
p51,2083,1242.3749071567859
p51,2084,1242.3749071567859
p51,2085,1242.3749071567859
p51,2086,1242.3749071567859
p51,2087,1242.3749071567859
p51,2088,1242.3749071567859
p51,2089,1242.3749071567859
p51,2090,1242.3749071567859
p51,2091,1242.3749071567859
p51,2092,1242.3749071567859
p51,2093,1242.3749071567859
p51,2094,1242.3749071567859
p51,2095,1242.3749071567859
p51,2096,1242.3749071567859
p51,2097,1242.3749071567859
p51,2098,1242.3749071567859
p51,2099,1242.3749071567859
