rb,Year,hdd
p12,2020,344.5175834987568
p12,2021,525.1603824278862
p12,2022,359.99845134984486
p12,2023,314.43229099845735
p12,2024,485.63438054326735
p12,2025,451.4747037329419
p12,2026,479.8751324177002
p12,2027,426.566538374453
p12,2028,562.9417791547902
p12,2029,356.8878373043168
p12,2030,459.4924135911874
p12,2031,449.09708592266264
p12,2032,446.93607564548
p12,2033,278.21521000347514
p12,2034,529.877915903653
p12,2035,369.3047817852305
p12,2036,533.6316748002762
p12,2037,391.75222397746325
p12,2038,459.75847968534845
p12,2039,400.6234554113556
p12,2040,465.9338306685413
p12,2041,521.6068906282792
p12,2042,530.3169855119729
p12,2043,627.6080676151141
p12,2044,465.4060863946111
p12,2045,481.11824658110356
p12,2046,596.3524476388409
p12,2047,585.819103832399
p12,2048,580.6054277484371
p12,2049,538.5315143510887
p12,2050,467.5368999353209
p12,2051,473.2634123602306
p12,2052,601.5620688939298
p12,2053,583.2374523760707
p12,2054,571.911031181471
p12,2055,605.9848916329139
p12,2056,547.4790300578553
p12,2057,709.3753340614022
p12,2058,638.4265718085653
p12,2059,529.4694912979251
p12,2060,629.7591371753972
p12,2061,814.2449446681102
p12,2062,603.8397897027528
p12,2063,586.5252444087407
p12,2064,766.3588703136559
p12,2065,702.1446855146511
p12,2066,739.2604523154024
p12,2067,747.4304506594713
p12,2068,859.7374015590017
p12,2069,638.550540388618
p12,2070,727.8848081781873
p12,2071,750.9237312269489
p12,2072,769.956681349366
p12,2073,530.9686355385801
p12,2074,837.2282307312107
p12,2075,640.8858317527945
p12,2076,850.5575364532444
p12,2077,718.2395924325957
p12,2078,719.5325862794366
p12,2079,731.6165614668398
p12,2080,783.987651179073
p12,2081,882.383046393916
p12,2082,846.639524428773
p12,2083,1002.5222993082344
p12,2084,781.8364871078109
p12,2085,743.6441815871697
p12,2086,908.9209511573627
p12,2087,905.5786892137586
p12,2088,885.3325264972141
p12,2089,860.3224477451306
p12,2090,759.6349731925643
p12,2091,787.8194897002701
p12,2092,965.5725000709531
p12,2093,899.9382427431339
p12,2094,928.8200519924532
p12,2095,965.1833570761485
p12,2096,880.8807471483867
p12,2097,1027.0708044762646
p12,2098,973.0521215181466
p12,2099,821.7584348608295
