state,Year,hdd
Nebraska,2020,997.2603397012157
Nebraska,2021,868.0782640067226
Nebraska,2022,652.1383555429802
Nebraska,2023,899.6002259146627
Nebraska,2024,784.2299535755844
Nebraska,2025,801.8144268066055
Nebraska,2026,779.8134069505037
Nebraska,2027,857.9464181464976
Nebraska,2028,1037.6514887526246
Nebraska,2029,894.336591664785
Nebraska,2030,944.9353272797574
Nebraska,2031,977.9611361212313
Nebraska,2032,602.1397443619016
Nebraska,2033,588.0094763090715
Nebraska,2034,1010.5642815618742
Nebraska,2035,815.5628369533099
Nebraska,2036,840.0198261585198
Nebraska,2037,936.656913599775
Nebraska,2038,979.4764860538492
Nebraska,2039,811.4343704384457
Nebraska,2040,1153.354728000199
Nebraska,2041,959.064951683211
Nebraska,2042,1121.619801861227
Nebraska,2043,940.211739726383
Nebraska,2044,843.0179241952997
Nebraska,2045,1064.0263184762146
Nebraska,2046,1101.556704267749
Nebraska,2047,1018.9029156506776
Nebraska,2048,821.875730454541
Nebraska,2049,737.1386881530511
Nebraska,2050,950.893317939836
Nebraska,2051,1022.0453353991742
Nebraska,2052,1181.6631323350907
Nebraska,2053,1003.6670323437822
Nebraska,2054,851.5090839661151
Nebraska,2055,883.096633075011
Nebraska,2056,887.9197214102259
Nebraska,2057,891.9339483999253
Nebraska,2058,1032.4012140142243
Nebraska,2059,763.346190208995
Nebraska,2060,1319.1076548983501
Nebraska,2061,1157.4838038820646
Nebraska,2062,896.1054238520321
Nebraska,2063,1159.8984028431942
Nebraska,2064,1021.1911307620837
Nebraska,2065,1048.19336335566
Nebraska,2066,1071.7677982085852
Nebraska,2067,1172.4983907551346
Nebraska,2068,1332.6698347186798
Nebraska,2069,1192.8569695852473
Nebraska,2070,1233.690178039648
Nebraska,2071,1298.1764314063348
Nebraska,2072,913.0833543907352
Nebraska,2073,843.5039089316093
Nebraska,2074,1366.3728290074434
Nebraska,2075,1078.6708542553583
Nebraska,2076,1157.4206239555372
Nebraska,2077,1214.494724142433
Nebraska,2078,1272.2185950732319
Nebraska,2079,1077.632886323618
Nebraska,2080,1453.0415406794687
Nebraska,2081,1237.373034788911
Nebraska,2082,1391.3621999399584
Nebraska,2083,1205.7282989180571
Nebraska,2084,1124.4321540275107
Nebraska,2085,1325.3816360460132
Nebraska,2086,1334.5289201127111
Nebraska,2087,1304.543491351342
Nebraska,2088,1037.9321571686714
Nebraska,2089,964.82461814073
Nebraska,2090,1158.7901018921373
Nebraska,2091,1215.8142105190227
Nebraska,2092,1367.308444373366
Nebraska,2093,1182.6242424443292
Nebraska,2094,1041.8917893685352
Nebraska,2095,1091.8011830549913
Nebraska,2096,1083.9030889604376
Nebraska,2097,1074.4069203347985
Nebraska,2098,1178.3312810873063
Nebraska,2099,969.4187609365149
