rb,Year,cdd
p83,2020,3391.065409518922
p83,2021,3128.7037487495613
p83,2022,3329.0400221101036
p83,2023,3192.233528930342
p83,2024,3258.916711370807
p83,2025,3338.7642826149145
p83,2026,3040.643268052938
p83,2027,2902.0794430170245
p83,2028,3341.1885861532965
p83,2029,3400.7851334854377
p83,2030,2747.3867784401673
p83,2031,2889.0107142923944
p83,2032,2909.908822671519
p83,2033,3301.757521745566
p83,2034,3072.9296906790614
p83,2035,3152.6754952096994
p83,2036,3354.8888757477926
p83,2037,3216.184100313962
p83,2038,2457.658999235458
p83,2039,2789.557971500555
p83,2040,3051.9201485182384
p83,2041,2897.0838317369703
p83,2042,3030.482204598137
p83,2043,3032.3289304117634
p83,2044,2973.3626526200665
p83,2045,2915.4613680322927
p83,2046,2678.9896455643698
p83,2047,2923.712245780081
p83,2048,3308.1369306834
p83,2049,3095.450166238744
p83,2050,3047.5395934754024
p83,2051,2995.5342347719793
p83,2052,2497.9498799832845
p83,2053,3305.133538756487
p83,2054,3640.7762674037076
p83,2055,2991.478248742551
p83,2056,2809.932349229986
p83,2057,2626.502436625854
p83,2058,3192.8726734602237
p83,2059,3108.0813206819425
p83,2060,3008.5898410041214
p83,2061,2747.4685434046787
p83,2062,2924.2849163625324
p83,2063,2852.940258227808
p83,2064,2902.36957842978
p83,2065,2999.994465676199
p83,2066,2720.7340813133446
p83,2067,2560.1642451519147
p83,2068,3006.0117256729673
p83,2069,3081.892767778436
p83,2070,2464.1139195325277
p83,2071,2626.733534392091
p83,2072,2599.632930729005
p83,2073,2965.7115763788906
p83,2074,2806.763702285095
p83,2075,2849.1122316257633
p83,2076,3042.4754920864652
p83,2077,2932.9911626498397
p83,2078,2203.5341618264456
p83,2079,2533.220286211967
p83,2080,2772.4545459263
p83,2081,2628.5087792852996
p83,2082,2779.085499521224
p83,2083,2749.9011841258016
p83,2084,2714.1096209926286
p83,2085,2705.347777244954
p83,2086,2468.128226812296
p83,2087,2724.1797021298034
p83,2088,3102.927997085597
p83,2089,2904.172232021365
p83,2090,2872.6811397084434
p83,2091,2831.299369942422
p83,2092,2371.8434198401856
p83,2093,3158.9186249688214
p83,2094,3465.3394138820418
p83,2095,2828.513067028249
p83,2096,2631.267913336015
p83,2097,2455.517645900244
p83,2098,3013.5187356297038
p83,2099,2898.038192063441
