rb,Year,cdd
p5,2020,3124.417190907955
p5,2021,2939.6240552380987
p5,2022,3259.483019146238
p5,2023,2922.7314190848997
p5,2024,3163.584746936738
p5,2025,3352.1132080943585
p5,2026,2735.1396157802424
p5,2027,2616.564886370207
p5,2028,2820.8616572513247
p5,2029,2869.626170930753
p5,2030,2892.937380481494
p5,2031,2770.65304645742
p5,2032,2366.9775341786476
p5,2033,2946.3169525416006
p5,2034,2717.4610395489667
p5,2035,2552.618505472359
p5,2036,2843.5924137045504
p5,2037,2612.4681670481154
p5,2038,2699.243489985053
p5,2039,2791.78976355117
p5,2040,2809.218678787972
p5,2041,2757.6661517889115
p5,2042,2771.676040885736
p5,2043,2566.2267662368745
p5,2044,2529.743916512127
p5,2045,2624.8763071870926
p5,2046,2717.544958842173
p5,2047,2758.6225205067417
p5,2048,3005.6614148848184
p5,2049,2869.648886761784
p5,2050,2744.977990823157
p5,2051,2995.196347190491
p5,2052,2757.3546151684527
p5,2053,2764.318610513978
p5,2054,2403.7886219492448
p5,2055,2234.910973939477
p5,2056,2384.2499388233555
p5,2057,2717.8710030867824
p5,2058,2442.1313235542125
p5,2059,2613.597769353076
p5,2060,2312.8518626787622
p5,2061,2164.2462599238156
p5,2062,2489.6558435212346
p5,2063,2122.8121299221702
p5,2064,2369.3672781553864
p5,2065,2524.413178734877
p5,2066,1965.0993726386284
p5,2067,1895.1828713728232
p5,2068,2050.6582481426294
p5,2069,2101.8320618927714
p5,2070,2163.8413849626077
p5,2071,2033.2780432322147
p5,2072,1652.157315129293
p5,2073,2098.123279313806
p5,2074,1959.1203652078073
p5,2075,1805.9788336828096
p5,2076,2017.952314714031
p5,2077,1858.8461350258058
p5,2078,1935.5310831761153
p5,2079,1979.207978183193
p5,2080,1964.4717268800391
p5,2081,1942.443648681874
p5,2082,1922.631685755283
p5,2083,1797.3534482780246
p5,2084,1725.3850019529534
p5,2085,1754.4534116363152
p5,2086,1878.0650691736075
p5,2087,1911.8698985679762
p5,2088,2103.015591823224
p5,2089,1996.6749315655547
p5,2090,1806.5601407282766
p5,2091,2096.606884455702
p5,2092,1871.3699934124406
p5,2093,1894.4301136908964
p5,2094,1608.7589159027123
p5,2095,1459.240289375794
p5,2096,1544.9252089560716
p5,2097,1887.409090919862
p5,2098,1589.2118207892518
p5,2099,1760.878359395481
