state,Year,Date
Texas,2020,2020-06-25
Texas,2020,2020-06-26
Texas,2020,2020-06-27
Texas,2020,2020-06-28
Texas,2020,2020-07-02
Texas,2020,2020-07-03
Texas,2020,2020-07-16
Texas,2020,2020-07-17
Texas,2026,2026-07-29
Texas,2026,2026-07-30
Texas,2026,2026-07-31
Texas,2034,2034-06-25
Texas,2034,2034-06-26
Texas,2034,2034-06-27
Texas,2034,2034-06-28
Texas,2034,2034-06-29
Texas,2035,2035-07-26
Texas,2035,2035-07-27
Texas,2035,2035-07-28
Texas,2035,2035-07-29
Texas,2036,2036-06-19
Texas,2036,2036-06-20
Texas,2038,2038-06-27
Texas,2038,2038-07-11
Texas,2038,2038-07-12
Texas,2040,2040-07-15
Texas,2040,2040-07-16
Texas,2040,2040-09-03
Texas,2040,2040-09-04
Texas,2040,2040-09-05
Texas,2043,2043-08-07
Texas,2043,2043-08-08
Texas,2045,2045-07-03
Texas,2049,2049-07-09
Texas,2050,2050-08-23
Texas,2051,2051-06-17
Texas,2051,2051-06-18
Texas,2051,2051-06-19
Texas,2051,2051-06-26
Texas,2051,2051-08-02
Texas,2051,2051-08-03
Texas,2051,2051-08-04
Texas,2051,2051-08-05
Texas,2051,2051-08-06
Texas,2051,2051-08-08
Texas,2051,2051-08-09
Texas,2051,2051-08-10
Texas,2051,2051-08-27
Texas,2051,2051-08-28
Texas,2051,2051-08-29
Texas,2051,2051-08-30
Texas,2052,2052-06-25
Texas,2052,2052-06-26
Texas,2052,2052-06-27
Texas,2052,2052-08-01
Texas,2052,2052-08-02
Texas,2052,2052-08-03
Texas,2053,2053-06-28
Texas,2053,2053-06-29
Texas,2058,2058-07-19
Texas,2058,2058-07-20
Texas,2058,2058-07-21
Texas,2058,2058-07-22
Texas,2058,2058-07-23
Texas,2059,2059-08-26
Texas,2060,2060-06-23
Texas,2060,2060-06-24
Texas,2060,2060-06-25
Texas,2060,2060-06-26
Texas,2060,2060-06-27
Texas,2060,2060-06-28
Texas,2060,2060-06-29
Texas,2060,2060-06-30
Texas,2060,2060-07-01
Texas,2060,2060-07-02
Texas,2060,2060-07-03
Texas,2060,2060-07-13
Texas,2060,2060-07-14
Texas,2060,2060-07-15
Texas,2060,2060-07-16
Texas,2060,2060-07-17
Texas,2060,2060-07-18
Texas,2066,2066-07-25
Texas,2066,2066-07-26
Texas,2066,2066-07-27
Texas,2066,2066-07-28
Texas,2066,2066-07-29
Texas,2066,2066-07-30
Texas,2066,2066-07-31
Texas,2066,2066-08-19
Texas,2066,2066-08-20
Texas,2070,2070-06-24
Texas,2070,2070-06-25
Texas,2070,2070-06-26
Texas,2070,2070-08-27
Texas,2074,2074-06-25
Texas,2074,2074-06-26
Texas,2074,2074-06-27
Texas,2074,2074-06-28
Texas,2074,2074-06-29
Texas,2074,2074-06-30
Texas,2074,2074-07-01
Texas,2074,2074-07-07
Texas,2074,2074-07-24
Texas,2074,2074-08-18
Texas,2075,2075-07-23
Texas,2075,2075-07-24
Texas,2075,2075-07-25
Texas,2075,2075-07-26
Texas,2075,2075-07-27
Texas,2075,2075-07-28
Texas,2075,2075-07-29
Texas,2076,2076-06-19
Texas,2076,2076-06-20
Texas,2076,2076-07-05
Texas,2076,2076-07-06
Texas,2076,2076-07-07
Texas,2076,2076-07-21
Texas,2078,2078-05-31
Texas,2078,2078-06-01
Texas,2078,2078-06-02
Texas,2078,2078-06-19
Texas,2078,2078-06-20
Texas,2078,2078-06-21
Texas,2078,2078-06-27
Texas,2078,2078-07-06
Texas,2078,2078-07-07
Texas,2078,2078-07-11
Texas,2078,2078-07-12
Texas,2078,2078-07-13
Texas,2078,2078-07-14
Texas,2078,2078-07-15
Texas,2078,2078-07-30
Texas,2079,2079-08-10
Texas,2079,2079-08-12
Texas,2079,2079-08-13
Texas,2079,2079-08-14
Texas,2079,2079-08-15
Texas,2080,2080-07-13
Texas,2080,2080-07-14
Texas,2080,2080-07-15
Texas,2080,2080-07-16
Texas,2080,2080-07-17
Texas,2080,2080-07-19
Texas,2080,2080-07-20
Texas,2080,2080-08-12
Texas,2080,2080-09-01
Texas,2080,2080-09-02
Texas,2080,2080-09-03
Texas,2080,2080-09-04
Texas,2080,2080-09-05
Texas,2081,2081-07-12
Texas,2081,2081-07-22
Texas,2081,2081-07-23
Texas,2082,2082-08-26
Texas,2083,2083-08-04
Texas,2083,2083-08-06
Texas,2083,2083-08-07
Texas,2083,2083-08-08
Texas,2083,2083-08-09
Texas,2085,2085-07-03
Texas,2085,2085-07-07
Texas,2086,2086-07-12
Texas,2086,2086-07-13
Texas,2086,2086-07-17
Texas,2086,2086-07-18
Texas,2086,2086-07-19
Texas,2089,2089-06-25
Texas,2089,2089-06-27
Texas,2089,2089-07-08
Texas,2089,2089-07-09
Texas,2089,2089-07-10
Texas,2089,2089-07-13
Texas,2089,2089-07-14
Texas,2089,2089-07-15
Texas,2089,2089-08-05
Texas,2090,2090-08-02
Texas,2090,2090-08-23
Texas,2091,2091-06-13
Texas,2091,2091-06-14
Texas,2091,2091-06-15
Texas,2091,2091-06-16
Texas,2091,2091-06-17
Texas,2091,2091-06-18
Texas,2091,2091-06-19
Texas,2091,2091-06-25
Texas,2091,2091-06-26
Texas,2091,2091-06-27
Texas,2091,2091-06-28
Texas,2091,2091-07-09
Texas,2091,2091-07-26
Texas,2091,2091-07-27
Texas,2091,2091-08-01
Texas,2091,2091-08-02
Texas,2091,2091-08-03
Texas,2091,2091-08-04
Texas,2091,2091-08-05
Texas,2091,2091-08-06
Texas,2091,2091-08-07
Texas,2091,2091-08-08
Texas,2091,2091-08-09
Texas,2091,2091-08-10
Texas,2091,2091-08-11
Texas,2091,2091-08-18
Texas,2091,2091-08-19
Texas,2091,2091-08-20
Texas,2091,2091-08-24
Texas,2091,2091-08-27
Texas,2091,2091-08-28
Texas,2091,2091-08-29
Texas,2091,2091-08-30
Texas,2091,2091-08-31
Texas,2092,2092-06-25
Texas,2092,2092-06-26
Texas,2092,2092-06-27
Texas,2092,2092-07-31
Texas,2092,2092-08-01
Texas,2092,2092-08-02
Texas,2092,2092-08-03
Texas,2092,2092-08-10
Texas,2092,2092-08-12
Texas,2093,2093-06-26
Texas,2093,2093-06-27
Texas,2093,2093-06-28
Texas,2093,2093-06-29
Texas,2093,2093-06-30
Texas,2093,2093-08-06
Texas,2098,2098-07-19
Texas,2098,2098-07-20
Texas,2098,2098-07-21
Texas,2098,2098-07-22
Texas,2098,2098-07-23
Texas,2098,2098-07-24
Texas,2099,2099-08-12
Texas,2099,2099-08-16
Texas,2099,2099-08-17
Texas,2099,2099-08-18
Texas,2099,2099-08-26
