rb,Year,hdd
p84,2020,1276.5545417202943
p84,2021,1006.5428114635359
p84,2022,988.1536663140537
p84,2023,1057.3158731617605
p84,2024,916.2380303300324
p84,2025,998.4155892532542
p84,2026,1161.5842359326398
p84,2027,1244.765463280969
p84,2028,1103.814602169708
p84,2029,938.9872157206003
p84,2030,1086.3779864814505
p84,2031,1209.8934811268361
p84,2032,876.3857471595979
p84,2033,1062.3650323872944
p84,2034,1040.4712545976995
p84,2035,1097.4383022775544
p84,2036,1060.9029289309667
p84,2037,973.6725924224974
p84,2038,1300.4157775726749
p84,2039,1084.8314682016317
p84,2040,1239.752671821178
p84,2041,1170.9928566807416
p84,2042,1153.5454659551585
p84,2043,951.094648026011
p84,2044,938.5415034215566
p84,2045,1234.5496883407204
p84,2046,1255.5553857410107
p84,2047,1306.5977687923262
p84,2048,1011.4773994893035
p84,2049,923.444907428642
p84,2050,1249.627226699625
p84,2051,1251.8191477939831
p84,2052,1398.8206919734423
p84,2053,1015.622659900569
p84,2054,1029.837651868696
p84,2055,1040.5223848778624
p84,2056,1193.3685586508823
p84,2057,1074.6809370811427
p84,2058,1382.4441498089866
p84,2059,1132.1858179518078
p84,2060,1537.7878141491049
p84,2061,1295.1567035528221
p84,2062,1261.0938649525833
p84,2063,1266.0166365277914
p84,2064,1121.4298554149286
p84,2065,1255.274565450279
p84,2066,1412.6883061933272
p84,2067,1477.0740876536374
p84,2068,1279.0555789901323
p84,2069,1137.0002452789035
p84,2070,1300.5629268720477
p84,2071,1408.5883838046975
p84,2072,1089.0707371005437
p84,2073,1265.261145364857
p84,2074,1257.472210958037
p84,2075,1306.5251236392062
p84,2076,1263.4052959715996
p84,2077,1180.9651728201054
p84,2078,1516.9526018355548
p84,2079,1321.044307836432
p84,2080,1482.4437013265356
p84,2081,1386.2940381427006
p84,2082,1356.4307160977733
p84,2083,1160.711251699658
p84,2084,1169.091704855045
p84,2085,1451.8880983095144
p84,2086,1441.9597848659732
p84,2087,1511.7938661749754
p84,2088,1174.8010385747145
p84,2089,1079.8950077458885
p84,2090,1406.8755838495013
p84,2091,1425.6508027514722
p84,2092,1525.1088923413151
p84,2093,1143.75383753087
p84,2094,1153.758238526955
p84,2095,1161.0992898925406
p84,2096,1302.835944388985
p84,2097,1216.9254562383235
p84,2098,1532.4698302879885
p84,2099,1233.9142554666744
