rb,Year,hdd
p24,2020,231.71368127575073
p24,2021,231.71368127575073
p24,2022,231.71368127575073
p24,2023,231.71368127575073
p24,2024,231.71368127575073
p24,2025,231.71368127575073
p24,2026,231.71368127575073
p24,2027,231.71368127575073
p24,2028,231.71368127575073
p24,2029,231.71368127575073
p24,2030,231.71368127575073
p24,2031,231.71368127575073
p24,2032,231.71368127575073
p24,2033,231.71368127575073
p24,2034,231.71368127575073
p24,2035,231.71368127575073
p24,2036,231.71368127575073
p24,2037,231.71368127575073
p24,2038,231.71368127575073
p24,2039,231.71368127575073
p24,2040,231.71368127575073
p24,2041,231.71368127575073
p24,2042,231.71368127575073
p24,2043,231.71368127575073
p24,2044,231.71368127575073
p24,2045,231.71368127575073
p24,2046,231.71368127575073
p24,2047,231.71368127575073
p24,2048,231.71368127575073
p24,2049,231.71368127575073
p24,2050,231.71368127575073
p24,2051,231.71368127575073
p24,2052,231.71368127575073
p24,2053,231.71368127575073
p24,2054,231.71368127575073
p24,2055,231.71368127575073
p24,2056,231.71368127575073
p24,2057,231.71368127575073
p24,2058,231.71368127575073
p24,2059,231.71368127575073
p24,2060,231.71368127575073
p24,2061,231.71368127575073
p24,2062,231.71368127575073
p24,2063,231.71368127575073
p24,2064,231.71368127575073
p24,2065,231.71368127575073
p24,2066,231.71368127575073
p24,2067,231.71368127575073
p24,2068,231.71368127575073
p24,2069,231.71368127575073
p24,2070,231.71368127575073
p24,2071,231.71368127575073
p24,2072,231.71368127575073
p24,2073,231.71368127575073
p24,2074,231.71368127575073
p24,2075,231.71368127575073
p24,2076,231.71368127575073
p24,2077,231.71368127575073
p24,2078,231.71368127575073
p24,2079,231.71368127575073
p24,2080,231.71368127575073
p24,2081,231.71368127575073
p24,2082,231.71368127575073
p24,2083,231.71368127575073
p24,2084,231.71368127575073
p24,2085,231.71368127575073
p24,2086,231.71368127575073
p24,2087,231.71368127575073
p24,2088,231.71368127575073
p24,2089,231.71368127575073
p24,2090,231.71368127575073
p24,2091,231.71368127575073
p24,2092,231.71368127575073
p24,2093,231.71368127575073
p24,2094,231.71368127575073
p24,2095,231.71368127575073
p24,2096,231.71368127575073
p24,2097,231.71368127575073
p24,2098,231.71368127575073
p24,2099,231.71368127575073
