rb,Year,hdd
p117,2020,694.0098608520244
p117,2021,579.4573510652336
p117,2022,570.4200556290083
p117,2023,651.2547058803501
p117,2024,576.4534835875739
p117,2025,589.125300978813
p117,2026,687.2344168410914
p117,2027,752.040720916121
p117,2028,739.7346162565933
p117,2029,617.8136806252973
p117,2030,646.1225194812741
p117,2031,801.5080698439598
p117,2032,521.3368398067645
p117,2033,721.2663052448283
p117,2034,602.7529503207741
p117,2035,701.7915792636381
p117,2036,597.6170197926963
p117,2037,537.86300100165
p117,2038,771.064083476441
p117,2039,698.4813978004908
p117,2040,623.3134959411638
p117,2041,630.1942686569996
p117,2042,782.431986703933
p117,2043,530.7367656753636
p117,2044,590.5637728044105
p117,2045,739.8477678029362
p117,2046,656.3596437457996
p117,2047,803.3474498633911
p117,2048,617.7950037873557
p117,2049,533.5528259052912
p117,2050,873.7126108053687
p117,2051,760.7579819373282
p117,2052,749.3037901162572
p117,2053,604.6767899811941
p117,2054,602.4949319724466
p117,2055,662.7294290377372
p117,2056,790.9096957642662
p117,2057,678.8299325550756
p117,2058,875.5742082564441
p117,2059,828.1875510100747
p117,2060,898.338418517297
p117,2061,768.4804047651112
p117,2062,744.7020154137538
p117,2063,808.9091042432809
p117,2064,755.3712481519581
p117,2065,783.6463427820767
p117,2066,882.0827003545498
p117,2067,942.7617353336009
p117,2068,922.9571290386251
p117,2069,762.630271278543
p117,2070,802.3985567789002
p117,2071,990.7861527408742
p117,2072,665.6888166910796
p117,2073,878.9570619570518
p117,2074,723.6804144379819
p117,2075,854.4790786851713
p117,2076,744.0422620108668
p117,2077,643.5905542598114
p117,2078,925.8211405052713
p117,2079,886.7769332332174
p117,2080,814.2907550476223
p117,2081,815.6977330733969
p117,2082,991.7001781443275
p117,2083,671.2333192012319
p117,2084,756.7970817805526
p117,2085,901.0997234604752
p117,2086,761.575001722052
p117,2087,992.7610667222992
p117,2088,748.3862737888727
p117,2089,648.7636691352786
p117,2090,1012.9745392106447
p117,2091,895.5539657806063
p117,2092,869.4881028572769
p117,2093,717.3088788460927
p117,2094,711.7099101505382
p117,2095,785.7921116803996
p117,2096,923.9351095460238
p117,2097,799.4457432059064
p117,2098,994.3056504603344
p117,2099,986.473537726512
