rb,Year,cdd
p23,2020,3961.651448643476
p23,2021,3415.8700000652957
p23,2022,4513.69865202424
p23,2023,4240.2319429701465
p23,2024,4331.9759727817145
p23,2025,4552.578434084359
p23,2026,3780.403877956782
p23,2027,3617.017992835171
p23,2028,3932.913239505283
p23,2029,4289.177952409362
p23,2030,4030.139855674969
p23,2031,3909.471478867863
p23,2032,3480.0643669070855
p23,2033,4344.1959597455725
p23,2034,3772.8238443877735
p23,2035,3924.548030589946
p23,2036,4319.191467894362
p23,2037,4009.886787253487
p23,2038,3713.348479335116
p23,2039,3405.2895866075833
p23,2040,3876.182929254967
p23,2041,3676.542363750494
p23,2042,4025.553646594796
p23,2043,3729.7385448705063
p23,2044,3438.9592334522913
p23,2045,3603.5968406406064
p23,2046,3525.7539431418218
p23,2047,3654.24525076819
p23,2048,4174.312025076981
p23,2049,4167.561522151472
p23,2050,3796.212445636847
p23,2051,4122.332077015515
p23,2052,3310.8765860240205
p23,2053,4098.0697095055275
p23,2054,4023.306650400731
p23,2055,3537.2739134836866
p23,2056,3432.582139853873
p23,2057,3752.9042636518866
p23,2058,4032.644267727258
p23,2059,4477.866766542046
p23,2060,3412.223688526236
p23,2061,2933.7608438791403
p23,2062,3951.305302003264
p23,2063,3661.3958726944174
p23,2064,3712.826868386922
p23,2065,4016.482883764425
p23,2066,3222.4652904464137
p23,2067,3092.288652417083
p23,2068,3436.258322959095
p23,2069,3730.7127983267073
p23,2070,3462.3098594610797
p23,2071,3404.651403177713
p23,2072,2960.7044272632347
p23,2073,3749.07432888345
p23,2074,3340.6331209605937
p23,2075,3418.3892705219027
p23,2076,3882.216523292896
p23,2077,3567.726002029888
p23,2078,3289.4441876468873
p23,2079,2981.776579786324
p23,2080,3447.1706319503674
p23,2081,3287.6235651577495
p23,2082,3611.5217946392936
p23,2083,3360.1239477977333
p23,2084,3065.7089647710363
p23,2085,3235.6898941847085
p23,2086,3192.4132010355243
p23,2087,3333.5760681218917
p23,2088,3795.0725949290013
p23,2089,3795.7968304933897
p23,2090,3494.0995913133174
p23,2091,3766.2649958168263
p23,2092,3016.3176866419176
p23,2093,3813.2890894276334
p23,2094,3698.324500135132
p23,2095,3253.877029120433
p23,2096,3136.3656380797393
p23,2097,3462.4475430639304
p23,2098,3717.3360935666583
p23,2099,4142.778049744419
