rb,Year,cdd
p113,2020,3525.554828512812
p113,2021,3373.2235153493643
p113,2022,3138.5234963691787
p113,2023,3127.0117656744706
p113,2024,3213.853823086193
p113,2025,3155.5186421704134
p113,2026,2968.38206429227
p113,2027,2881.136968456251
p113,2028,3286.0964165946693
p113,2029,3319.5771483672374
p113,2030,2638.745172982862
p113,2031,2712.56568929018
p113,2032,2852.9011899795414
p113,2033,3079.5471979039644
p113,2034,3051.121461408975
p113,2035,3155.093136750005
p113,2036,3228.0632184990545
p113,2037,3133.1802617457506
p113,2038,2464.6591182596953
p113,2039,2815.9716678995856
p113,2040,2968.635171261295
p113,2041,2750.242030112731
p113,2042,2901.5711269568756
p113,2043,3008.2931207580627
p113,2044,2873.190850981457
p113,2045,2865.974757494446
p113,2046,2587.6859411622854
p113,2047,2796.4174167492906
p113,2048,3045.2162906177846
p113,2049,2952.552941601978
p113,2050,2878.6869236827747
p113,2051,2751.500220787372
p113,2052,2467.9124222241544
p113,2053,3002.990656733189
p113,2054,3343.4361882567596
p113,2055,2847.3519295891765
p113,2056,2640.489400357115
p113,2057,2472.8202001780096
p113,2058,2919.809421016197
p113,2059,2767.9674932548014
p113,2060,2773.54237347651
p113,2061,2592.9150236643977
p113,2062,2476.060065904935
p113,2063,2462.8908897603574
p113,2064,2539.9324138900765
p113,2065,2498.8992694312046
p113,2066,2332.0430426992043
p113,2067,2231.5637922419787
p113,2068,2586.4835475805157
p113,2069,2636.391815894357
p113,2070,2010.6642985336957
p113,2071,2153.287992255968
p113,2072,2182.1313566536433
p113,2073,2397.73829125596
p113,2074,2333.8326671290383
p113,2075,2423.493605079984
p113,2076,2525.0177779059
p113,2077,2365.673774145876
p113,2078,1820.5082270928528
p113,2079,2099.01951690182
p113,2080,2244.427648918915
p113,2081,2022.9110200354444
p113,2082,2225.575604357147
p113,2083,2237.226724799389
p113,2084,2185.498309990413
p113,2085,2195.6374121714043
p113,2086,1895.3012770954151
p113,2087,2155.3682779738187
p113,2088,2305.045782450014
p113,2089,2171.4484596666375
p113,2090,2158.624911403639
p113,2091,2026.6862130387985
p113,2092,1806.1520316236072
p113,2093,2252.9435589864133
p113,2094,2554.0714548609785
p113,2095,2090.208510579345
p113,2096,1946.1008984893272
p113,2097,1843.9387694165243
p113,2098,2235.613783579053
p113,2099,2080.8026042945216
