rb,Year,hdd
p125,2020,663.12785700093
p125,2021,663.12785700093
p125,2022,663.12785700093
p125,2023,663.12785700093
p125,2024,663.12785700093
p125,2025,663.12785700093
p125,2026,663.12785700093
p125,2027,663.12785700093
p125,2028,663.12785700093
p125,2029,663.12785700093
p125,2030,663.12785700093
p125,2031,663.12785700093
p125,2032,663.12785700093
p125,2033,663.12785700093
p125,2034,663.12785700093
p125,2035,663.12785700093
p125,2036,663.12785700093
p125,2037,663.12785700093
p125,2038,663.12785700093
p125,2039,663.12785700093
p125,2040,663.12785700093
p125,2041,663.12785700093
p125,2042,663.12785700093
p125,2043,663.12785700093
p125,2044,663.12785700093
p125,2045,663.12785700093
p125,2046,663.12785700093
p125,2047,663.12785700093
p125,2048,663.12785700093
p125,2049,663.12785700093
p125,2050,663.12785700093
p125,2051,663.12785700093
p125,2052,663.12785700093
p125,2053,663.12785700093
p125,2054,663.12785700093
p125,2055,663.12785700093
p125,2056,663.12785700093
p125,2057,663.12785700093
p125,2058,663.12785700093
p125,2059,663.12785700093
p125,2060,663.12785700093
p125,2061,663.12785700093
p125,2062,663.12785700093
p125,2063,663.12785700093
p125,2064,663.12785700093
p125,2065,663.12785700093
p125,2066,663.12785700093
p125,2067,663.12785700093
p125,2068,663.12785700093
p125,2069,663.12785700093
p125,2070,663.12785700093
p125,2071,663.12785700093
p125,2072,663.12785700093
p125,2073,663.12785700093
p125,2074,663.12785700093
p125,2075,663.12785700093
p125,2076,663.12785700093
p125,2077,663.12785700093
p125,2078,663.12785700093
p125,2079,663.12785700093
p125,2080,663.12785700093
p125,2081,663.12785700093
p125,2082,663.12785700093
p125,2083,663.12785700093
p125,2084,663.12785700093
p125,2085,663.12785700093
p125,2086,663.12785700093
p125,2087,663.12785700093
p125,2088,663.12785700093
p125,2089,663.12785700093
p125,2090,663.12785700093
p125,2091,663.12785700093
p125,2092,663.12785700093
p125,2093,663.12785700093
p125,2094,663.12785700093
p125,2095,663.12785700093
p125,2096,663.12785700093
p125,2097,663.12785700093
p125,2098,663.12785700093
p125,2099,663.12785700093
