rb,Year,hdd
p74,2020,36.07269470738254
p74,2021,36.07269470738254
p74,2022,36.07269470738254
p74,2023,36.07269470738254
p74,2024,36.07269470738254
p74,2025,36.07269470738254
p74,2026,36.07269470738254
p74,2027,36.07269470738254
p74,2028,36.07269470738254
p74,2029,36.07269470738254
p74,2030,36.07269470738254
p74,2031,36.07269470738254
p74,2032,36.07269470738254
p74,2033,36.07269470738254
p74,2034,36.07269470738254
p74,2035,36.07269470738254
p74,2036,36.07269470738254
p74,2037,36.07269470738254
p74,2038,36.07269470738254
p74,2039,36.07269470738254
p74,2040,36.07269470738254
p74,2041,36.07269470738254
p74,2042,36.07269470738254
p74,2043,36.07269470738254
p74,2044,36.07269470738254
p74,2045,36.07269470738254
p74,2046,36.07269470738254
p74,2047,36.07269470738254
p74,2048,36.07269470738254
p74,2049,36.07269470738254
p74,2050,36.07269470738254
p74,2051,36.07269470738254
p74,2052,36.07269470738254
p74,2053,36.07269470738254
p74,2054,36.07269470738254
p74,2055,36.07269470738254
p74,2056,36.07269470738254
p74,2057,36.07269470738254
p74,2058,36.07269470738254
p74,2059,36.07269470738254
p74,2060,36.07269470738254
p74,2061,36.07269470738254
p74,2062,36.07269470738254
p74,2063,36.07269470738254
p74,2064,36.07269470738254
p74,2065,36.07269470738254
p74,2066,36.07269470738254
p74,2067,36.07269470738254
p74,2068,36.07269470738254
p74,2069,36.07269470738254
p74,2070,36.07269470738254
p74,2071,36.07269470738254
p74,2072,36.07269470738254
p74,2073,36.07269470738254
p74,2074,36.07269470738254
p74,2075,36.07269470738254
p74,2076,36.07269470738254
p74,2077,36.07269470738254
p74,2078,36.07269470738254
p74,2079,36.07269470738254
p74,2080,36.07269470738254
p74,2081,36.07269470738254
p74,2082,36.07269470738254
p74,2083,36.07269470738254
p74,2084,36.07269470738254
p74,2085,36.07269470738254
p74,2086,36.07269470738254
p74,2087,36.07269470738254
p74,2088,36.07269470738254
p74,2089,36.07269470738254
p74,2090,36.07269470738254
p74,2091,36.07269470738254
p74,2092,36.07269470738254
p74,2093,36.07269470738254
p74,2094,36.07269470738254
p74,2095,36.07269470738254
p74,2096,36.07269470738254
p74,2097,36.07269470738254
p74,2098,36.07269470738254
p74,2099,36.07269470738254
