rb,Year,cdd
p70,2020,3893.345241814509
p70,2021,3433.292201223028
p70,2022,4036.103580716571
p70,2023,3850.340770134763
p70,2024,3794.129774623312
p70,2025,4112.048281083658
p70,2026,3560.015689605565
p70,2027,3134.832229380842
p70,2028,3777.1685588808514
p70,2029,3811.175737273541
p70,2030,3390.7006994431786
p70,2031,3641.2794049204085
p70,2032,3363.3631210001417
p70,2033,3968.979632308028
p70,2034,3723.1591014090254
p70,2035,3780.97751382982
p70,2036,4077.5540861270656
p70,2037,3766.6986557756004
p70,2038,3016.729778773838
p70,2039,3308.865414854342
p70,2040,3477.2553153519125
p70,2041,3491.6536028572286
p70,2042,3431.199003568011
p70,2043,3594.3835535594203
p70,2044,3342.965600269275
p70,2045,3387.568626984696
p70,2046,3100.100567821457
p70,2047,3499.3764957160274
p70,2048,4000.449073679848
p70,2049,3703.4428320105517
p70,2050,3525.663780931088
p70,2051,3481.8134035458484
p70,2052,2801.357918855609
p70,2053,3850.58043712953
p70,2054,3990.569540181633
p70,2055,3235.225371837067
p70,2056,3107.8067573301305
p70,2057,3040.0762745350503
p70,2058,3690.24910986222
p70,2059,3748.911181317905
p70,2060,3279.0326619150796
p70,2061,2884.1861465111474
p70,2062,3397.716806284821
p70,2063,3240.696719039523
p70,2064,3178.582695042777
p70,2065,3501.724523692974
p70,2066,3022.4709193870262
p70,2067,2627.61208081119
p70,2068,3206.6986793677593
p70,2069,3247.3641347375215
p70,2070,2791.635002099459
p70,2071,3048.0867148268403
p70,2072,2737.048018678151
p70,2073,3265.343531612404
p70,2074,3127.1027317953676
p70,2075,3120.833139158472
p70,2076,3428.8624936322126
p70,2077,3106.6438754087453
p70,2078,2435.485340249854
p70,2079,2689.8993704260456
p70,2080,2809.973966918418
p70,2081,2770.204664290837
p70,2082,2848.291069107326
p70,2083,2925.9159466125766
p70,2084,2760.8699394336413
p70,2085,2803.924901414639
p70,2086,2482.488672847001
p70,2087,2866.373417280548
p70,2088,3239.504003768034
p70,2089,3042.0942778506906
p70,2090,2836.7359555464473
p70,2091,2859.6874316197154
p70,2092,2248.1162423725377
p70,2093,3178.2398576958412
p70,2094,3326.6517477619286
p70,2095,2636.3624885850977
p70,2096,2481.8251518072857
p70,2097,2459.481752715253
p70,2098,3040.2415409516157
p70,2099,3006.7293367971647
