state,Year,Date
Delaware,2020,2020-03-01
Delaware,2020,2020-12-25
Delaware,2021,2021-01-11
Delaware,2021,2021-01-12
Delaware,2021,2021-01-13
Delaware,2022,2022-01-11
Delaware,2022,2022-01-17
Delaware,2022,2022-01-18
Delaware,2023,2023-02-13
Delaware,2023,2023-12-25
Delaware,2024,2024-01-21
Delaware,2024,2024-01-22
Delaware,2025,2025-01-20
Delaware,2025,2025-01-21
Delaware,2027,2027-01-24
Delaware,2027,2027-01-25
Delaware,2027,2027-01-27
Delaware,2027,2027-01-28
Delaware,2029,2029-12-23
Delaware,2034,2034-01-19
Delaware,2034,2034-01-20
Delaware,2034,2034-01-21
Delaware,2036,2036-01-11
Delaware,2036,2036-02-05
Delaware,2036,2036-02-06
Delaware,2040,2040-01-29
Delaware,2045,2045-01-24
Delaware,2049,2049-01-17
Delaware,2049,2049-03-03
Delaware,2049,2049-03-04
Delaware,2054,2054-01-07
Delaware,2054,2054-01-23
Delaware,2054,2054-03-04
Delaware,2055,2055-02-16
Delaware,2055,2055-02-20
Delaware,2055,2055-02-24
Delaware,2056,2056-02-14
Delaware,2058,2058-01-07
Delaware,2059,2059-01-31
Delaware,2062,2062-01-17
Delaware,2062,2062-01-18
Delaware,2065,2065-01-21
Delaware,2067,2067-01-27
Delaware,2067,2067-01-28
Delaware,2074,2074-01-19
Delaware,2076,2076-02-05
Delaware,2094,2094-01-07
Delaware,2098,2098-01-07
