state,Year,Date
Utah,2021,2021-06-25
Utah,2025,2025-07-04
Utah,2025,2025-07-05
Utah,2025,2025-07-06
Utah,2029,2029-07-04
Utah,2029,2029-07-06
Utah,2029,2029-07-07
Utah,2030,2030-06-26
Utah,2030,2030-06-29
Utah,2034,2034-06-25
Utah,2034,2034-06-26
Utah,2034,2034-07-26
Utah,2034,2034-07-27
Utah,2034,2034-07-29
Utah,2034,2034-07-30
Utah,2034,2034-08-04
Utah,2034,2034-08-05
Utah,2035,2035-07-28
Utah,2035,2035-07-29
Utah,2035,2035-07-30
Utah,2035,2035-08-06
Utah,2035,2035-08-07
Utah,2035,2035-08-10
Utah,2036,2036-07-03
Utah,2036,2036-08-12
Utah,2037,2037-07-15
Utah,2038,2038-07-16
Utah,2038,2038-07-17
Utah,2038,2038-07-18
Utah,2038,2038-07-19
Utah,2038,2038-07-20
Utah,2040,2040-07-22
Utah,2040,2040-07-23
Utah,2040,2040-07-28
Utah,2040,2040-07-29
Utah,2040,2040-07-30
Utah,2040,2040-07-31
Utah,2040,2040-08-01
Utah,2040,2040-08-02
Utah,2040,2040-08-03
Utah,2041,2041-06-30
Utah,2041,2041-07-02
Utah,2041,2041-07-03
Utah,2041,2041-07-04
Utah,2042,2042-06-30
Utah,2042,2042-07-01
Utah,2042,2042-07-07
Utah,2042,2042-07-08
Utah,2042,2042-07-10
Utah,2042,2042-07-11
Utah,2042,2042-07-12
Utah,2042,2042-07-13
Utah,2042,2042-07-14
Utah,2042,2042-07-15
Utah,2043,2043-07-10
Utah,2043,2043-07-11
Utah,2043,2043-07-12
Utah,2043,2043-07-13
Utah,2043,2043-07-14
Utah,2043,2043-07-15
Utah,2043,2043-07-16
Utah,2043,2043-07-17
Utah,2043,2043-07-18
Utah,2043,2043-07-21
Utah,2043,2043-07-22
Utah,2043,2043-07-23
Utah,2043,2043-07-24
Utah,2043,2043-08-11
Utah,2044,2044-07-13
Utah,2045,2045-07-12
Utah,2045,2045-07-13
Utah,2045,2045-07-14
Utah,2045,2045-07-15
