state,Year,Date
Arizona,2025,2025-02-01
Arizona,2025,2025-02-02
Arizona,2025,2025-02-05
Arizona,2027,2027-01-17
Arizona,2027,2027-01-18
Arizona,2027,2027-12-26
Arizona,2027,2027-12-27
Arizona,2028,2028-12-27
Arizona,2028,2028-12-28
Arizona,2028,2028-12-29
Arizona,2030,2030-02-15
Arizona,2030,2030-02-16
Arizona,2030,2030-12-21
Arizona,2030,2030-12-22
Arizona,2030,2030-12-23
Arizona,2030,2030-12-24
Arizona,2030,2030-12-25
Arizona,2030,2030-12-26
Arizona,2042,2042-01-31
Arizona,2046,2046-11-30
Arizona,2047,2047-01-14
Arizona,2047,2047-01-15
Arizona,2051,2051-01-01
Arizona,2051,2051-02-02
Arizona,2051,2051-02-03
Arizona,2051,2051-02-04
Arizona,2053,2053-01-13
Arizona,2053,2053-01-14
Arizona,2053,2053-01-15
Arizona,2065,2065-02-01
Arizona,2067,2067-01-17
Arizona,2070,2070-02-15
Arizona,2070,2070-12-22
Arizona,2070,2070-12-23
Arizona,2070,2070-12-24
Arizona,2087,2087-01-14
Arizona,2091,2091-02-03
