rb,Year,cdd
p34,2020,3312.4052810400303
p34,2021,2946.485751211916
p34,2022,3485.2823060941155
p34,2023,3615.1076335152893
p34,2024,3636.8907491971418
p34,2025,3583.036680628058
p34,2026,3062.414577754309
p34,2027,3331.9424367137003
p34,2028,3405.420531356887
p34,2029,3194.6175454820805
p34,2030,3241.7090116207823
p34,2031,3260.0035642481384
p34,2032,3156.7368087303153
p34,2033,3494.487958985365
p34,2034,3116.8653977838644
p34,2035,3245.1305870851884
p34,2036,3136.241497602287
p34,2037,3367.9528431481567
p34,2038,3155.8966766292547
p34,2039,2951.4453667988037
p34,2040,3128.2826150786937
p34,2041,3075.081742391642
p34,2042,3239.5332456406472
p34,2043,3006.735093207591
p34,2044,3090.394733183365
p34,2045,3041.6154963432355
p34,2046,3027.032164920542
p34,2047,3147.372790957027
p34,2048,3320.8542243200027
p34,2049,3248.6877164672105
p34,2050,3165.222386738397
p34,2051,3271.9723900761496
p34,2052,2794.3559486068807
p34,2053,3392.881115372607
p34,2054,3129.8630194327993
p34,2055,3012.8144253508394
p34,2056,2961.3664116531218
p34,2057,2837.9304337282583
p34,2058,3040.5409918858086
p34,2059,3341.8919246317937
p34,2060,2930.875585314857
p34,2061,2599.111214158797
p34,2062,3120.9102772177944
p34,2063,3256.169964452971
p34,2064,3292.9622665598527
p34,2065,3267.4931426266426
p34,2066,2755.0547234188275
p34,2067,3043.7953394085694
p34,2068,3143.605829252476
p34,2069,2950.0564271398107
p34,2070,3000.0630913263312
p34,2071,3017.767268453398
p34,2072,2899.113262786182
p34,2073,3215.1305983894026
p34,2074,2872.9696014751635
p34,2075,2977.080376471528
p34,2076,2898.292581714608
p34,2077,3114.6131522841433
p34,2078,2888.69755994445
p34,2079,2663.1694005918052
p34,2080,2872.922187260014
p34,2081,2828.3914774654236
p34,2082,2976.482773331709
p34,2083,2759.0101741321346
p34,2084,2841.137294528712
p34,2085,2806.65593464958
p34,2086,2810.5085217181745
p34,2087,2926.137646668485
p34,2088,3090.3430995205495
p34,2089,3045.069183437262
p34,2090,2991.866816175217
p34,2091,3098.3833978577736
p34,2092,2619.734296613057
p34,2093,3236.6713155717
p34,2094,2985.1735067044006
p34,2095,2846.15270700116
p34,2096,2784.364374377189
p34,2097,2668.42852832737
p34,2098,2881.805610870923
p34,2099,3155.3590322795385
