state,Year,Date
Louisiana,2020,2020-07-02
Louisiana,2020,2020-07-12
Louisiana,2020,2020-07-13
Louisiana,2020,2020-07-14
Louisiana,2020,2020-07-15
Louisiana,2020,2020-07-16
Louisiana,2020,2020-08-21
Louisiana,2020,2020-08-22
Louisiana,2020,2020-09-09
Louisiana,2020,2020-09-10
Louisiana,2020,2020-09-15
Louisiana,2021,2021-07-20
Louisiana,2021,2021-07-21
Louisiana,2021,2021-07-22
Louisiana,2021,2021-07-23
Louisiana,2021,2021-07-24
Louisiana,2021,2021-08-15
Louisiana,2021,2021-08-16
Louisiana,2022,2022-08-25
Louisiana,2022,2022-08-26
Louisiana,2024,2024-08-18
Louisiana,2025,2025-07-31
Louisiana,2025,2025-08-01
Louisiana,2025,2025-08-10
Louisiana,2025,2025-08-11
Louisiana,2025,2025-08-18
Louisiana,2025,2025-08-31
Louisiana,2025,2025-09-01
Louisiana,2026,2026-07-19
Louisiana,2026,2026-07-25
Louisiana,2026,2026-07-26
Louisiana,2026,2026-07-28
Louisiana,2026,2026-07-29
Louisiana,2026,2026-07-30
Louisiana,2026,2026-08-18
Louisiana,2026,2026-08-25
Louisiana,2028,2028-06-29
Louisiana,2028,2028-08-15
Louisiana,2028,2028-08-26
Louisiana,2030,2030-06-19
Louisiana,2030,2030-06-20
Louisiana,2030,2030-07-02
Louisiana,2030,2030-07-03
Louisiana,2030,2030-07-08
Louisiana,2030,2030-07-09
Louisiana,2030,2030-07-26
Louisiana,2030,2030-07-27
Louisiana,2030,2030-07-28
Louisiana,2030,2030-07-29
Louisiana,2030,2030-07-30
Louisiana,2030,2030-08-04
Louisiana,2030,2030-08-16
Louisiana,2030,2030-08-17
Louisiana,2030,2030-08-18
Louisiana,2030,2030-08-19
Louisiana,2030,2030-08-20
Louisiana,2030,2030-08-21
Louisiana,2030,2030-08-22
Louisiana,2030,2030-08-23
Louisiana,2030,2030-08-24
Louisiana,2030,2030-08-25
Louisiana,2030,2030-08-26
Louisiana,2030,2030-08-27
Louisiana,2030,2030-08-28
Louisiana,2030,2030-08-29
Louisiana,2030,2030-08-30
Louisiana,2030,2030-08-31
Louisiana,2030,2030-09-03
Louisiana,2030,2030-09-04
Louisiana,2030,2030-09-05
Louisiana,2030,2030-09-06
