state,Year,hdd
Connecticut,2020,433.16507289584024
Connecticut,2021,373.6149962274941
Connecticut,2022,274.26948951826773
Connecticut,2023,451.3894317598523
Connecticut,2024,376.15459374977985
Connecticut,2025,333.4386648679251
Connecticut,2026,303.69068182279426
Connecticut,2027,378.98570614262326
Connecticut,2028,444.3806757551016
Connecticut,2029,399.3494323487256
Connecticut,2030,386.4785492130999
Connecticut,2031,502.6418176750412
Connecticut,2032,291.04406876829074
Connecticut,2033,457.6689647837341
Connecticut,2034,399.2062819173721
Connecticut,2035,386.5091996134036
Connecticut,2036,336.52861578609446
Connecticut,2037,374.92650903214576
Connecticut,2038,428.3614419387925
Connecticut,2039,492.72405006392233
Connecticut,2040,321.5918750056876
Connecticut,2041,404.6133980726823
Connecticut,2042,459.06444498199596
Connecticut,2043,383.5667582971588
Connecticut,2044,326.7625176083626
Connecticut,2045,501.0943343667494
Connecticut,2046,426.0709100102528
Connecticut,2047,437.0047290719717
Connecticut,2048,438.73749434139967
Connecticut,2049,326.68866957626545
Connecticut,2050,557.889101221097
Connecticut,2051,537.7625322880256
Connecticut,2052,534.2621733926638
Connecticut,2053,484.9990431793681
Connecticut,2054,394.29243592787685
Connecticut,2055,494.7452069373318
Connecticut,2056,586.0073949473209
Connecticut,2057,484.3933314841567
Connecticut,2058,586.3853942300651
Connecticut,2059,519.676778521888
Connecticut,2060,658.5229223826927
Connecticut,2061,601.7535591090405
Connecticut,2062,482.6830118316832
Connecticut,2063,701.062450577458
Connecticut,2064,613.1420815403385
Connecticut,2065,556.8700884686732
Connecticut,2066,525.1687026986473
Connecticut,2067,606.0961407825057
Connecticut,2068,678.5677211992672
Connecticut,2069,656.7116628962231
Connecticut,2070,645.9088446773555
Connecticut,2071,791.6486997351305
Connecticut,2072,535.2259418494591
Connecticut,2073,712.7799593670368
Connecticut,2074,654.9223057903835
Connecticut,2075,654.2347918780456
Connecticut,2076,597.0166521915135
Connecticut,2077,619.8474105803273
Connecticut,2078,683.7634524453316
Connecticut,2079,799.1143741201963
Connecticut,2080,572.8984501035213
Connecticut,2081,730.6925979443431
Connecticut,2082,768.1797435395606
Connecticut,2083,643.7724874623057
Connecticut,2084,599.4928835426656
Connecticut,2085,769.3647677088679
Connecticut,2086,694.3132349644952
Connecticut,2087,747.5514650276575
Connecticut,2088,711.8715089785628
Connecticut,2089,593.5056680685518
Connecticut,2090,860.2395519980282
Connecticut,2091,821.3092626747975
Connecticut,2092,855.4343876893852
Connecticut,2093,756.5011062575809
Connecticut,2094,682.2131856300531
Connecticut,2095,800.0906591835411
Connecticut,2096,901.594689374025
Connecticut,2097,790.8249038015622
Connecticut,2098,894.5697949680821
Connecticut,2099,825.0028901124779
