state,Year,hdd
Montana,2020,326.33124992853755
Montana,2021,454.765666703958
Montana,2022,370.20667443795327
Montana,2023,467.42898081746864
Montana,2024,484.3979573111164
Montana,2025,382.61418161380846
Montana,2026,408.63267218053494
Montana,2027,394.2736124993211
Montana,2028,708.2745559164156
Montana,2029,464.4475817570531
Montana,2030,543.78191261436
Montana,2031,508.92174064159354
Montana,2032,357.27187389401024
Montana,2033,159.31778375843425
Montana,2034,494.89469229190837
Montana,2035,399.8193062624249
Montana,2036,490.65934248726495
Montana,2037,472.4949072246639
Montana,2038,610.809193259357
Montana,2039,408.6753197219674
Montana,2040,540.5504696656235
Montana,2041,595.1009846027398
Montana,2042,524.6350418826478
Montana,2043,701.0329914762277
Montana,2044,339.50690844511064
Montana,2045,481.3550868684975
Montana,2046,648.5707814053669
Montana,2047,641.914450716623
Montana,2048,468.33032696860954
Montana,2049,446.035524758984
Montana,2050,400.47493096150384
Montana,2051,519.6776102355857
Montana,2052,671.1467400699725
Montana,2053,618.8005767177758
Montana,2054,487.7583630491934
Montana,2055,578.6813115923891
Montana,2056,514.912862821574
Montana,2057,673.231034077702
Montana,2058,541.7103778481683
Montana,2059,501.70471789427046
Montana,2060,739.2548328573396
Montana,2061,836.0511687016538
Montana,2062,728.3992788899653
Montana,2063,843.5284298300442
Montana,2064,882.18731871296
Montana,2065,754.5660625385106
Montana,2066,776.9328193131711
Montana,2067,843.6579999639152
Montana,2068,1202.9141406647916
Montana,2069,905.6385904399168
Montana,2070,978.7253016879081
Montana,2071,978.431550012162
Montana,2072,720.9773270923502
Montana,2073,479.86354964412374
Montana,2074,974.1061688584341
Montana,2075,803.2189218421346
Montana,2076,934.3770784785634
Montana,2077,949.5349889974823
Montana,2078,1038.263836432283
Montana,2079,843.3456546667661
Montana,2080,1022.2452067108212
Montana,2081,1145.5612556509332
Montana,2082,1012.6584083453702
Montana,2083,1233.0299376121168
Montana,2084,778.3425157371727
Montana,2085,922.6863992607894
Montana,2086,1189.7592869065097
Montana,2087,1144.3373067995183
Montana,2088,950.1435689735915
Montana,2089,952.6894258475082
Montana,2090,877.0904173317356
Montana,2091,1011.4878715192771
Montana,2092,1262.844490021666
Montana,2093,1147.172824801538
Montana,2094,962.7754563687395
Montana,2095,1136.1538127872268
Montana,2096,1029.9202108607294
Montana,2097,1207.8695709095728
Montana,2098,1088.275423228689
Montana,2099,947.0009370487276
