rb,Year,hdd
p42,2020,210.00055618750395
p42,2021,210.00055618750395
p42,2022,210.00055618750395
p42,2023,210.00055618750395
p42,2024,210.00055618750395
p42,2025,210.00055618750395
p42,2026,210.00055618750395
p42,2027,210.00055618750395
p42,2028,210.00055618750395
p42,2029,210.00055618750395
p42,2030,210.00055618750395
p42,2031,210.00055618750395
p42,2032,210.00055618750395
p42,2033,210.00055618750395
p42,2034,210.00055618750395
p42,2035,210.00055618750395
p42,2036,210.00055618750395
p42,2037,210.00055618750395
p42,2038,210.00055618750395
p42,2039,210.00055618750395
p42,2040,210.00055618750395
p42,2041,210.00055618750395
p42,2042,210.00055618750395
p42,2043,210.00055618750395
p42,2044,210.00055618750395
p42,2045,210.00055618750395
p42,2046,210.00055618750395
p42,2047,210.00055618750395
p42,2048,210.00055618750395
p42,2049,210.00055618750395
p42,2050,210.00055618750395
p42,2051,210.00055618750395
p42,2052,210.00055618750395
p42,2053,210.00055618750395
p42,2054,210.00055618750395
p42,2055,210.00055618750395
p42,2056,210.00055618750395
p42,2057,210.00055618750395
p42,2058,210.00055618750395
p42,2059,210.00055618750395
p42,2060,210.00055618750395
p42,2061,210.00055618750395
p42,2062,210.00055618750395
p42,2063,210.00055618750395
p42,2064,210.00055618750395
p42,2065,210.00055618750395
p42,2066,210.00055618750395
p42,2067,210.00055618750395
p42,2068,210.00055618750395
p42,2069,210.00055618750395
p42,2070,210.00055618750395
p42,2071,210.00055618750395
p42,2072,210.00055618750395
p42,2073,210.00055618750395
p42,2074,210.00055618750395
p42,2075,210.00055618750395
p42,2076,210.00055618750395
p42,2077,210.00055618750395
p42,2078,210.00055618750395
p42,2079,210.00055618750395
p42,2080,210.00055618750395
p42,2081,210.00055618750395
p42,2082,210.00055618750395
p42,2083,210.00055618750395
p42,2084,210.00055618750395
p42,2085,210.00055618750395
p42,2086,210.00055618750395
p42,2087,210.00055618750395
p42,2088,210.00055618750395
p42,2089,210.00055618750395
p42,2090,210.00055618750395
p42,2091,210.00055618750395
p42,2092,210.00055618750395
p42,2093,210.00055618750395
p42,2094,210.00055618750395
p42,2095,210.00055618750395
p42,2096,210.00055618750395
p42,2097,210.00055618750395
p42,2098,210.00055618750395
p42,2099,210.00055618750395
