rb,Year,cdd
p87,2020,1321.5837913187506
p87,2021,1241.8755547051126
p87,2022,1136.404571621142
p87,2023,1435.7184217054605
p87,2024,1177.5036008751556
p87,2025,1332.0351420574143
p87,2026,1065.9991945987738
p87,2027,1163.4276448018256
p87,2028,1245.1633603136306
p87,2029,1229.929965262882
p87,2030,860.8665292931489
p87,2031,1046.8961396383384
p87,2032,1064.9583306587156
p87,2033,1243.2761496517073
p87,2034,1072.3032497689658
p87,2035,1159.320401644467
p87,2036,1275.92367723814
p87,2037,1192.6367317169606
p87,2038,965.5662754796354
p87,2039,936.547023518497
p87,2040,1150.9946268781805
p87,2041,1129.5458352119467
p87,2042,1210.086082754066
p87,2043,1186.9986391024213
p87,2044,1102.1665657779522
p87,2045,1065.9915506748634
p87,2046,981.7555402455082
p87,2047,1004.647318184417
p87,2048,1123.914367342304
p87,2049,1145.049827383285
p87,2050,1347.4534979819086
p87,2051,1037.0827790078197
p87,2052,762.9961959883478
p87,2053,1170.0454666602163
p87,2054,1310.8121567349876
p87,2055,976.5107721376562
p87,2056,916.4541168524158
p87,2057,777.8371370123542
p87,2058,1127.801100219967
p87,2059,1024.9398867320576
p87,2060,1051.4111638816385
p87,2061,993.3601041543551
p87,2062,905.9084217607215
p87,2063,1169.0537760641882
p87,2064,929.584603912217
p87,2065,1120.5042937481492
p87,2066,860.3353284442046
p87,2067,910.4717642183939
p87,2068,1014.2719591249245
p87,2069,1002.2609293033165
p87,2070,633.1967714069015
p87,2071,828.0376935402628
p87,2072,819.6108744334196
p87,2073,974.3329666980021
p87,2074,863.9162533051884
p87,2075,921.0197614065191
p87,2076,1021.6597576860735
p87,2077,932.6229568401823
p87,2078,764.5096780626473
p87,2079,681.9934451373318
p87,2080,898.2413160882621
p87,2081,869.0780054785653
p87,2082,958.0390822619696
p87,2083,942.2957149660307
p87,2084,883.7848974071677
p87,2085,831.2687772251109
p87,2086,736.1731462452113
p87,2087,787.9715638665891
p87,2088,850.5240019720686
p87,2089,876.4763717140786
p87,2090,1113.2553880376208
p87,2091,803.8690189421673
p87,2092,564.3643996907584
p87,2093,921.892007580112
p87,2094,1049.7387732164775
p87,2095,793.8624949513207
p87,2096,714.9593961984065
p87,2097,570.0378179236461
p87,2098,884.6857942018323
p87,2099,777.8153980435135
