state,Year,Date
Missouri,2021,2021-02-11
Missouri,2022,2022-01-10
Missouri,2022,2022-01-11
Missouri,2022,2022-01-17
Missouri,2023,2023-12-22
Missouri,2023,2023-12-24
Missouri,2023,2023-12-25
Missouri,2023,2023-12-29
Missouri,2023,2023-12-30
Missouri,2025,2025-01-20
Missouri,2029,2029-12-16
Missouri,2029,2029-12-22
Missouri,2029,2029-12-23
Missouri,2034,2034-01-18
Missouri,2034,2034-01-19
Missouri,2036,2036-01-19
Missouri,2036,2036-02-03
Missouri,2036,2036-02-04
Missouri,2039,2039-01-05
Missouri,2040,2040-12-22
Missouri,2051,2051-02-03
Missouri,2054,2054-01-06
Missouri,2054,2054-01-07
Missouri,2062,2062-01-10
Missouri,2063,2063-12-24
Missouri,2063,2063-12-25
Missouri,2065,2065-01-20
Missouri,2069,2069-12-22
Missouri,2069,2069-12-23
