rb,Year,hdd
p67,2020,1899.5699412045371
p67,2021,1824.8991160956848
p67,2022,1944.0247043654686
p67,2023,1656.4386920821798
p67,2024,1904.5984945086125
p67,2025,1952.978588653882
p67,2026,1940.152841377575
p67,2027,1782.193097156994
p67,2028,1855.63579574988
p67,2029,1863.528964177138
p67,2030,1968.178840135403
p67,2031,2038.5008822600962
p67,2032,1850.1171117281547
p67,2033,1781.0458841652805
p67,2034,1956.3018255955421
p67,2035,1939.0270978148965
p67,2036,1942.286866029425
p67,2037,1797.261596876037
p67,2038,2041.1665994635841
p67,2039,1997.857499060679
p67,2040,2018.6958069399534
p67,2041,1789.89385592705
p67,2042,1955.932105257045
p67,2043,1871.235021376992
p67,2044,1957.5672697060559
p67,2045,1989.4332444030474
p67,2046,1992.0998037378765
p67,2047,1927.5844501908603
p67,2048,1943.4754203457846
p67,2049,2028.7023895235304
p67,2050,2024.0384734209654
p67,2051,2169.5015931954704
p67,2052,2084.9976426739186
p67,2053,1915.2080974431724
p67,2054,1842.7598806309475
p67,2055,1929.476085117451
p67,2056,2127.1464506976085
p67,2057,1987.8535392776894
p67,2058,2033.568998534773
p67,2059,2028.1611542015057
p67,2060,2269.7476190164452
p67,2061,2182.448871021641
p67,2062,2338.206106846621
p67,2063,1998.3556252376657
p67,2064,2240.505601718382
p67,2065,2316.8238135065576
p67,2066,2275.3648728120947
p67,2067,2105.036215041355
p67,2068,2201.3774392729665
p67,2069,2228.611884234008
p67,2070,2306.1291580576535
p67,2071,2391.809911442586
p67,2072,2191.049466677474
p67,2073,2092.312373854431
p67,2074,2283.9157268110716
p67,2075,2268.3386129434207
p67,2076,2265.1897905199585
p67,2077,2111.7238828896334
p67,2078,2352.823844922034
p67,2079,2327.760695447062
p67,2080,2376.055106282262
p67,2081,2108.299265935201
p67,2082,2265.9765658297574
p67,2083,2158.2245043200114
p67,2084,2230.781141004836
p67,2085,2283.302116624468
p67,2086,2278.139970309313
p67,2087,2232.238539324063
p67,2088,2215.1631881735652
p67,2089,2279.4403774105367
p67,2090,2294.16567069283
p67,2091,2438.149499299769
p67,2092,2368.995234721446
p67,2093,2164.2633825536627
p67,2094,2110.997959844883
p67,2095,2210.0013066587567
p67,2096,2400.1803694464393
p67,2097,2262.3603302134884
p67,2098,2263.7703079564767
p67,2099,2226.1928030736344
