rb,Year,Date
p134,2021,2021-08-07
p134,2021,2021-08-08
p134,2025,2025-06-18
p134,2025,2025-07-04
p134,2025,2025-07-05
p134,2025,2025-07-06
p134,2029,2029-07-06
p134,2029,2029-07-07
p134,2029,2029-07-08
p134,2029,2029-07-19
p134,2029,2029-07-20
p134,2036,2036-07-23
p134,2036,2036-07-24
p134,2038,2038-07-16
p134,2038,2038-07-17
p134,2038,2038-07-18
p134,2038,2038-07-19
p134,2040,2040-07-31
p134,2041,2041-07-03
p134,2042,2042-07-09
p134,2042,2042-07-10
p134,2042,2042-07-11
p134,2042,2042-07-13
p134,2043,2043-07-21
p134,2043,2043-07-22
p134,2043,2043-07-23
p134,2045,2045-07-12
p134,2045,2045-07-13
p134,2045,2045-07-14
p134,2045,2045-07-15
p134,2045,2045-07-16
p134,2045,2045-07-17
p134,2045,2045-07-18
p134,2045,2045-07-19
p134,2046,2046-07-17
p134,2047,2047-07-04
p134,2047,2047-07-05
p134,2047,2047-07-06
p134,2049,2049-07-17
p134,2049,2049-07-18
p134,2053,2053-06-28
p134,2053,2053-06-29
p134,2053,2053-06-30
p134,2053,2053-07-01
p134,2053,2053-07-02
p134,2053,2053-07-03
p134,2054,2054-07-13
p134,2054,2054-07-14
p134,2055,2055-06-26
p134,2056,2056-07-27
p134,2056,2056-07-28
p134,2056,2056-07-29
p134,2057,2057-06-20
p134,2057,2057-06-21
p134,2057,2057-07-07
p134,2057,2057-07-08
p134,2058,2058-07-24
p134,2058,2058-07-25
p134,2058,2058-07-26
p134,2060,2060-07-21
p134,2060,2060-07-22
p134,2060,2060-07-23
p134,2060,2060-07-24
p134,2060,2060-07-25
p134,2060,2060-07-26
p134,2060,2060-07-27
p134,2060,2060-07-28
p134,2060,2060-08-11
p134,2060,2060-08-12
p134,2061,2061-06-24
p134,2061,2061-06-25
p134,2061,2061-06-26
p134,2061,2061-07-04
p134,2061,2061-07-05
p134,2061,2061-08-06
p134,2061,2061-08-07
p134,2061,2061-08-08
p134,2061,2061-08-09
p134,2063,2063-07-13
p134,2063,2063-08-06
p134,2064,2064-07-03
p134,2064,2064-07-04
p134,2064,2064-07-05
p134,2064,2064-07-06
p134,2065,2065-06-17
p134,2065,2065-06-18
p134,2065,2065-06-19
p134,2065,2065-07-03
p134,2065,2065-07-04
p134,2065,2065-07-05
p134,2065,2065-07-06
p134,2065,2065-07-07
p134,2065,2065-07-08
p134,2065,2065-07-09
p134,2065,2065-07-10
p134,2065,2065-07-13
p134,2065,2065-07-14
p134,2065,2065-07-15
p134,2065,2065-08-24
p134,2067,2067-07-14
p134,2067,2067-07-15
p134,2068,2068-07-17
p134,2068,2068-07-18
p134,2068,2068-07-19
p134,2068,2068-07-20
p134,2068,2068-07-21
p134,2068,2068-07-22
p134,2069,2069-07-05
p134,2069,2069-07-06
p134,2069,2069-07-07
p134,2069,2069-07-08
p134,2069,2069-07-18
p134,2069,2069-07-19
p134,2069,2069-07-20
p134,2069,2069-07-21
p134,2070,2070-08-05
p134,2070,2070-08-06
p134,2071,2071-07-03
p134,2071,2071-07-04
p134,2071,2071-07-05
p134,2071,2071-07-06
p134,2071,2071-07-28
p134,2071,2071-07-29
p134,2071,2071-07-30
p134,2073,2073-08-01
p134,2073,2073-08-02
p134,2073,2073-08-03
p134,2074,2074-06-28
p134,2074,2074-06-29
p134,2074,2074-06-30
p134,2074,2074-07-26
p134,2074,2074-07-27
p134,2074,2074-07-28
p134,2074,2074-07-29
p134,2074,2074-08-04
p134,2074,2074-08-06
p134,2075,2075-07-27
p134,2075,2075-07-28
p134,2075,2075-07-29
p134,2075,2075-08-02
p134,2076,2076-07-22
p134,2076,2076-07-23
p134,2076,2076-07-24
p134,2076,2076-07-25
p134,2076,2076-07-26
p134,2076,2076-08-10
p134,2076,2076-08-11
p134,2077,2077-08-06
p134,2077,2077-08-07
p134,2077,2077-08-08
p134,2078,2078-07-15
p134,2078,2078-07-16
p134,2078,2078-07-17
p134,2078,2078-07-18
p134,2078,2078-07-19
p134,2078,2078-07-20
p134,2078,2078-08-04
p134,2078,2078-08-05
p134,2078,2078-08-06
p134,2078,2078-08-13
p134,2078,2078-08-29
p134,2078,2078-08-30
p134,2080,2080-07-21
p134,2080,2080-07-29
p134,2080,2080-07-30
p134,2080,2080-07-31
p134,2080,2080-08-01
p134,2080,2080-08-02
p134,2080,2080-08-03
p134,2081,2081-07-02
p134,2081,2081-07-03
p134,2081,2081-07-04
p134,2081,2081-08-07
p134,2082,2082-07-09
p134,2082,2082-07-10
p134,2082,2082-07-11
p134,2082,2082-07-12
p134,2082,2082-07-13
p134,2082,2082-07-14
p134,2082,2082-07-30
p134,2082,2082-08-11
p134,2082,2082-08-12
p134,2082,2082-08-14
p134,2082,2082-08-15
p134,2083,2083-07-09
p134,2083,2083-07-10
p134,2083,2083-07-11
p134,2083,2083-07-12
p134,2083,2083-07-14
p134,2083,2083-07-15
p134,2083,2083-07-16
p134,2083,2083-07-17
p134,2083,2083-07-18
p134,2083,2083-07-20
p134,2083,2083-07-21
p134,2083,2083-07-22
p134,2083,2083-07-23
p134,2084,2084-08-11
p134,2085,2085-07-12
p134,2085,2085-07-13
p134,2085,2085-07-14
p134,2085,2085-07-15
p134,2085,2085-07-16
p134,2085,2085-07-17
p134,2085,2085-07-18
p134,2085,2085-07-19
p134,2085,2085-07-20
p134,2085,2085-07-21
p134,2085,2085-07-22
p134,2086,2086-06-24
p134,2086,2086-06-25
p134,2086,2086-06-26
p134,2086,2086-07-15
p134,2086,2086-07-16
p134,2086,2086-07-17
p134,2086,2086-07-18
p134,2086,2086-07-21
p134,2086,2086-07-22
p134,2086,2086-07-23
p134,2086,2086-07-24
p134,2086,2086-07-25
p134,2086,2086-07-26
p134,2087,2087-07-04
p134,2087,2087-07-05
p134,2087,2087-07-06
p134,2087,2087-07-07
p134,2087,2087-07-09
p134,2088,2088-07-09
p134,2088,2088-07-10
p134,2088,2088-07-11
p134,2089,2089-07-17
p134,2089,2089-07-18
p134,2089,2089-07-19
p134,2090,2090-07-15
p134,2090,2090-07-16
p134,2090,2090-07-17
p134,2090,2090-07-18
p134,2090,2090-07-25
p134,2092,2092-07-10
p134,2092,2092-07-11
p134,2092,2092-08-09
p134,2092,2092-08-10
p134,2093,2093-06-28
p134,2093,2093-06-29
p134,2093,2093-06-30
p134,2093,2093-07-01
p134,2093,2093-07-02
p134,2093,2093-07-03
p134,2093,2093-07-04
p134,2093,2093-07-19
p134,2093,2093-07-20
p134,2094,2094-07-13
p134,2094,2094-07-14
p134,2095,2095-06-26
p134,2095,2095-06-27
p134,2096,2096-07-27
p134,2096,2096-07-28
p134,2096,2096-07-29
p134,2096,2096-07-30
p134,2097,2097-06-20
p134,2097,2097-06-21
p134,2097,2097-07-07
p134,2097,2097-07-08
p134,2097,2097-07-09
p134,2097,2097-08-01
p134,2097,2097-08-02
p134,2098,2098-07-24
p134,2098,2098-07-25
p134,2098,2098-07-26
p134,2098,2098-07-27
p134,2098,2098-07-30
p134,2098,2098-07-31
p134,2098,2098-08-09
