state,Year,Date
Missouri,2077,2077-01-14
Missouri,2077,2077-01-15
Missouri,2077,2077-01-22
Missouri,2078,2078-01-09
Missouri,2078,2078-01-10
Missouri,2078,2078-01-14
Missouri,2078,2078-01-15
Missouri,2078,2078-01-16
Missouri,2078,2078-01-17
Missouri,2078,2078-01-18
Missouri,2079,2079-01-05
Missouri,2079,2079-01-10
Missouri,2079,2079-01-11
Missouri,2079,2079-01-12
Missouri,2079,2079-01-13
Missouri,2079,2079-01-14
Missouri,2079,2079-01-19
Missouri,2079,2079-01-20
Missouri,2079,2079-01-21
Missouri,2079,2079-01-22
Missouri,2080,2080-01-05
Missouri,2080,2080-01-06
Missouri,2080,2080-01-07
Missouri,2080,2080-01-08
Missouri,2080,2080-01-09
Missouri,2080,2080-01-10
Missouri,2080,2080-01-11
Missouri,2080,2080-01-12
Missouri,2080,2080-01-13
Missouri,2080,2080-01-14
Missouri,2080,2080-01-15
Missouri,2080,2080-01-16
Missouri,2080,2080-01-17
Missouri,2080,2080-01-18
Missouri,2080,2080-01-19
Missouri,2080,2080-01-20
Missouri,2080,2080-01-21
Missouri,2080,2080-01-23
Missouri,2080,2080-01-24
Missouri,2080,2080-01-31
Missouri,2080,2080-12-31
Missouri,2081,2081-01-01
Missouri,2081,2081-01-02
Missouri,2081,2081-01-03
Missouri,2081,2081-01-04
Missouri,2081,2081-01-05
Missouri,2081,2081-01-06
Missouri,2081,2081-01-07
Missouri,2081,2081-01-08
Missouri,2081,2081-01-09
Missouri,2081,2081-01-10
Missouri,2081,2081-01-11
Missouri,2081,2081-01-12
Missouri,2081,2081-01-13
Missouri,2081,2081-01-14
Missouri,2081,2081-01-15
Missouri,2081,2081-01-16
Missouri,2081,2081-01-17
Missouri,2081,2081-01-18
Missouri,2081,2081-01-19
Missouri,2081,2081-01-21
Missouri,2081,2081-01-22
Missouri,2081,2081-01-23
Missouri,2081,2081-01-24
Missouri,2081,2081-01-25
Missouri,2081,2081-01-26
Missouri,2081,2081-01-31
Missouri,2081,2081-02-01
Missouri,2081,2081-12-27
Missouri,2082,2082-01-01
Missouri,2082,2082-01-02
Missouri,2082,2082-01-03
Missouri,2082,2082-01-04
Missouri,2082,2082-01-05
Missouri,2082,2082-01-06
Missouri,2082,2082-01-07
Missouri,2082,2082-01-08
Missouri,2082,2082-01-09
Missouri,2082,2082-01-10
Missouri,2082,2082-01-11
Missouri,2082,2082-01-12
Missouri,2082,2082-01-13
Missouri,2082,2082-01-14
Missouri,2082,2082-01-15
Missouri,2082,2082-01-16
Missouri,2082,2082-01-17
Missouri,2082,2082-01-18
Missouri,2082,2082-01-19
Missouri,2082,2082-01-20
Missouri,2082,2082-01-21
Missouri,2082,2082-01-22
Missouri,2082,2082-01-23
Missouri,2082,2082-01-24
Missouri,2082,2082-01-25
Missouri,2082,2082-01-26
Missouri,2082,2082-01-27
Missouri,2082,2082-01-28
Missouri,2082,2082-01-29
Missouri,2082,2082-01-30
Missouri,2082,2082-01-31
Missouri,2082,2082-02-01
Missouri,2082,2082-02-02
Missouri,2082,2082-02-05
Missouri,2082,2082-02-06
Missouri,2082,2082-02-13
Missouri,2082,2082-02-14
Missouri,2082,2082-12-29
Missouri,2082,2082-12-30
Missouri,2082,2082-12-31
Missouri,2083,2083-01-01
Missouri,2083,2083-01-02
Missouri,2083,2083-01-03
Missouri,2083,2083-01-04
Missouri,2083,2083-01-05
Missouri,2083,2083-01-06
Missouri,2083,2083-01-07
Missouri,2083,2083-01-08
Missouri,2083,2083-01-09
Missouri,2083,2083-01-10
Missouri,2083,2083-01-11
Missouri,2083,2083-01-12
Missouri,2083,2083-01-13
Missouri,2083,2083-01-14
Missouri,2083,2083-01-15
Missouri,2083,2083-01-16
Missouri,2083,2083-01-17
Missouri,2083,2083-01-18
Missouri,2083,2083-01-19
Missouri,2083,2083-01-20
Missouri,2083,2083-01-21
Missouri,2083,2083-01-22
Missouri,2083,2083-01-23
Missouri,2083,2083-01-24
Missouri,2083,2083-01-25
Missouri,2083,2083-01-26
Missouri,2083,2083-01-27
Missouri,2083,2083-01-28
Missouri,2083,2083-01-29
Missouri,2083,2083-01-30
Missouri,2083,2083-01-31
Missouri,2083,2083-02-01
Missouri,2083,2083-02-02
Missouri,2083,2083-02-04
Missouri,2083,2083-02-05
Missouri,2083,2083-02-06
Missouri,2083,2083-02-07
Missouri,2083,2083-02-08
Missouri,2083,2083-02-09
Missouri,2083,2083-12-28
Missouri,2083,2083-12-29
Missouri,2083,2083-12-30
Missouri,2083,2083-12-31
Missouri,2084,2084-01-01
Missouri,2084,2084-01-02
Missouri,2084,2084-01-03
Missouri,2084,2084-01-04
Missouri,2084,2084-01-05
Missouri,2084,2084-01-06
Missouri,2084,2084-01-07
Missouri,2084,2084-01-08
Missouri,2084,2084-01-09
Missouri,2084,2084-01-10
Missouri,2084,2084-01-11
Missouri,2084,2084-01-12
Missouri,2084,2084-01-13
Missouri,2084,2084-01-14
Missouri,2084,2084-01-15
Missouri,2084,2084-01-16
Missouri,2084,2084-01-17
Missouri,2084,2084-01-18
Missouri,2084,2084-01-19
Missouri,2084,2084-01-20
Missouri,2084,2084-01-21
Missouri,2084,2084-01-22
Missouri,2084,2084-01-23
Missouri,2084,2084-01-24
Missouri,2084,2084-01-25
Missouri,2084,2084-01-26
Missouri,2084,2084-01-27
Missouri,2084,2084-01-28
Missouri,2084,2084-01-29
Missouri,2084,2084-01-30
Missouri,2084,2084-01-31
Missouri,2084,2084-02-01
Missouri,2084,2084-02-02
Missouri,2084,2084-02-03
Missouri,2084,2084-02-04
Missouri,2084,2084-02-05
Missouri,2084,2084-02-06
Missouri,2084,2084-02-08
Missouri,2084,2084-02-09
Missouri,2084,2084-02-10
Missouri,2084,2084-02-11
Missouri,2084,2084-02-12
Missouri,2084,2084-02-13
Missouri,2084,2084-12-23
Missouri,2084,2084-12-24
Missouri,2084,2084-12-26
Missouri,2084,2084-12-27
Missouri,2084,2084-12-28
Missouri,2084,2084-12-29
Missouri,2084,2084-12-30
Missouri,2084,2084-12-31
Missouri,2085,2085-01-01
Missouri,2085,2085-01-02
Missouri,2085,2085-01-03
Missouri,2085,2085-01-04
Missouri,2085,2085-01-05
Missouri,2085,2085-01-06
Missouri,2085,2085-01-07
Missouri,2085,2085-01-08
Missouri,2085,2085-01-09
Missouri,2085,2085-01-10
Missouri,2085,2085-01-11
Missouri,2085,2085-01-12
Missouri,2085,2085-01-13
Missouri,2085,2085-01-14
Missouri,2085,2085-01-15
Missouri,2085,2085-01-16
Missouri,2085,2085-01-17
Missouri,2085,2085-01-18
Missouri,2085,2085-01-19
Missouri,2085,2085-01-20
Missouri,2085,2085-01-21
Missouri,2085,2085-01-22
Missouri,2085,2085-01-23
Missouri,2085,2085-01-24
Missouri,2085,2085-01-25
Missouri,2085,2085-01-26
Missouri,2085,2085-01-27
Missouri,2085,2085-01-28
Missouri,2085,2085-01-29
Missouri,2085,2085-01-30
Missouri,2085,2085-01-31
Missouri,2085,2085-02-01
Missouri,2085,2085-02-02
Missouri,2085,2085-02-03
Missouri,2085,2085-02-04
Missouri,2085,2085-02-05
Missouri,2085,2085-02-06
Missouri,2085,2085-02-07
Missouri,2085,2085-02-08
Missouri,2085,2085-02-09
Missouri,2085,2085-02-10
Missouri,2085,2085-02-11
Missouri,2085,2085-02-13
Missouri,2085,2085-02-14
Missouri,2085,2085-12-22
Missouri,2085,2085-12-23
Missouri,2085,2085-12-26
Missouri,2085,2085-12-27
Missouri,2085,2085-12-28
Missouri,2085,2085-12-29
Missouri,2085,2085-12-30
Missouri,2085,2085-12-31
Missouri,2086,2086-01-01
Missouri,2086,2086-01-02
Missouri,2086,2086-01-03
Missouri,2086,2086-01-04
Missouri,2086,2086-01-05
Missouri,2086,2086-01-06
Missouri,2086,2086-01-07
Missouri,2086,2086-01-08
Missouri,2086,2086-01-09
Missouri,2086,2086-01-10
Missouri,2086,2086-01-11
Missouri,2086,2086-01-12
Missouri,2086,2086-01-13
Missouri,2086,2086-01-14
Missouri,2086,2086-01-15
Missouri,2086,2086-01-16
Missouri,2086,2086-01-17
Missouri,2086,2086-01-18
Missouri,2086,2086-01-19
Missouri,2086,2086-01-20
Missouri,2086,2086-01-21
Missouri,2086,2086-01-22
Missouri,2086,2086-01-23
Missouri,2086,2086-01-24
Missouri,2086,2086-01-25
Missouri,2086,2086-01-26
Missouri,2086,2086-01-27
Missouri,2086,2086-01-28
Missouri,2086,2086-01-29
Missouri,2086,2086-01-30
Missouri,2086,2086-01-31
Missouri,2086,2086-02-01
Missouri,2086,2086-02-02
Missouri,2086,2086-02-03
Missouri,2086,2086-02-04
Missouri,2086,2086-02-05
Missouri,2086,2086-02-06
Missouri,2086,2086-02-07
Missouri,2086,2086-02-08
Missouri,2086,2086-02-09
Missouri,2086,2086-02-10
Missouri,2086,2086-02-12
Missouri,2086,2086-02-13
Missouri,2086,2086-02-14
Missouri,2086,2086-02-15
Missouri,2086,2086-02-16
Missouri,2086,2086-02-17
Missouri,2086,2086-12-24
Missouri,2086,2086-12-25
Missouri,2086,2086-12-26
Missouri,2086,2086-12-27
Missouri,2086,2086-12-28
Missouri,2086,2086-12-29
Missouri,2086,2086-12-30
Missouri,2086,2086-12-31
Missouri,2087,2087-01-01
Missouri,2087,2087-01-02
Missouri,2087,2087-01-03
Missouri,2087,2087-01-04
Missouri,2087,2087-01-05
Missouri,2087,2087-01-06
Missouri,2087,2087-01-07
Missouri,2087,2087-01-08
Missouri,2087,2087-01-09
Missouri,2087,2087-01-10
Missouri,2087,2087-01-11
Missouri,2087,2087-01-12
Missouri,2087,2087-01-13
Missouri,2087,2087-01-14
Missouri,2087,2087-01-15
Missouri,2087,2087-01-16
Missouri,2087,2087-01-17
Missouri,2087,2087-01-18
Missouri,2087,2087-01-19
Missouri,2087,2087-01-20
Missouri,2087,2087-01-21
Missouri,2087,2087-01-22
Missouri,2087,2087-01-23
Missouri,2087,2087-01-24
Missouri,2087,2087-01-25
Missouri,2087,2087-01-26
Missouri,2087,2087-01-27
Missouri,2087,2087-01-28
Missouri,2087,2087-01-29
Missouri,2087,2087-01-30
Missouri,2087,2087-01-31
Missouri,2087,2087-02-01
Missouri,2087,2087-02-02
Missouri,2087,2087-02-03
Missouri,2087,2087-02-04
Missouri,2087,2087-02-05
Missouri,2087,2087-02-06
Missouri,2087,2087-02-07
Missouri,2087,2087-02-08
Missouri,2087,2087-02-09
Missouri,2087,2087-02-10
Missouri,2087,2087-02-11
Missouri,2087,2087-02-12
Missouri,2087,2087-02-13
Missouri,2087,2087-02-14
Missouri,2087,2087-02-15
Missouri,2087,2087-02-16
Missouri,2087,2087-02-17
Missouri,2087,2087-02-18
Missouri,2087,2087-02-19
Missouri,2087,2087-02-20
Missouri,2087,2087-02-21
Missouri,2087,2087-12-19
Missouri,2087,2087-12-20
Missouri,2087,2087-12-21
Missouri,2087,2087-12-22
Missouri,2087,2087-12-23
Missouri,2087,2087-12-24
Missouri,2087,2087-12-25
Missouri,2087,2087-12-26
Missouri,2087,2087-12-27
Missouri,2087,2087-12-28
Missouri,2087,2087-12-29
Missouri,2087,2087-12-30
Missouri,2087,2087-12-31
Missouri,2088,2088-01-01
Missouri,2088,2088-01-02
Missouri,2088,2088-01-03
Missouri,2088,2088-01-04
Missouri,2088,2088-01-05
Missouri,2088,2088-01-06
Missouri,2088,2088-01-07
Missouri,2088,2088-01-08
Missouri,2088,2088-01-09
Missouri,2088,2088-01-10
Missouri,2088,2088-01-11
Missouri,2088,2088-01-12
Missouri,2088,2088-01-13
Missouri,2088,2088-01-14
Missouri,2088,2088-01-15
Missouri,2088,2088-01-16
Missouri,2088,2088-01-17
Missouri,2088,2088-01-18
Missouri,2088,2088-01-19
Missouri,2088,2088-01-20
Missouri,2088,2088-01-21
Missouri,2088,2088-01-22
Missouri,2088,2088-01-23
Missouri,2088,2088-01-24
Missouri,2088,2088-01-25
Missouri,2088,2088-01-26
Missouri,2088,2088-01-27
Missouri,2088,2088-01-28
Missouri,2088,2088-01-29
Missouri,2088,2088-01-30
Missouri,2088,2088-01-31
Missouri,2088,2088-02-01
Missouri,2088,2088-02-02
Missouri,2088,2088-02-03
Missouri,2088,2088-02-04
Missouri,2088,2088-02-05
Missouri,2088,2088-02-06
Missouri,2088,2088-02-07
Missouri,2088,2088-02-08
Missouri,2088,2088-02-09
Missouri,2088,2088-02-10
Missouri,2088,2088-02-11
Missouri,2088,2088-02-12
Missouri,2088,2088-02-13
Missouri,2088,2088-02-14
Missouri,2088,2088-02-15
Missouri,2088,2088-02-16
Missouri,2088,2088-02-17
Missouri,2088,2088-02-18
Missouri,2088,2088-02-19
Missouri,2088,2088-02-20
Missouri,2088,2088-02-21
Missouri,2088,2088-02-22
Missouri,2088,2088-12-14
Missouri,2088,2088-12-15
Missouri,2088,2088-12-17
Missouri,2088,2088-12-18
Missouri,2088,2088-12-19
Missouri,2088,2088-12-20
Missouri,2088,2088-12-21
Missouri,2088,2088-12-22
Missouri,2088,2088-12-23
Missouri,2088,2088-12-24
Missouri,2088,2088-12-25
Missouri,2088,2088-12-26
Missouri,2088,2088-12-27
Missouri,2088,2088-12-28
Missouri,2088,2088-12-29
Missouri,2088,2088-12-30
Missouri,2088,2088-12-31
Missouri,2089,2089-01-01
Missouri,2089,2089-01-02
Missouri,2089,2089-01-03
Missouri,2089,2089-01-04
Missouri,2089,2089-01-05
Missouri,2089,2089-01-06
Missouri,2089,2089-01-07
Missouri,2089,2089-01-08
Missouri,2089,2089-01-09
Missouri,2089,2089-01-10
Missouri,2089,2089-01-11
Missouri,2089,2089-01-12
Missouri,2089,2089-01-13
Missouri,2089,2089-01-14
Missouri,2089,2089-01-15
Missouri,2089,2089-01-16
Missouri,2089,2089-01-17
Missouri,2089,2089-01-18
Missouri,2089,2089-01-19
Missouri,2089,2089-01-20
Missouri,2089,2089-01-21
Missouri,2089,2089-01-22
Missouri,2089,2089-01-23
Missouri,2089,2089-01-24
Missouri,2089,2089-01-25
Missouri,2089,2089-01-26
Missouri,2089,2089-01-27
Missouri,2089,2089-01-28
Missouri,2089,2089-01-29
Missouri,2089,2089-01-30
Missouri,2089,2089-01-31
Missouri,2089,2089-02-01
Missouri,2089,2089-02-02
Missouri,2089,2089-02-03
Missouri,2089,2089-02-04
Missouri,2089,2089-02-05
Missouri,2089,2089-02-06
Missouri,2089,2089-02-07
Missouri,2089,2089-02-08
Missouri,2089,2089-02-09
Missouri,2089,2089-02-10
Missouri,2089,2089-02-11
Missouri,2089,2089-02-12
Missouri,2089,2089-02-13
Missouri,2089,2089-02-14
Missouri,2089,2089-02-15
Missouri,2089,2089-02-16
Missouri,2089,2089-02-17
Missouri,2089,2089-02-18
Missouri,2089,2089-02-19
Missouri,2089,2089-02-20
Missouri,2089,2089-02-21
Missouri,2089,2089-02-24
Missouri,2089,2089-02-25
Missouri,2089,2089-12-09
Missouri,2089,2089-12-10
Missouri,2089,2089-12-15
Missouri,2089,2089-12-16
Missouri,2089,2089-12-17
Missouri,2089,2089-12-18
Missouri,2089,2089-12-19
Missouri,2089,2089-12-20
Missouri,2089,2089-12-21
Missouri,2089,2089-12-22
Missouri,2089,2089-12-23
Missouri,2089,2089-12-24
Missouri,2089,2089-12-25
Missouri,2089,2089-12-26
Missouri,2089,2089-12-27
Missouri,2089,2089-12-28
Missouri,2089,2089-12-29
Missouri,2089,2089-12-30
Missouri,2089,2089-12-31
Missouri,2090,2090-01-01
Missouri,2090,2090-01-02
Missouri,2090,2090-01-03
Missouri,2090,2090-01-04
Missouri,2090,2090-01-05
Missouri,2090,2090-01-06
Missouri,2090,2090-01-07
Missouri,2090,2090-01-08
Missouri,2090,2090-01-09
Missouri,2090,2090-01-10
Missouri,2090,2090-01-11
Missouri,2090,2090-01-12
Missouri,2090,2090-01-13
Missouri,2090,2090-01-14
Missouri,2090,2090-01-15
Missouri,2090,2090-01-16
Missouri,2090,2090-01-17
Missouri,2090,2090-01-18
Missouri,2090,2090-01-19
Missouri,2090,2090-01-20
Missouri,2090,2090-01-21
Missouri,2090,2090-01-22
Missouri,2090,2090-01-23
Missouri,2090,2090-01-24
Missouri,2090,2090-01-25
Missouri,2090,2090-01-26
Missouri,2090,2090-01-27
Missouri,2090,2090-01-28
Missouri,2090,2090-01-29
Missouri,2090,2090-01-30
Missouri,2090,2090-01-31
Missouri,2090,2090-02-01
Missouri,2090,2090-02-02
Missouri,2090,2090-02-03
Missouri,2090,2090-02-04
Missouri,2090,2090-02-05
Missouri,2090,2090-02-06
Missouri,2090,2090-02-07
Missouri,2090,2090-02-08
Missouri,2090,2090-02-09
Missouri,2090,2090-02-10
Missouri,2090,2090-02-11
Missouri,2090,2090-02-12
Missouri,2090,2090-02-13
Missouri,2090,2090-02-14
Missouri,2090,2090-02-15
Missouri,2090,2090-02-16
Missouri,2090,2090-02-17
Missouri,2090,2090-02-18
Missouri,2090,2090-02-19
Missouri,2090,2090-02-20
Missouri,2090,2090-02-21
Missouri,2090,2090-02-22
Missouri,2090,2090-12-12
Missouri,2090,2090-12-13
Missouri,2090,2090-12-14
Missouri,2090,2090-12-15
Missouri,2090,2090-12-16
Missouri,2090,2090-12-17
Missouri,2090,2090-12-18
Missouri,2090,2090-12-19
Missouri,2090,2090-12-20
Missouri,2090,2090-12-21
Missouri,2090,2090-12-22
Missouri,2090,2090-12-23
Missouri,2090,2090-12-24
Missouri,2090,2090-12-25
Missouri,2090,2090-12-26
Missouri,2090,2090-12-27
Missouri,2090,2090-12-28
Missouri,2090,2090-12-29
Missouri,2090,2090-12-30
