rb,Year,hdd
p110,2020,902.4598700837109
p110,2021,776.9652295995369
p110,2022,738.6238699160732
p110,2023,821.7085023152677
p110,2024,776.664394689421
p110,2025,806.3245988972127
p110,2026,901.4679121568043
p110,2027,960.5257389934343
p110,2028,958.209041226585
p110,2029,778.5553613405043
p110,2030,843.7062783546942
p110,2031,980.3211586341235
p110,2032,688.0320452076476
p110,2033,906.1195917806847
p110,2034,739.5749319839001
p110,2035,899.027540964672
p110,2036,777.2921597856591
p110,2037,684.570463710634
p110,2038,981.1294796573254
p110,2039,917.9550574022446
p110,2040,869.9048968428231
p110,2041,858.3888305232651
p110,2042,988.3005252425946
p110,2043,731.217474879093
p110,2044,798.7177776767869
p110,2045,988.7855480495225
p110,2046,866.7750838506124
p110,2047,1117.585311967958
p110,2048,833.6683213774746
p110,2049,750.2761290878456
p110,2050,1151.5201624041451
p110,2051,1013.1823649802567
p110,2052,1012.3636637524551
p110,2053,836.0226959148466
p110,2054,821.0500922144224
p110,2055,894.4811161548498
p110,2056,1038.9607486585717
p110,2057,892.2524734584058
p110,2058,1076.183274295787
p110,2059,1034.6305584101806
p110,2060,1231.0033743245058
p110,2061,1108.1521890533886
p110,2062,1083.9815474704455
p110,2063,1133.1539055591124
p110,2064,1077.171903899975
p110,2065,1104.7999169215605
p110,2066,1258.6124441820502
p110,2067,1237.720816580128
p110,2068,1234.1431693680042
p110,2069,1025.5006362090626
p110,2070,1147.4465891931966
p110,2071,1284.7365274808747
p110,2072,933.7671697869216
p110,2073,1194.452824230048
p110,2074,977.381787779479
p110,2075,1159.3396724199113
p110,2076,1047.775156542524
p110,2077,886.8619716316134
p110,2078,1261.9526243868568
p110,2079,1240.993724957358
p110,2080,1237.563127037325
p110,2081,1227.7795083353117
p110,2082,1333.1825382301076
p110,2083,987.5620111053651
p110,2084,1063.2536640938724
p110,2085,1251.389393394213
p110,2086,1087.3456111422722
p110,2087,1428.5698533915947
p110,2088,1081.937590251634
p110,2089,968.9407921490192
p110,2090,1434.5856868406447
p110,2091,1242.6461868617316
p110,2092,1227.755865716781
p110,2093,1007.0078280035993
p110,2094,1032.93659024567
p110,2095,1073.913840527505
p110,2096,1234.4615421363274
p110,2097,1095.4015781340402
p110,2098,1266.7174893895262
p110,2099,1232.6746890784189
