rb,Year,cdd
p77,2020,4274.139868585431
p77,2021,3806.550264178173
p77,2022,4349.124207769333
p77,2023,4091.6967843817847
p77,2024,4056.82843916287
p77,2025,4379.606995054481
p77,2026,3979.944740226711
p77,2027,3447.612165368706
p77,2028,4179.853862367034
p77,2029,4238.1716878199995
p77,2030,3671.4332143607135
p77,2031,3903.5783452687238
p77,2032,3672.0213772056377
p77,2033,4069.8574354318503
p77,2034,3944.525863315423
p77,2035,4106.740160599412
p77,2036,4414.5191597160265
p77,2037,4006.7831888227192
p77,2038,3157.1162350584395
p77,2039,3494.4415299422108
p77,2040,3662.6427054298883
p77,2041,3633.899111387115
p77,2042,3717.192147402534
p77,2043,3855.52344388706
p77,2044,3571.3217836819726
p77,2045,3657.0580802799755
p77,2046,3355.0636572549215
p77,2047,3698.7417102644717
p77,2048,4170.5825787178865
p77,2049,3943.049169821189
p77,2050,3585.4021480121223
p77,2051,3761.2726335178504
p77,2052,3094.080590493771
p77,2053,4146.821124863437
p77,2054,4397.088799636245
p77,2055,3508.6057557642425
p77,2056,3393.3948757058524
p77,2057,3377.4731525117945
p77,2058,3802.0199913602305
p77,2059,3935.1454440424277
p77,2060,3398.7183451136525
p77,2061,2935.537755904893
p77,2062,3444.1418505996235
p77,2063,3197.0375176043
p77,2064,3161.767507112734
p77,2065,3437.5946570339356
p77,2066,3030.0569826164724
p77,2067,2596.905527971383
p77,2068,3230.7930208669522
p77,2069,3320.5507574866706
p77,2070,2750.90436197624
p77,2071,2949.7554934371665
p77,2072,2738.2165320930035
p77,2073,3057.334385371859
p77,2074,3041.42814309393
p77,2075,3074.51944053672
p77,2076,3370.9448228552537
p77,2077,2948.031636764632
p77,2078,2242.9325077261324
p77,2079,2597.3758547218713
p77,2080,2715.522964203533
p77,2081,2516.2866331049527
p77,2082,2774.362723640395
p77,2083,2856.0568523663324
p77,2084,2650.3515889058885
p77,2085,2749.933742054671
p77,2086,2414.229541541834
p77,2087,2748.2447970978556
p77,2088,3027.375809542319
p77,2089,2919.608725879371
p77,2090,2520.6160033062183
p77,2091,2697.810370398758
p77,2092,2188.5973330522693
p77,2093,3100.439239652975
p77,2094,3341.9779197189655
p77,2095,2546.592071534178
p77,2096,2462.787769354893
p77,2097,2491.468067864344
p77,2098,2888.2161000493043
p77,2099,2938.3163914336587
