rb,Year,hdd
p57,2020,1868.6752345725604
p57,2021,1787.5887456594755
p57,2022,1835.6413749638828
p57,2023,1515.2136103140365
p57,2024,1693.906747272034
p57,2025,1877.1055667199878
p57,2026,1828.2431419754043
p57,2027,1794.628227354674
p57,2028,1773.9748237497756
p57,2029,1593.1626665055392
p57,2030,1890.597782811707
p57,2031,1792.2417683303872
p57,2032,1622.3216007925612
p57,2033,1733.0442194837715
p57,2034,1815.656284521045
p57,2035,1763.235939619371
p57,2036,1862.6482746220468
p57,2037,1645.3021726606785
p57,2038,2147.464834349343
p57,2039,1884.497275203714
p57,2040,2022.1550149485638
p57,2041,1769.4724314661057
p57,2042,1857.1732714258842
p57,2043,1926.8031652101563
p57,2044,1853.3387023481891
p57,2045,2135.8989276899056
p57,2046,2095.481765904491
p57,2047,1924.5580071103873
p57,2048,1902.6313385806875
p57,2049,1848.4666303700983
p57,2050,2260.5490118334296
p57,2051,2417.6407889301936
p57,2052,2201.74611415179
p57,2053,1994.6735169907647
p57,2054,1832.2145288536449
p57,2055,2012.3153787175243
p57,2056,2023.6375413480732
p57,2057,2138.817855819616
p57,2058,2207.812100836351
p57,2059,2055.1584277926318
p57,2060,2481.7019861386366
p57,2061,2377.781290089676
p57,2062,2560.1770808439264
p57,2063,2160.525998621305
p57,2064,2355.7451640468657
p57,2065,2562.2873961478335
p57,2066,2578.129305393659
p57,2067,2535.3282639089794
p57,2068,2504.156039680281
p57,2069,2325.864322252311
p57,2070,2587.696751826374
p57,2071,2581.3685434832705
p57,2072,2384.6664949609244
p57,2073,2406.4982219376684
p57,2074,2545.427730219084
p57,2075,2548.025238208657
p57,2076,2676.5232959508166
p57,2077,2340.6878049700044
p57,2078,2917.2001910634594
p57,2079,2676.6536581826804
p57,2080,2826.063153241599
p57,2081,2531.2131568417017
p57,2082,2591.8123645275023
p57,2083,2752.735518330514
p57,2084,2627.0944242851483
p57,2085,2911.565714096923
p57,2086,2876.4024558343717
p57,2087,2796.5801220995254
p57,2088,2645.395502030733
p57,2089,2673.084224769547
p57,2090,3021.7987452622338
p57,2091,3231.8225142620076
p57,2092,3042.7088750008497
p57,2093,2698.942066836057
p57,2094,2551.8507008327506
p57,2095,2836.671591199343
p57,2096,2895.8689884956216
p57,2097,3004.324223767901
p57,2098,2973.4310601724737
p57,2099,2822.358892020015
