rb,Year,hdd
p109,2020,952.2740711293321
p109,2021,806.1367431474479
p109,2022,818.7521147151328
p109,2023,900.1494746960359
p109,2024,834.7816856796428
p109,2025,857.9205964885316
p109,2026,985.1953271798977
p109,2027,1050.4934144945155
p109,2028,1022.3960724597059
p109,2029,823.1618808978953
p109,2030,892.6155069964041
p109,2031,1069.8442312448585
p109,2032,738.0683919240992
p109,2033,946.9103500205591
p109,2034,782.4495644930774
p109,2035,964.5024971258804
p109,2036,836.2774552331032
p109,2037,724.3669177942909
p109,2038,1058.2015713279238
p109,2039,973.9126826621477
p109,2040,953.6385312674049
p109,2041,991.3535200890894
p109,2042,1083.3469312955965
p109,2043,769.3319038216077
p109,2044,847.2234289608527
p109,2045,1061.2961112037128
p109,2046,927.4465140142395
p109,2047,1214.1855199618556
p109,2048,930.1970738391932
p109,2049,815.1614092576215
p109,2050,1217.8806978532577
p109,2051,1076.8696759272157
p109,2052,1078.1450926520022
p109,2053,884.1366071994105
p109,2054,877.672349473911
p109,2055,951.8840779416942
p109,2056,1103.3055401241804
p109,2057,935.9316361445605
p109,2058,1158.9059608503003
p109,2059,1052.149950062717
p109,2060,1336.9713572986875
p109,2061,1135.0631814969208
p109,2062,1234.2958589647133
p109,2063,1214.3354195415413
p109,2064,1133.0094652721148
p109,2065,1154.9507408592667
p109,2066,1366.159505797602
p109,2067,1363.0776746167858
p109,2068,1317.504340209598
p109,2069,1071.2748384781935
p109,2070,1213.8887111415615
p109,2071,1371.8119693241576
p109,2072,992.499776521181
p109,2073,1262.1106006842404
p109,2074,1042.3521575444481
p109,2075,1256.2108720459519
p109,2076,1121.586543312039
p109,2077,931.3110539279539
p109,2078,1349.0513613410453
p109,2079,1306.748221741459
p109,2080,1321.088913981575
p109,2081,1317.214291970889
p109,2082,1382.636371365247
p109,2083,1052.980751122714
p109,2084,1123.9538413767962
p109,2085,1348.281482246881
p109,2086,1197.835207645072
p109,2087,1499.2366768809848
p109,2088,1164.3894011959974
p109,2089,1017.8528986432839
p109,2090,1484.1773764259767
p109,2091,1270.330759811288
p109,2092,1294.6914519698335
p109,2093,1060.399304442131
p109,2094,1075.6940756600732
p109,2095,1143.7101625732485
p109,2096,1271.9798366932673
p109,2097,1115.642338427177
p109,2098,1358.9004970145636
p109,2099,1232.2457438318079
