rb,Year,hdd
p126,2020,686.1982645496566
p126,2021,572.2765966806896
p126,2022,462.2928892606371
p126,2023,680.9677642305398
p126,2024,572.8584948097466
p126,2025,576.4421171581121
p126,2026,583.7827980099873
p126,2027,620.8513980567712
p126,2028,665.3339253775046
p126,2029,616.1653548206364
p126,2030,614.1171180709961
p126,2031,822.822876452924
p126,2032,527.2454221792273
p126,2033,723.4655954934068
p126,2034,647.0206093468937
p126,2035,650.9923577153213
p126,2036,572.0143088599702
p126,2037,591.00129459293
p126,2038,704.5373036973997
p126,2039,711.8674491369004
p126,2040,554.5695862762893
p126,2041,633.860143083874
p126,2042,763.125756979323
p126,2043,605.0204486010152
p126,2044,655.7244819889548
p126,2045,798.740251936595
p126,2046,680.7866433152449
p126,2047,737.4276456690495
p126,2048,676.0090523204112
p126,2049,603.7570986434694
p126,2050,912.9036549639743
p126,2051,867.7805042996899
p126,2052,831.2829299006631
p126,2053,765.9871095412568
p126,2054,657.1812217369455
p126,2055,768.4579102888027
p126,2056,878.4180142471068
p126,2057,805.6031448688051
p126,2058,934.3013627768805
p126,2059,871.6156745531816
p126,2060,1125.0414698159507
p126,2061,1007.2012714156587
p126,2062,853.7838271362828
p126,2063,1078.4120437141778
p126,2064,1009.5171196847785
p126,2065,1028.8547340543344
p126,2066,1001.9840065493888
p126,2067,1036.5876923001076
p126,2068,1050.1575076319234
p126,2069,1052.8418508689276
p126,2070,1087.5844527440106
p126,2071,1275.923576127957
p126,2072,953.9812263799347
p126,2073,1183.126787116474
p126,2074,1068.9999678402241
p126,2075,1197.5440245894206
p126,2076,1022.2833589379477
p126,2077,1033.8937070788515
p126,2078,1192.2189753379616
p126,2079,1239.0147463457674
p126,2080,1016.9125165969515
p126,2081,1199.534925295736
p126,2082,1356.979303239962
p126,2083,1103.1484093058245
p126,2084,1197.4052721583932
p126,2085,1351.718533059442
p126,2086,1210.4477475936342
p126,2087,1332.3191683912357
p126,2088,1247.182130801531
p126,2089,1165.359549881603
p126,2090,1503.8825533952806
p126,2091,1480.360439898207
p126,2092,1444.074851087669
p126,2093,1317.3847519765027
p126,2094,1234.5287840383025
p126,2095,1382.2575340229205
p126,2096,1466.1939250900055
p126,2097,1445.870188074064
p126,2098,1496.0978151095442
p126,2099,1469.2981386425486
