state,Year,Date
Georgia,2020,2020-07-11
Georgia,2020,2020-07-13
Georgia,2020,2020-08-08
Georgia,2020,2020-08-09
Georgia,2020,2020-08-21
Georgia,2021,2021-07-10
Georgia,2021,2021-07-14
Georgia,2023,2023-08-20
Georgia,2023,2023-08-21
Georgia,2025,2025-06-05
Georgia,2025,2025-06-06
Georgia,2026,2026-06-24
Georgia,2026,2026-07-14
Georgia,2026,2026-07-19
Georgia,2026,2026-07-20
Georgia,2026,2026-07-21
Georgia,2026,2026-07-29
Georgia,2026,2026-07-30
Georgia,2026,2026-07-31
Georgia,2026,2026-08-01
Georgia,2026,2026-08-02
Georgia,2027,2027-07-22
Georgia,2028,2028-06-23
Georgia,2028,2028-06-24
Georgia,2028,2028-07-08
Georgia,2028,2028-07-15
Georgia,2030,2030-06-20
Georgia,2030,2030-06-21
Georgia,2030,2030-08-28
Georgia,2030,2030-09-07
Georgia,2033,2033-07-21
Georgia,2033,2033-07-22
Georgia,2033,2033-07-27
Georgia,2033,2033-07-28
Georgia,2033,2033-07-29
Georgia,2033,2033-08-02
Georgia,2033,2033-08-18
Georgia,2033,2033-08-19
Georgia,2033,2033-08-20
Georgia,2033,2033-08-21
Georgia,2035,2035-07-26
Georgia,2035,2035-08-13
Georgia,2035,2035-08-15
Georgia,2036,2036-07-01
Georgia,2038,2038-06-02
Georgia,2038,2038-06-18
Georgia,2038,2038-06-24
Georgia,2038,2038-06-25
Georgia,2038,2038-06-26
Georgia,2038,2038-06-27
Georgia,2038,2038-06-28
Georgia,2038,2038-06-29
Georgia,2038,2038-06-30
Georgia,2038,2038-07-09
Georgia,2038,2038-07-19
Georgia,2038,2038-08-26
Georgia,2038,2038-08-28
Georgia,2038,2038-08-29
Georgia,2039,2039-07-30
Georgia,2039,2039-07-31
Georgia,2039,2039-08-01
Georgia,2039,2039-08-12
Georgia,2039,2039-08-13
Georgia,2039,2039-08-14
Georgia,2039,2039-08-18
Georgia,2039,2039-08-19
Georgia,2039,2039-09-05
Georgia,2039,2039-09-06
Georgia,2040,2040-07-07
Georgia,2040,2040-07-10
Georgia,2040,2040-07-11
Georgia,2040,2040-07-12
Georgia,2040,2040-07-14
Georgia,2040,2040-07-18
Georgia,2040,2040-07-19
Georgia,2040,2040-07-20
Georgia,2040,2040-08-06
Georgia,2040,2040-08-08
Georgia,2040,2040-08-10
Georgia,2040,2040-08-16
Georgia,2040,2040-08-17
Georgia,2040,2040-08-18
Georgia,2040,2040-08-28
Georgia,2042,2042-06-03
Georgia,2042,2042-08-06
Georgia,2042,2042-08-18
Georgia,2042,2042-08-19
Georgia,2042,2042-08-20
Georgia,2042,2042-08-21
Georgia,2042,2042-08-23
Georgia,2042,2042-08-24
Georgia,2042,2042-09-10
Georgia,2042,2042-09-11
Georgia,2044,2044-07-14
Georgia,2046,2046-06-21
Georgia,2046,2046-07-02
Georgia,2046,2046-07-03
Georgia,2046,2046-07-04
Georgia,2046,2046-07-16
Georgia,2046,2046-07-28
Georgia,2046,2046-08-01
Georgia,2046,2046-08-07
Georgia,2046,2046-08-08
Georgia,2046,2046-08-09
Georgia,2046,2046-08-28
Georgia,2046,2046-08-29
Georgia,2047,2047-06-17
Georgia,2047,2047-08-08
Georgia,2047,2047-08-09
Georgia,2047,2047-08-10
Georgia,2047,2047-08-11
Georgia,2047,2047-08-12
Georgia,2047,2047-08-13
Georgia,2047,2047-08-14
