state,Year,Date
Colorado,2022,2022-02-04
Colorado,2022,2022-02-05
Colorado,2022,2022-02-06
Colorado,2023,2023-12-21
Colorado,2023,2023-12-22
Colorado,2023,2023-12-24
Colorado,2024,2024-01-18
Colorado,2025,2025-01-31
Colorado,2025,2025-02-01
Colorado,2025,2025-02-02
Colorado,2029,2029-02-04
Colorado,2029,2029-02-05
Colorado,2029,2029-02-06
Colorado,2029,2029-02-07
Colorado,2029,2029-12-22
Colorado,2030,2030-12-21
Colorado,2030,2030-12-22
Colorado,2030,2030-12-23
Colorado,2036,2036-02-02
Colorado,2036,2036-02-03
Colorado,2037,2037-01-12
Colorado,2037,2037-01-13
Colorado,2038,2038-12-22
Colorado,2049,2049-12-09
Colorado,2051,2051-02-01
Colorado,2051,2051-02-02
Colorado,2051,2051-02-09
Colorado,2054,2054-02-05
Colorado,2054,2054-02-06
Colorado,2054,2054-12-30
Colorado,2054,2054-12-31
Colorado,2062,2062-02-05
Colorado,2063,2063-12-24
Colorado,2064,2064-01-18
Colorado,2065,2065-01-31
Colorado,2065,2065-02-01
Colorado,2065,2065-02-02
Colorado,2069,2069-02-05
Colorado,2069,2069-02-06
Colorado,2070,2070-12-21
Colorado,2070,2070-12-22
Colorado,2070,2070-12-23
Colorado,2091,2091-02-01
Colorado,2091,2091-02-02
Colorado,2091,2091-02-09
Colorado,2094,2094-02-05
Colorado,2094,2094-02-06
Colorado,2094,2094-12-30
Colorado,2094,2094-12-31
