state,Year,Date
Tennessee,2020,2020-07-16
Tennessee,2020,2020-07-17
Tennessee,2020,2020-07-31
Tennessee,2020,2020-08-21
Tennessee,2026,2026-07-20
Tennessee,2028,2028-07-16
Tennessee,2028,2028-08-02
Tennessee,2028,2028-08-03
Tennessee,2028,2028-08-09
Tennessee,2028,2028-08-14
Tennessee,2028,2028-08-16
Tennessee,2028,2028-08-17
Tennessee,2028,2028-08-18
Tennessee,2030,2030-08-21
Tennessee,2030,2030-08-27
Tennessee,2030,2030-08-28
Tennessee,2030,2030-08-29
Tennessee,2030,2030-09-06
Tennessee,2030,2030-09-07
Tennessee,2033,2033-07-26
Tennessee,2033,2033-07-27
Tennessee,2033,2033-07-28
Tennessee,2033,2033-08-20
Tennessee,2039,2039-07-30
Tennessee,2039,2039-08-13
Tennessee,2040,2040-08-06
Tennessee,2040,2040-08-07
Tennessee,2040,2040-08-09
Tennessee,2040,2040-08-10
Tennessee,2040,2040-08-16
Tennessee,2040,2040-08-17
Tennessee,2040,2040-08-26
Tennessee,2040,2040-08-28
Tennessee,2040,2040-08-29
Tennessee,2040,2040-08-30
Tennessee,2046,2046-07-18
Tennessee,2046,2046-07-19
Tennessee,2046,2046-07-20
Tennessee,2046,2046-07-21
Tennessee,2046,2046-08-01
Tennessee,2046,2046-08-02
Tennessee,2046,2046-08-07
Tennessee,2046,2046-08-19
Tennessee,2046,2046-08-25
Tennessee,2047,2047-08-01
Tennessee,2047,2047-08-04
Tennessee,2047,2047-08-05
Tennessee,2047,2047-08-08
Tennessee,2047,2047-08-09
Tennessee,2047,2047-08-10
Tennessee,2047,2047-08-11
Tennessee,2047,2047-08-12
Tennessee,2047,2047-08-13
Tennessee,2047,2047-08-14
Tennessee,2047,2047-08-15
Tennessee,2047,2047-08-16
Tennessee,2047,2047-08-17
Tennessee,2047,2047-08-18
Tennessee,2047,2047-08-20
Tennessee,2047,2047-08-21
Tennessee,2047,2047-08-22
Tennessee,2047,2047-08-23
Tennessee,2047,2047-08-24
Tennessee,2047,2047-08-25
Tennessee,2047,2047-08-27
Tennessee,2047,2047-08-28
Tennessee,2048,2048-07-21
Tennessee,2048,2048-07-29
Tennessee,2048,2048-08-04
Tennessee,2048,2048-08-05
Tennessee,2050,2050-07-24
Tennessee,2050,2050-07-25
Tennessee,2050,2050-08-02
Tennessee,2050,2050-08-03
Tennessee,2050,2050-08-04
Tennessee,2050,2050-08-05
Tennessee,2050,2050-08-09
Tennessee,2050,2050-08-10
Tennessee,2050,2050-08-11
Tennessee,2050,2050-08-12
Tennessee,2050,2050-08-13
Tennessee,2050,2050-08-15
Tennessee,2051,2051-07-10
Tennessee,2051,2051-07-11
Tennessee,2051,2051-07-12
Tennessee,2051,2051-07-20
Tennessee,2051,2051-07-21
Tennessee,2051,2051-07-26
Tennessee,2051,2051-07-27
Tennessee,2051,2051-08-01
Tennessee,2051,2051-08-02
Tennessee,2051,2051-08-03
Tennessee,2051,2051-08-04
Tennessee,2051,2051-08-07
Tennessee,2051,2051-08-08
Tennessee,2051,2051-08-25
Tennessee,2051,2051-08-31
Tennessee,2051,2051-09-01
Tennessee,2051,2051-09-02
Tennessee,2051,2051-09-03
Tennessee,2052,2052-06-28
Tennessee,2052,2052-06-29
Tennessee,2052,2052-06-30
Tennessee,2052,2052-07-01
Tennessee,2052,2052-07-02
Tennessee,2052,2052-07-04
Tennessee,2052,2052-07-05
Tennessee,2052,2052-07-06
Tennessee,2052,2052-07-07
Tennessee,2052,2052-08-01
Tennessee,2060,2060-07-02
Tennessee,2060,2060-07-05
Tennessee,2060,2060-07-06
Tennessee,2060,2060-07-08
Tennessee,2060,2060-07-09
Tennessee,2060,2060-07-10
Tennessee,2060,2060-07-11
Tennessee,2060,2060-07-12
Tennessee,2060,2060-07-13
Tennessee,2060,2060-07-14
Tennessee,2060,2060-07-15
Tennessee,2060,2060-07-16
Tennessee,2060,2060-07-17
Tennessee,2060,2060-07-18
Tennessee,2060,2060-07-19
Tennessee,2060,2060-07-30
Tennessee,2060,2060-07-31
Tennessee,2060,2060-08-01
Tennessee,2060,2060-08-02
Tennessee,2060,2060-08-06
Tennessee,2060,2060-08-07
Tennessee,2060,2060-08-08
Tennessee,2060,2060-08-09
Tennessee,2060,2060-08-10
Tennessee,2060,2060-08-11
Tennessee,2060,2060-08-12
Tennessee,2060,2060-08-13
Tennessee,2060,2060-08-14
Tennessee,2060,2060-08-15
Tennessee,2060,2060-08-16
Tennessee,2060,2060-08-17
Tennessee,2060,2060-08-18
Tennessee,2060,2060-08-19
Tennessee,2060,2060-08-20
Tennessee,2060,2060-08-21
Tennessee,2060,2060-08-27
Tennessee,2060,2060-09-01
Tennessee,2060,2060-09-03
Tennessee,2060,2060-09-05
Tennessee,2060,2060-09-06
Tennessee,2060,2060-09-07
Tennessee,2060,2060-09-08
Tennessee,2060,2060-09-09
Tennessee,2060,2060-09-12
Tennessee,2060,2060-09-13
Tennessee,2060,2060-09-14
Tennessee,2060,2060-09-16
Tennessee,2060,2060-09-22
Tennessee,2061,2061-06-25
Tennessee,2061,2061-07-09
Tennessee,2061,2061-07-10
Tennessee,2061,2061-07-13
Tennessee,2061,2061-07-14
Tennessee,2061,2061-07-15
Tennessee,2061,2061-07-21
Tennessee,2061,2061-07-24
Tennessee,2061,2061-07-25
Tennessee,2061,2061-07-26
Tennessee,2061,2061-07-28
Tennessee,2061,2061-08-04
Tennessee,2061,2061-08-05
Tennessee,2061,2061-08-06
Tennessee,2061,2061-08-15
Tennessee,2062,2062-07-20
Tennessee,2062,2062-07-21
Tennessee,2062,2062-07-28
Tennessee,2062,2062-08-04
Tennessee,2062,2062-08-05
Tennessee,2063,2063-07-21
Tennessee,2063,2063-07-22
Tennessee,2063,2063-07-23
Tennessee,2063,2063-07-24
Tennessee,2063,2063-08-06
Tennessee,2063,2063-08-09
Tennessee,2063,2063-08-10
Tennessee,2063,2063-08-19
Tennessee,2063,2063-08-20
Tennessee,2063,2063-08-21
Tennessee,2063,2063-08-22
Tennessee,2063,2063-09-11
Tennessee,2064,2064-08-30
Tennessee,2065,2065-07-10
Tennessee,2065,2065-07-12
Tennessee,2065,2065-07-14
Tennessee,2065,2065-07-15
Tennessee,2065,2065-07-19
Tennessee,2065,2065-07-20
Tennessee,2065,2065-07-21
Tennessee,2065,2065-08-09
Tennessee,2065,2065-08-10
Tennessee,2065,2065-08-11
Tennessee,2065,2065-08-12
Tennessee,2065,2065-08-13
Tennessee,2066,2066-06-23
Tennessee,2066,2066-07-06
Tennessee,2066,2066-07-07
Tennessee,2066,2066-07-08
Tennessee,2066,2066-07-09
Tennessee,2066,2066-07-10
Tennessee,2066,2066-07-11
Tennessee,2066,2066-07-14
Tennessee,2066,2066-07-16
Tennessee,2066,2066-07-17
Tennessee,2066,2066-07-18
Tennessee,2066,2066-07-19
Tennessee,2066,2066-07-20
Tennessee,2066,2066-07-21
Tennessee,2066,2066-07-22
Tennessee,2066,2066-07-23
Tennessee,2066,2066-07-24
Tennessee,2066,2066-07-25
Tennessee,2066,2066-07-26
Tennessee,2066,2066-07-27
Tennessee,2066,2066-07-28
Tennessee,2066,2066-07-29
Tennessee,2066,2066-07-30
Tennessee,2066,2066-08-01
Tennessee,2066,2066-08-05
Tennessee,2066,2066-08-06
Tennessee,2066,2066-08-07
Tennessee,2066,2066-08-14
Tennessee,2066,2066-08-15
Tennessee,2066,2066-08-26
Tennessee,2067,2067-07-21
Tennessee,2067,2067-07-31
Tennessee,2067,2067-08-01
Tennessee,2067,2067-08-02
Tennessee,2067,2067-08-03
Tennessee,2067,2067-08-04
Tennessee,2067,2067-08-08
Tennessee,2067,2067-08-09
Tennessee,2067,2067-08-19
Tennessee,2067,2067-08-21
Tennessee,2067,2067-08-22
Tennessee,2067,2067-08-25
Tennessee,2068,2068-06-21
Tennessee,2068,2068-06-22
Tennessee,2068,2068-06-23
Tennessee,2068,2068-06-24
Tennessee,2068,2068-06-25
Tennessee,2068,2068-06-26
Tennessee,2068,2068-06-29
Tennessee,2068,2068-07-07
Tennessee,2068,2068-07-08
Tennessee,2068,2068-07-09
Tennessee,2068,2068-07-10
Tennessee,2068,2068-07-15
Tennessee,2068,2068-07-16
Tennessee,2068,2068-07-17
Tennessee,2068,2068-07-18
Tennessee,2068,2068-07-29
Tennessee,2068,2068-07-30
Tennessee,2068,2068-08-01
Tennessee,2068,2068-08-02
Tennessee,2068,2068-08-03
Tennessee,2068,2068-08-06
Tennessee,2068,2068-08-07
Tennessee,2068,2068-08-08
Tennessee,2068,2068-08-09
Tennessee,2068,2068-08-10
Tennessee,2068,2068-08-13
Tennessee,2068,2068-08-14
Tennessee,2068,2068-08-15
Tennessee,2068,2068-08-16
Tennessee,2068,2068-08-17
Tennessee,2068,2068-08-18
Tennessee,2068,2068-08-19
Tennessee,2068,2068-08-22
Tennessee,2068,2068-08-24
Tennessee,2068,2068-08-26
Tennessee,2068,2068-08-27
Tennessee,2068,2068-08-28
Tennessee,2070,2070-06-30
Tennessee,2070,2070-07-01
Tennessee,2070,2070-07-05
Tennessee,2070,2070-07-07
Tennessee,2070,2070-07-08
Tennessee,2070,2070-07-29
Tennessee,2070,2070-07-30
Tennessee,2070,2070-08-17
Tennessee,2070,2070-08-18
Tennessee,2070,2070-08-19
Tennessee,2070,2070-08-20
Tennessee,2070,2070-08-21
Tennessee,2070,2070-08-25
Tennessee,2070,2070-08-26
Tennessee,2070,2070-08-27
Tennessee,2070,2070-08-28
Tennessee,2070,2070-08-29
Tennessee,2070,2070-09-01
Tennessee,2070,2070-09-02
Tennessee,2070,2070-09-03
Tennessee,2070,2070-09-04
Tennessee,2070,2070-09-05
Tennessee,2070,2070-09-06
Tennessee,2070,2070-09-07
Tennessee,2073,2073-07-09
Tennessee,2073,2073-07-18
Tennessee,2073,2073-07-19
Tennessee,2073,2073-07-20
Tennessee,2073,2073-07-21
Tennessee,2073,2073-07-22
Tennessee,2073,2073-07-23
Tennessee,2073,2073-07-24
Tennessee,2073,2073-07-25
Tennessee,2073,2073-07-26
Tennessee,2073,2073-07-27
Tennessee,2073,2073-07-28
Tennessee,2073,2073-07-29
Tennessee,2073,2073-08-02
Tennessee,2073,2073-08-15
Tennessee,2073,2073-08-16
Tennessee,2073,2073-08-18
Tennessee,2073,2073-08-19
Tennessee,2073,2073-08-20
Tennessee,2073,2073-08-21
Tennessee,2073,2073-08-22
Tennessee,2073,2073-08-23
Tennessee,2073,2073-08-24
Tennessee,2073,2073-08-25
Tennessee,2073,2073-08-27
Tennessee,2073,2073-08-28
Tennessee,2073,2073-08-29
Tennessee,2073,2073-08-31
Tennessee,2073,2073-09-01
Tennessee,2075,2075-07-12
Tennessee,2075,2075-07-13
Tennessee,2075,2075-07-26
Tennessee,2075,2075-07-31
Tennessee,2075,2075-08-01
Tennessee,2075,2075-08-02
Tennessee,2075,2075-08-13
Tennessee,2075,2075-08-14
Tennessee,2075,2075-08-15
Tennessee,2075,2075-08-16
Tennessee,2075,2075-08-17
Tennessee,2075,2075-08-18
Tennessee,2075,2075-08-19
Tennessee,2075,2075-08-22
Tennessee,2075,2075-08-25
Tennessee,2075,2075-08-28
Tennessee,2075,2075-08-29
Tennessee,2075,2075-08-30
Tennessee,2075,2075-08-31
Tennessee,2075,2075-09-01
Tennessee,2076,2076-06-23
Tennessee,2076,2076-07-18
Tennessee,2076,2076-07-19
Tennessee,2076,2076-07-20
Tennessee,2077,2077-07-27
Tennessee,2078,2078-06-25
Tennessee,2078,2078-06-26
Tennessee,2078,2078-07-19
Tennessee,2078,2078-07-20
Tennessee,2078,2078-07-21
Tennessee,2078,2078-07-28
Tennessee,2078,2078-08-24
Tennessee,2078,2078-08-25
Tennessee,2078,2078-08-26
Tennessee,2078,2078-08-28
Tennessee,2078,2078-08-31
Tennessee,2078,2078-09-04
Tennessee,2078,2078-09-05
Tennessee,2078,2078-09-06
Tennessee,2078,2078-09-07
Tennessee,2078,2078-09-13
Tennessee,2078,2078-09-14
Tennessee,2079,2079-07-25
Tennessee,2079,2079-07-26
Tennessee,2079,2079-07-29
Tennessee,2079,2079-07-30
Tennessee,2079,2079-07-31
Tennessee,2079,2079-08-01
Tennessee,2079,2079-08-11
Tennessee,2079,2079-08-12
Tennessee,2079,2079-08-13
Tennessee,2079,2079-08-17
Tennessee,2079,2079-08-18
Tennessee,2079,2079-08-19
Tennessee,2079,2079-08-24
Tennessee,2079,2079-08-29
Tennessee,2079,2079-09-02
Tennessee,2079,2079-09-03
Tennessee,2079,2079-09-04
Tennessee,2079,2079-09-05
Tennessee,2079,2079-09-06
Tennessee,2079,2079-09-07
Tennessee,2079,2079-09-08
Tennessee,2080,2080-06-24
Tennessee,2080,2080-07-09
Tennessee,2080,2080-07-10
Tennessee,2080,2080-07-13
Tennessee,2080,2080-07-19
Tennessee,2080,2080-08-05
Tennessee,2080,2080-08-06
Tennessee,2080,2080-08-07
Tennessee,2080,2080-08-08
Tennessee,2080,2080-08-09
Tennessee,2080,2080-08-10
Tennessee,2080,2080-08-11
Tennessee,2080,2080-08-15
Tennessee,2080,2080-08-16
Tennessee,2080,2080-08-17
Tennessee,2080,2080-08-18
Tennessee,2080,2080-08-22
Tennessee,2080,2080-08-23
Tennessee,2080,2080-08-25
Tennessee,2080,2080-08-26
Tennessee,2080,2080-08-28
Tennessee,2080,2080-08-29
Tennessee,2080,2080-08-30
Tennessee,2080,2080-08-31
Tennessee,2080,2080-09-04
Tennessee,2081,2081-07-09
Tennessee,2081,2081-07-10
Tennessee,2081,2081-07-22
Tennessee,2081,2081-07-23
Tennessee,2081,2081-07-31
Tennessee,2081,2081-08-22
Tennessee,2081,2081-08-23
Tennessee,2082,2082-07-06
Tennessee,2082,2082-07-29
Tennessee,2082,2082-08-01
Tennessee,2082,2082-08-02
Tennessee,2082,2082-08-03
Tennessee,2082,2082-08-04
Tennessee,2082,2082-08-05
Tennessee,2082,2082-08-18
Tennessee,2082,2082-08-20
Tennessee,2082,2082-08-21
Tennessee,2082,2082-08-22
Tennessee,2082,2082-08-23
Tennessee,2082,2082-09-03
Tennessee,2082,2082-09-04
Tennessee,2082,2082-09-05
Tennessee,2082,2082-09-06
Tennessee,2082,2082-09-07
Tennessee,2082,2082-09-08
Tennessee,2082,2082-09-09
Tennessee,2082,2082-09-10
Tennessee,2083,2083-08-17
Tennessee,2083,2083-08-23
Tennessee,2083,2083-08-26
Tennessee,2084,2084-07-14
Tennessee,2085,2085-07-23
Tennessee,2085,2085-07-24
Tennessee,2085,2085-07-25
Tennessee,2085,2085-08-19
Tennessee,2085,2085-08-20
Tennessee,2085,2085-08-21
Tennessee,2086,2086-06-22
Tennessee,2086,2086-07-02
Tennessee,2086,2086-07-03
Tennessee,2086,2086-07-15
Tennessee,2086,2086-07-16
Tennessee,2086,2086-07-17
Tennessee,2086,2086-07-18
Tennessee,2086,2086-07-19
Tennessee,2086,2086-07-20
Tennessee,2086,2086-07-21
Tennessee,2086,2086-07-22
Tennessee,2086,2086-07-26
Tennessee,2086,2086-07-30
Tennessee,2086,2086-07-31
Tennessee,2086,2086-08-01
Tennessee,2086,2086-08-03
Tennessee,2086,2086-08-04
Tennessee,2086,2086-08-05
Tennessee,2086,2086-08-06
Tennessee,2086,2086-08-07
Tennessee,2086,2086-08-08
Tennessee,2086,2086-08-09
Tennessee,2086,2086-08-14
Tennessee,2086,2086-08-17
Tennessee,2086,2086-08-18
Tennessee,2086,2086-08-19
Tennessee,2086,2086-08-20
Tennessee,2086,2086-08-24
Tennessee,2086,2086-08-25
Tennessee,2086,2086-08-26
Tennessee,2086,2086-08-27
Tennessee,2086,2086-08-28
Tennessee,2087,2087-07-05
Tennessee,2087,2087-07-18
Tennessee,2087,2087-07-19
Tennessee,2087,2087-07-27
Tennessee,2087,2087-07-31
Tennessee,2087,2087-08-01
Tennessee,2087,2087-08-02
Tennessee,2087,2087-08-03
Tennessee,2087,2087-08-04
Tennessee,2087,2087-08-05
Tennessee,2087,2087-08-06
Tennessee,2087,2087-08-07
Tennessee,2087,2087-08-08
Tennessee,2087,2087-08-09
Tennessee,2087,2087-08-10
Tennessee,2087,2087-08-11
Tennessee,2087,2087-08-12
Tennessee,2087,2087-08-13
Tennessee,2087,2087-08-14
Tennessee,2087,2087-08-15
Tennessee,2087,2087-08-16
Tennessee,2087,2087-08-17
Tennessee,2087,2087-08-18
Tennessee,2087,2087-08-19
Tennessee,2087,2087-08-20
Tennessee,2087,2087-08-21
Tennessee,2087,2087-08-22
Tennessee,2087,2087-08-23
Tennessee,2087,2087-08-24
Tennessee,2087,2087-08-25
Tennessee,2087,2087-08-26
Tennessee,2087,2087-08-27
Tennessee,2087,2087-08-28
Tennessee,2087,2087-08-29
Tennessee,2087,2087-08-31
Tennessee,2087,2087-09-03
Tennessee,2087,2087-09-07
Tennessee,2087,2087-09-23
Tennessee,2088,2088-07-08
Tennessee,2088,2088-07-17
Tennessee,2088,2088-07-18
Tennessee,2088,2088-07-20
Tennessee,2088,2088-07-21
Tennessee,2088,2088-07-22
Tennessee,2088,2088-07-27
Tennessee,2088,2088-07-28
Tennessee,2088,2088-07-29
Tennessee,2088,2088-07-30
Tennessee,2088,2088-08-01
Tennessee,2088,2088-08-02
Tennessee,2088,2088-08-03
Tennessee,2088,2088-08-04
Tennessee,2088,2088-08-05
Tennessee,2088,2088-08-06
Tennessee,2088,2088-08-19
Tennessee,2088,2088-08-20
Tennessee,2088,2088-08-31
Tennessee,2089,2089-06-27
Tennessee,2090,2090-06-20
Tennessee,2090,2090-06-21
Tennessee,2090,2090-06-22
Tennessee,2090,2090-07-15
Tennessee,2090,2090-07-16
Tennessee,2090,2090-07-21
Tennessee,2090,2090-07-23
Tennessee,2090,2090-07-24
Tennessee,2090,2090-07-25
Tennessee,2090,2090-07-26
Tennessee,2090,2090-07-29
Tennessee,2090,2090-07-30
Tennessee,2090,2090-08-01
Tennessee,2090,2090-08-02
Tennessee,2090,2090-08-03
Tennessee,2090,2090-08-04
Tennessee,2090,2090-08-05
Tennessee,2090,2090-08-06
Tennessee,2090,2090-08-07
Tennessee,2090,2090-08-08
Tennessee,2090,2090-08-09
Tennessee,2090,2090-08-10
Tennessee,2090,2090-08-11
Tennessee,2090,2090-08-12
Tennessee,2090,2090-08-13
Tennessee,2090,2090-08-14
Tennessee,2090,2090-08-15
Tennessee,2090,2090-08-16
Tennessee,2090,2090-08-19
Tennessee,2090,2090-08-20
Tennessee,2090,2090-08-22
Tennessee,2090,2090-08-28
Tennessee,2090,2090-09-01
Tennessee,2090,2090-09-02
Tennessee,2090,2090-09-19
Tennessee,2090,2090-09-20
Tennessee,2090,2090-09-21
Tennessee,2090,2090-09-22
Tennessee,2090,2090-09-23
Tennessee,2091,2091-06-20
Tennessee,2091,2091-07-02
Tennessee,2091,2091-07-03
Tennessee,2091,2091-07-09
Tennessee,2091,2091-07-10
Tennessee,2091,2091-07-11
Tennessee,2091,2091-07-12
Tennessee,2091,2091-07-14
Tennessee,2091,2091-07-18
Tennessee,2091,2091-07-19
Tennessee,2091,2091-07-20
Tennessee,2091,2091-07-21
Tennessee,2091,2091-07-22
Tennessee,2091,2091-07-23
Tennessee,2091,2091-07-24
Tennessee,2091,2091-07-26
Tennessee,2091,2091-07-27
Tennessee,2091,2091-07-28
Tennessee,2091,2091-07-29
Tennessee,2091,2091-07-31
Tennessee,2091,2091-08-01
Tennessee,2091,2091-08-02
Tennessee,2091,2091-08-03
Tennessee,2091,2091-08-04
Tennessee,2091,2091-08-05
Tennessee,2091,2091-08-07
Tennessee,2091,2091-08-08
Tennessee,2091,2091-08-09
Tennessee,2091,2091-08-10
Tennessee,2091,2091-08-12
Tennessee,2091,2091-08-17
Tennessee,2091,2091-08-18
Tennessee,2091,2091-08-19
Tennessee,2091,2091-08-20
Tennessee,2091,2091-08-21
Tennessee,2091,2091-08-22
Tennessee,2091,2091-08-23
Tennessee,2091,2091-08-24
Tennessee,2091,2091-08-25
Tennessee,2091,2091-08-26
Tennessee,2091,2091-08-31
Tennessee,2091,2091-09-01
Tennessee,2091,2091-09-02
Tennessee,2091,2091-09-03
Tennessee,2092,2092-06-25
Tennessee,2092,2092-06-28
Tennessee,2092,2092-06-29
Tennessee,2092,2092-06-30
Tennessee,2092,2092-07-01
Tennessee,2092,2092-07-02
Tennessee,2092,2092-07-04
Tennessee,2092,2092-07-05
Tennessee,2092,2092-07-06
Tennessee,2092,2092-07-07
Tennessee,2092,2092-08-01
Tennessee,2092,2092-08-02
Tennessee,2092,2092-08-08
Tennessee,2092,2092-08-29
Tennessee,2092,2092-09-07
Tennessee,2095,2095-07-27
Tennessee,2095,2095-07-28
Tennessee,2095,2095-07-29
Tennessee,2095,2095-08-04
Tennessee,2095,2095-09-04
Tennessee,2096,2096-06-16
Tennessee,2096,2096-07-19
Tennessee,2096,2096-07-23
Tennessee,2096,2096-07-24
Tennessee,2096,2096-08-28
Tennessee,2096,2096-08-29
Tennessee,2096,2096-08-30
Tennessee,2097,2097-07-21
Tennessee,2097,2097-07-22
Tennessee,2097,2097-07-23
Tennessee,2097,2097-07-25
Tennessee,2097,2097-07-26
Tennessee,2097,2097-08-20
Tennessee,2097,2097-08-21
Tennessee,2099,2099-08-13
Tennessee,2099,2099-09-13
