state,Year,Date
Virginia,2020,2020-07-16
Virginia,2023,2023-08-20
Virginia,2039,2039-07-31
Virginia,2050,2050-07-24
Virginia,2052,2052-07-07
Virginia,2060,2060-07-16
Virginia,2060,2060-07-17
Virginia,2060,2060-08-01
Virginia,2060,2060-08-02
Virginia,2060,2060-08-03
Virginia,2060,2060-08-09
Virginia,2061,2061-07-09
Virginia,2063,2063-08-20
Virginia,2063,2063-08-22
Virginia,2063,2063-09-06
Virginia,2066,2066-07-18
Virginia,2068,2068-06-22
Virginia,2068,2068-07-16
Virginia,2068,2068-07-17
Virginia,2068,2068-07-30
Virginia,2068,2068-08-15
Virginia,2068,2068-08-17
Virginia,2068,2068-08-18
Virginia,2070,2070-07-10
Virginia,2071,2071-07-23
Virginia,2073,2073-07-08
Virginia,2073,2073-07-09
Virginia,2075,2075-07-15
Virginia,2079,2079-07-04
Virginia,2079,2079-07-05
Virginia,2079,2079-07-06
Virginia,2079,2079-07-28
Virginia,2079,2079-07-30
Virginia,2079,2079-07-31
Virginia,2081,2081-08-08
Virginia,2081,2081-08-09
Virginia,2082,2082-07-04
Virginia,2082,2082-07-29
Virginia,2082,2082-08-02
Virginia,2082,2082-08-13
Virginia,2086,2086-08-01
Virginia,2086,2086-08-02
Virginia,2087,2087-08-09
Virginia,2087,2087-08-16
Virginia,2087,2087-08-25
Virginia,2090,2090-07-06
Virginia,2090,2090-07-07
Virginia,2090,2090-07-24
Virginia,2090,2090-08-11
Virginia,2091,2091-07-21
Virginia,2091,2091-07-22
Virginia,2092,2092-06-29
Virginia,2092,2092-07-05
Virginia,2092,2092-07-07
Virginia,2092,2092-07-08
Virginia,2096,2096-07-25
