rb,Year,hdd
p73,2020,914.1772652132966
p73,2021,914.1772652132966
p73,2022,914.1772652132966
p73,2023,914.1772652132966
p73,2024,914.1772652132966
p73,2025,914.1772652132966
p73,2026,914.1772652132966
p73,2027,914.1772652132966
p73,2028,914.1772652132966
p73,2029,914.1772652132966
p73,2030,914.1772652132966
p73,2031,914.1772652132966
p73,2032,914.1772652132966
p73,2033,914.1772652132966
p73,2034,914.1772652132966
p73,2035,914.1772652132966
p73,2036,914.1772652132966
p73,2037,914.1772652132966
p73,2038,914.1772652132966
p73,2039,914.1772652132966
p73,2040,914.1772652132966
p73,2041,914.1772652132966
p73,2042,914.1772652132966
p73,2043,914.1772652132966
p73,2044,914.1772652132966
p73,2045,914.1772652132966
p73,2046,914.1772652132966
p73,2047,914.1772652132966
p73,2048,914.1772652132966
p73,2049,914.1772652132966
p73,2050,914.1772652132966
p73,2051,914.1772652132966
p73,2052,914.1772652132966
p73,2053,914.1772652132966
p73,2054,914.1772652132966
p73,2055,914.1772652132966
p73,2056,914.1772652132966
p73,2057,914.1772652132966
p73,2058,914.1772652132966
p73,2059,914.1772652132966
p73,2060,914.1772652132966
p73,2061,914.1772652132966
p73,2062,914.1772652132966
p73,2063,914.1772652132966
p73,2064,914.1772652132966
p73,2065,914.1772652132966
p73,2066,914.1772652132966
p73,2067,914.1772652132966
p73,2068,914.1772652132966
p73,2069,914.1772652132966
p73,2070,914.1772652132966
p73,2071,914.1772652132966
p73,2072,914.1772652132966
p73,2073,914.1772652132966
p73,2074,914.1772652132966
p73,2075,914.1772652132966
p73,2076,914.1772652132966
p73,2077,914.1772652132966
p73,2078,914.1772652132966
p73,2079,914.1772652132966
p73,2080,914.1772652132966
p73,2081,914.1772652132966
p73,2082,914.1772652132966
p73,2083,914.1772652132966
p73,2084,914.1772652132966
p73,2085,914.1772652132966
p73,2086,914.1772652132966
p73,2087,914.1772652132966
p73,2088,914.1772652132966
p73,2089,914.1772652132966
p73,2090,914.1772652132966
p73,2091,914.1772652132966
p73,2092,914.1772652132966
p73,2093,914.1772652132966
p73,2094,914.1772652132966
p73,2095,914.1772652132966
p73,2096,914.1772652132966
p73,2097,914.1772652132966
p73,2098,914.1772652132966
p73,2099,914.1772652132966
