rb,Year,cdd
p77,2020,4297.1272653902115
p77,2021,3859.879971305357
p77,2022,4405.044250150611
p77,2023,4149.400817540065
p77,2024,4153.95404561194
p77,2025,4448.083604779362
p77,2026,4074.7708385448595
p77,2027,3535.2442385546037
p77,2028,4300.184914269729
p77,2029,4372.789883448713
p77,2030,3789.767951029996
p77,2031,4008.921922069548
p77,2032,3746.950558868402
p77,2033,4179.723354437034
p77,2034,3993.3070292202137
p77,2035,4169.820831486073
p77,2036,4508.442294236989
p77,2037,4108.2327862284
p77,2038,3218.7141697912707
p77,2039,3586.2671526031627
p77,2040,3735.255336116702
p77,2041,3712.9028100840883
p77,2042,3828.0342972562594
p77,2043,3981.475037485206
p77,2044,3737.831708430143
p77,2045,3801.724484362966
p77,2046,3521.449193635295
p77,2047,3828.9292151112654
p77,2048,4368.458052510171
p77,2049,4159.751396249807
p77,2050,3822.731443678011
p77,2051,4016.23232838711
p77,2052,3310.409356455044
p77,2053,4398.081594680457
p77,2054,4670.67874687053
p77,2055,3752.8738291305604
p77,2056,3623.6039579447047
p77,2057,3670.5084658053056
p77,2058,4124.854110537058
p77,2059,4257.8483485754905
p77,2060,3678.773764766695
p77,2061,3225.5466564498465
p77,2062,3769.80408463571
p77,2063,3549.5365950173273
p77,2064,3540.6875694793653
p77,2065,3833.7443434652373
p77,2066,3437.431057008728
p77,2067,2978.1001566427803
p77,2068,3682.7635495097284
p77,2069,3738.734010434702
p77,2070,3155.434348870283
p77,2071,3383.8821769540527
p77,2072,3150.150907730261
p77,2073,3541.7649493635745
p77,2074,3485.7859289972134
p77,2075,3569.6353708321294
p77,2076,3917.087185746621
p77,2077,3529.8589526163855
p77,2078,2757.616610668779
p77,2079,3111.6512465819906
p77,2080,3272.4385908426625
p77,2081,3216.2426059110244
p77,2082,3417.9354661046987
p77,2083,3552.922891750043
p77,2084,3312.401213535829
p77,2085,3428.170059367834
p77,2086,3125.7365864871194
p77,2087,3462.3260201587154
p77,2088,3897.593325724784
p77,2089,3731.7654946166613
p77,2090,3344.70407785579
p77,2091,3590.823317333619
p77,2092,2947.2528931931947
p77,2093,3989.880719210251
p77,2094,4257.832933408575
p77,2095,3356.015595775942
p77,2096,3279.7835332185505
p77,2097,3283.9101981683093
p77,2098,3753.3953682187544
p77,2099,3877.096258364865
