rb,Year,cdd
p124,2020,2149.585638275842
p124,2021,2219.7542688517983
p124,2022,2007.6307805959143
p124,2023,1864.691837040748
p124,2024,1898.361192202883
p124,2025,1823.8510506798411
p124,2026,1842.0282676170125
p124,2027,2030.61094091497
p124,2028,2124.77222120818
p124,2029,2046.1042056169695
p124,2030,1677.7146186989767
p124,2031,1697.2157452617216
p124,2032,2002.320455197011
p124,2033,2019.472036102083
p124,2034,1925.86430173477
p124,2035,2038.6988183759026
p124,2036,2319.0954453753743
p124,2037,2048.0741451146832
p124,2038,1686.7326459779274
p124,2039,1873.7955542234172
p124,2040,2004.448692409218
p124,2041,1836.6381505904142
p124,2042,1732.8995447858856
p124,2043,2028.1001779870885
p124,2044,1992.319241604603
p124,2045,2038.2999142570743
p124,2046,1667.488851948931
p124,2047,1826.5989260873607
p124,2048,1805.9204699329377
p124,2049,1961.3857416588319
p124,2050,2104.199620436844
p124,2051,1836.191485119676
p124,2052,1638.5534901164342
p124,2053,2048.7345207207245
p124,2054,2221.682313330887
p124,2055,1992.9325483295681
p124,2056,1920.179973180636
p124,2057,1770.3216485322826
p124,2058,2064.3828178254
p124,2059,1840.720540799077
p124,2060,1920.8581716900349
p124,2061,1965.326224497369
p124,2062,1807.3376347541819
p124,2063,1686.3476025815291
p124,2064,1732.0629343534072
p124,2065,1648.5980175004465
p124,2066,1640.4213455555573
p124,2067,1805.5258559864867
p124,2068,1918.2010403729855
p124,2069,1841.3594723890697
p124,2070,1473.9773268422632
p124,2071,1501.867112306865
p124,2072,1773.0465413160562
p124,2073,1800.270063884509
p124,2074,1682.3057879660273
p124,2075,1796.935588543096
p124,2076,2048.6856890732743
p124,2077,1779.8913344187722
p124,2078,1415.0531412913613
p124,2079,1613.7218101717017
p124,2080,1746.0048479873035
p124,2081,1603.7011364252637
p124,2082,1524.411881064654
p124,2083,1819.649257586281
p124,2084,1784.1700180367056
p124,2085,1827.40536049798
p124,2086,1476.3368746961173
p124,2087,1636.5486316016518
p124,2088,1600.9396299190491
p124,2089,1750.5655123522981
p124,2090,1892.8258826953108
p124,2091,1617.610998729462
p124,2092,1425.5885696467335
p124,2093,1790.0105810442997
p124,2094,1945.9172478523778
p124,2095,1723.9701507466423
p124,2096,1652.2049176953742
p124,2097,1531.293405302597
p124,2098,1790.8940161054345
p124,2099,1600.6102607610153
