rb,Year,hdd
p131,2020,314.1795916310941
p131,2021,314.1795916310941
p131,2022,314.1795916310941
p131,2023,314.1795916310941
p131,2024,314.1795916310941
p131,2025,314.1795916310941
p131,2026,314.1795916310941
p131,2027,314.1795916310941
p131,2028,314.1795916310941
p131,2029,314.1795916310941
p131,2030,314.1795916310941
p131,2031,314.1795916310941
p131,2032,314.1795916310941
p131,2033,314.1795916310941
p131,2034,314.1795916310941
p131,2035,314.1795916310941
p131,2036,314.1795916310941
p131,2037,314.1795916310941
p131,2038,314.1795916310941
p131,2039,314.1795916310941
p131,2040,314.1795916310941
p131,2041,314.1795916310941
p131,2042,314.1795916310941
p131,2043,314.1795916310941
p131,2044,314.1795916310941
p131,2045,314.1795916310941
p131,2046,314.1795916310941
p131,2047,314.1795916310941
p131,2048,314.1795916310941
p131,2049,314.1795916310941
p131,2050,314.1795916310941
p131,2051,314.1795916310941
p131,2052,314.1795916310941
p131,2053,314.1795916310941
p131,2054,314.1795916310941
p131,2055,314.1795916310941
p131,2056,314.1795916310941
p131,2057,314.1795916310941
p131,2058,314.1795916310941
p131,2059,314.1795916310941
p131,2060,314.1795916310941
p131,2061,314.1795916310941
p131,2062,314.1795916310941
p131,2063,314.1795916310941
p131,2064,314.1795916310941
p131,2065,314.1795916310941
p131,2066,314.1795916310941
p131,2067,314.1795916310941
p131,2068,314.1795916310941
p131,2069,314.1795916310941
p131,2070,314.1795916310941
p131,2071,314.1795916310941
p131,2072,314.1795916310941
p131,2073,314.1795916310941
p131,2074,314.1795916310941
p131,2075,314.1795916310941
p131,2076,314.1795916310941
p131,2077,314.1795916310941
p131,2078,314.1795916310941
p131,2079,314.1795916310941
p131,2080,314.1795916310941
p131,2081,314.1795916310941
p131,2082,314.1795916310941
p131,2083,314.1795916310941
p131,2084,314.1795916310941
p131,2085,314.1795916310941
p131,2086,314.1795916310941
p131,2087,314.1795916310941
p131,2088,314.1795916310941
p131,2089,314.1795916310941
p131,2090,314.1795916310941
p131,2091,314.1795916310941
p131,2092,314.1795916310941
p131,2093,314.1795916310941
p131,2094,314.1795916310941
p131,2095,314.1795916310941
p131,2096,314.1795916310941
p131,2097,314.1795916310941
p131,2098,314.1795916310941
p131,2099,314.1795916310941
