state,Year,Date
usa,2020,2020-01-31
usa,2020,2020-02-01
usa,2020,2020-02-17
usa,2020,2020-03-01
usa,2020,2020-03-02
usa,2020,2020-12-20
usa,2020,2020-12-25
usa,2021,2021-01-12
usa,2021,2021-02-03
usa,2021,2021-02-04
usa,2021,2021-02-12
usa,2022,2022-01-08
usa,2022,2022-01-10
usa,2022,2022-01-11
usa,2022,2022-01-12
usa,2022,2022-01-13
usa,2022,2022-01-16
usa,2022,2022-01-17
usa,2022,2022-02-04
usa,2022,2022-02-05
usa,2022,2022-02-06
usa,2022,2022-02-07
usa,2022,2022-02-10
usa,2023,2023-12-18
usa,2023,2023-12-19
usa,2023,2023-12-20
usa,2023,2023-12-21
usa,2023,2023-12-22
usa,2023,2023-12-23
usa,2023,2023-12-24
usa,2023,2023-12-25
usa,2023,2023-12-26
usa,2023,2023-12-29
usa,2023,2023-12-30
usa,2024,2024-01-18
usa,2024,2024-01-19
usa,2024,2024-01-20
usa,2024,2024-01-21
usa,2024,2024-01-22
usa,2025,2025-01-12
usa,2025,2025-01-20
usa,2025,2025-01-21
usa,2025,2025-01-22
usa,2025,2025-01-26
usa,2025,2025-01-31
usa,2025,2025-02-01
usa,2025,2025-02-02
usa,2025,2025-02-03
usa,2025,2025-02-04
usa,2025,2025-02-05
usa,2025,2025-02-07
usa,2025,2025-02-08
usa,2025,2025-12-14
usa,2025,2025-12-19
usa,2025,2025-12-25
usa,2026,2026-01-08
usa,2026,2026-02-11
usa,2026,2026-02-12
usa,2026,2026-02-13
usa,2027,2027-01-24
usa,2028,2028-01-05
usa,2028,2028-01-06
usa,2028,2028-01-07
usa,2028,2028-01-08
usa,2028,2028-01-09
usa,2028,2028-01-10
usa,2028,2028-01-14
usa,2028,2028-02-05
usa,2028,2028-02-06
usa,2029,2029-02-04
usa,2029,2029-02-05
usa,2029,2029-02-06
usa,2029,2029-02-07
usa,2029,2029-02-08
usa,2029,2029-02-09
usa,2029,2029-12-14
usa,2029,2029-12-15
usa,2029,2029-12-16
usa,2029,2029-12-17
usa,2029,2029-12-18
usa,2029,2029-12-19
usa,2029,2029-12-20
usa,2029,2029-12-21
usa,2029,2029-12-22
usa,2029,2029-12-23
usa,2029,2029-12-24
usa,2030,2030-12-24
usa,2030,2030-12-25
usa,2030,2030-12-26
usa,2031,2031-01-25
usa,2033,2033-02-17
usa,2033,2033-02-18
usa,2033,2033-02-24
usa,2034,2034-01-15
usa,2034,2034-01-16
usa,2034,2034-01-18
usa,2034,2034-01-19
usa,2034,2034-01-20
usa,2034,2034-01-21
usa,2034,2034-01-31
usa,2034,2034-02-01
usa,2034,2034-02-02
usa,2034,2034-02-03
usa,2034,2034-02-10
usa,2035,2035-01-04
usa,2035,2035-01-05
usa,2035,2035-02-12
usa,2035,2035-02-13
usa,2035,2035-12-10
usa,2036,2036-01-06
usa,2036,2036-01-20
usa,2036,2036-01-30
usa,2036,2036-01-31
usa,2036,2036-02-01
usa,2036,2036-02-02
usa,2036,2036-02-03
usa,2036,2036-02-04
usa,2036,2036-02-05
usa,2036,2036-03-08
usa,2037,2037-01-11
usa,2037,2037-01-12
usa,2037,2037-01-13
usa,2037,2037-01-14
usa,2037,2037-01-17
usa,2037,2037-01-18
usa,2038,2038-12-23
usa,2039,2039-01-04
usa,2039,2039-01-05
usa,2040,2040-12-21
usa,2040,2040-12-22
