rb,Year,cdd
p112,2020,3562.126328939486
p112,2021,3435.073831216693
p112,2022,3234.6322479405517
p112,2023,3218.947270338208
p112,2024,3330.824844991886
p112,2025,3302.891695246775
p112,2026,3164.5033831931437
p112,2027,3104.934157184016
p112,2028,3457.2727677331413
p112,2029,3492.5885996502275
p112,2030,2804.6469578102915
p112,2031,2924.116234427245
p112,2032,3153.2975691309634
p112,2033,3301.0107120045623
p112,2034,3272.2167434631806
p112,2035,3360.7158082259434
p112,2036,3422.214517102709
p112,2037,3283.3261971873144
p112,2038,2599.4138998016324
p112,2039,2993.879518687245
p112,2040,3180.873527336004
p112,2041,2997.4227306192543
p112,2042,3119.907707410678
p112,2043,3293.2977750473856
p112,2044,3161.5122886182508
p112,2045,3189.232083812427
p112,2046,2862.759032040649
p112,2047,3053.1230628581006
p112,2048,3326.143630532761
p112,2049,3259.374845887649
p112,2050,3215.4482663686094
p112,2051,3078.766533644572
p112,2052,2739.333776192222
p112,2053,3316.553557810597
p112,2054,3663.276840270798
p112,2055,3158.1847726902256
p112,2056,2951.740254473793
p112,2057,2809.873936959011
p112,2058,3245.5170120785797
p112,2059,3085.1853872251295
p112,2060,3192.7614495973594
p112,2061,3092.1297937878076
p112,2062,2898.99891898484
p112,2063,2894.0220302301495
p112,2064,2985.6349625115886
p112,2065,2977.1310782480796
p112,2066,2838.898454432243
p112,2067,2751.8233566473295
p112,2068,3096.2094673613165
p112,2069,3176.9782177833163
p112,2070,2541.6956560130525
p112,2071,2659.6993847102026
p112,2072,2826.014202664481
p112,2073,2981.036806913754
p112,2074,2975.93591291506
p112,2075,3062.9437038434617
p112,2076,3152.111374138627
p112,2077,3013.780615364529
p112,2078,2348.8690550642264
p112,2079,2703.479698983135
p112,2080,2885.4646600879096
p112,2081,2724.838617959233
p112,2082,2869.5323496857304
p112,2083,3033.565065988874
p112,2084,2900.4217826407266
p112,2085,2926.8416850763815
p112,2086,2639.6281855385655
p112,2087,2846.086897870705
p112,2088,3118.4862535380717
p112,2089,3064.216753095721
p112,2090,3031.239223316894
p112,2091,2921.5672826263913
p112,2092,2594.610872425553
p112,2093,3178.7203550651
p112,2094,3489.7046809616313
p112,2095,2986.4784468835887
p112,2096,2795.387932262711
p112,2097,2640.6867903072152
p112,2098,3089.877442204678
p112,2099,2873.7936442853647
