rb,Year,cdd
p63,2020,1365.874733254816
p63,2021,1265.2839049174709
p63,2022,1355.94417551723
p63,2023,1574.8980945859325
p63,2024,1299.657496808856
p63,2025,1481.3373985252033
p63,2026,1166.8799282240122
p63,2027,1326.239546396655
p63,2028,1337.1631493882833
p63,2029,1489.4513828714053
p63,2030,1040.2760096268812
p63,2031,1216.0715941248923
p63,2032,1164.804156576975
p63,2033,1492.0043851359683
p63,2034,1281.4612387873462
p63,2035,1258.4124899101898
p63,2036,1381.718383557181
p63,2037,1476.6100605536246
p63,2038,1184.4703038263158
p63,2039,1019.698253564286
p63,2040,1326.4469865915407
p63,2041,1387.6190966441445
p63,2042,1428.699738354518
p63,2043,1238.3488984479764
p63,2044,1161.2551035637098
p63,2045,1167.2987429631332
p63,2046,1034.9996239718848
p63,2047,1281.3064933054054
p63,2048,1272.4827387648004
p63,2049,1252.702294114587
p63,2050,1441.1124171715899
p63,2051,1299.3861173889318
p63,2052,990.1483168075855
p63,2053,1482.3182386309675
p63,2054,1511.1507049273837
p63,2055,1307.8342480664428
p63,2056,1059.4804562020443
p63,2057,944.0464304924709
p63,2058,1444.9535193999768
p63,2059,1389.7768245801408
p63,2060,1133.3479450263935
p63,2061,1046.4926650767547
p63,2062,1146.204431772979
p63,2063,1332.0323409012508
p63,2064,1097.826476583862
p63,2065,1311.732839217428
p63,2066,996.2378169072005
p63,2067,1161.804745802543
p63,2068,1175.5032333695565
p63,2069,1349.4247145603426
p63,2070,925.7212772787965
p63,2071,1103.438126152512
p63,2072,1038.1614302144446
p63,2073,1353.7340445950163
p63,2074,1176.7876506586515
p63,2075,1147.355593064992
p63,2076,1251.8357475789098
p63,2077,1340.6308019646183
p63,2078,1053.6115468158425
p63,2079,907.6333190437676
p63,2080,1168.4986257400908
p63,2081,1251.422950282685
p63,2082,1293.293170563892
p63,2083,1140.7887753425748
p63,2084,1083.6768798687424
p63,2085,1072.4446097324344
p63,2086,959.2566235871438
p63,2087,1201.3731111021384
p63,2088,1193.357990365067
p63,2089,1187.8558430180406
p63,2090,1404.2222307177158
p63,2091,1267.4683600710737
p63,2092,956.9625968569857
p63,2093,1449.4310919037052
p63,2094,1463.6445495605303
p63,2095,1258.0152891936932
p63,2096,1011.9608121604618
p63,2097,882.4965579425026
p63,2098,1368.9841695167693
p63,2099,1287.8868222594515
