state,Year,Date
Michigan,2028,2028-07-06
Michigan,2028,2028-07-07
Michigan,2028,2028-07-28
Michigan,2028,2028-07-29
Michigan,2028,2028-08-01
Michigan,2028,2028-08-02
Michigan,2028,2028-08-13
Michigan,2028,2028-08-16
Michigan,2028,2028-08-17
Michigan,2031,2031-08-26
Michigan,2031,2031-08-29
Michigan,2035,2035-07-14
Michigan,2039,2039-07-30
Michigan,2046,2046-07-31
Michigan,2061,2061-07-08
Michigan,2063,2063-07-14
Michigan,2063,2063-07-15
Michigan,2063,2063-08-19
Michigan,2063,2063-09-09
Michigan,2067,2067-07-23
Michigan,2067,2067-08-16
Michigan,2068,2068-06-14
Michigan,2068,2068-06-21
Michigan,2068,2068-07-05
Michigan,2068,2068-07-06
Michigan,2068,2068-07-07
Michigan,2068,2068-07-08
Michigan,2068,2068-07-09
Michigan,2068,2068-07-15
Michigan,2068,2068-07-28
Michigan,2068,2068-07-29
Michigan,2068,2068-08-01
Michigan,2068,2068-08-02
Michigan,2068,2068-08-03
Michigan,2068,2068-08-11
Michigan,2068,2068-08-12
Michigan,2068,2068-08-13
Michigan,2068,2068-08-14
Michigan,2068,2068-08-16
Michigan,2068,2068-08-17
Michigan,2071,2071-07-22
Michigan,2071,2071-08-26
Michigan,2071,2071-08-27
Michigan,2071,2071-08-28
Michigan,2071,2071-08-29
Michigan,2075,2075-07-13
Michigan,2075,2075-07-14
Michigan,2079,2079-07-29
Michigan,2079,2079-07-30
Michigan,2081,2081-08-07
Michigan,2081,2081-08-08
Michigan,2085,2085-08-03
Michigan,2086,2086-07-31
Michigan,2086,2086-08-01
Michigan,2087,2087-08-01
Michigan,2092,2092-07-04
Michigan,2092,2092-07-05
Michigan,2092,2092-07-06
Michigan,2092,2092-07-23
Michigan,2092,2092-08-04
