rb,Year,cdd
p82,2020,3397.965537251732
p82,2021,3087.5223787219566
p82,2022,3345.0691068132796
p82,2023,3184.73114463414
p82,2024,3205.5256304473814
p82,2025,3312.059143287118
p82,2026,2971.429766716188
p82,2027,2782.2480189641374
p82,2028,3229.438648368898
p82,2029,3301.418572106526
p82,2030,2675.852814540035
p82,2031,2799.772223854338
p82,2032,2743.344924648257
p82,2033,3162.9169563440023
p82,2034,2988.3490267460024
p82,2035,3081.590662359684
p82,2036,3247.6041717366656
p82,2037,3133.55408546182
p82,2038,2410.8519989907018
p82,2039,2686.036777249082
p82,2040,2894.184922866376
p82,2041,2770.487222344827
p82,2042,2896.0675492395926
p82,2043,2859.862214476179
p82,2044,2728.124067559186
p82,2045,2740.7648434273674
p82,2046,2473.8172644817196
p82,2047,2760.8179865665484
p82,2048,3149.5223070409447
p82,2049,2910.08979585345
p82,2050,2829.8294792501783
p82,2051,2775.960731477332
p82,2052,2308.278490620868
p82,2053,3111.2047005272466
p82,2054,3407.1619076699326
p82,2055,2732.3733267952916
p82,2056,2544.8829222743348
p82,2057,2402.6357055976487
p82,2058,2940.687499419557
p82,2059,2907.4398735373197
p82,2060,2656.0965685993624
p82,2061,2333.214896522406
p82,2062,2582.438316736931
p82,2063,2466.963567532853
p82,2064,2492.9234982049243
p82,2065,2610.9791622120624
p82,2066,2284.337741403819
p82,2067,2076.190435731743
p82,2068,2517.913598094206
p82,2069,2590.029895868638
p82,2070,2000.226609219168
p82,2071,2141.303973101407
p82,2072,2041.9861467235746
p82,2073,2370.0360206356727
p82,2074,2258.485105209391
p82,2075,2292.1865273021303
p82,2076,2469.4614891639903
p82,2077,2304.4066303833633
p82,2078,1737.8630950528714
p82,2079,1982.8000450672575
p82,2080,2134.755155044103
p82,2081,1954.8946934171097
p82,2082,2144.1020943161534
p82,2083,2069.7858466836788
p82,2084,1992.178828723023
p82,2085,2061.306729163143
p82,2086,1770.7618242327417
p82,2087,2080.535915235392
p82,2088,2323.834260908816
p82,2089,2136.6209886077922
p82,2090,2048.8218190092034
p82,2091,1977.6492046018425
p82,2092,1628.6240841358563
p82,2093,2300.859922081464
p82,2094,2555.3996810349286
p82,2095,1963.4732827684174
p82,2096,1828.9066110383005
p82,2097,1751.8589011465954
p82,2098,2231.477290777028
p82,2099,2120.0547738431883
