rb,Year,cdd
p2,2020,3413.631875731283
p2,2021,3413.631875731283
p2,2022,3413.631875731283
p2,2023,3413.631875731283
p2,2024,3413.631875731283
p2,2025,3413.631875731283
p2,2026,3413.631875731283
p2,2027,3413.631875731283
p2,2028,3413.631875731283
p2,2029,3413.631875731283
p2,2030,3413.631875731283
p2,2031,3413.631875731283
p2,2032,3413.631875731283
p2,2033,3413.631875731283
p2,2034,3413.631875731283
p2,2035,3413.631875731283
p2,2036,3413.631875731283
p2,2037,3413.631875731283
p2,2038,3413.631875731283
p2,2039,3413.631875731283
p2,2040,3413.631875731283
p2,2041,3413.631875731283
p2,2042,3413.631875731283
p2,2043,3413.631875731283
p2,2044,3413.631875731283
p2,2045,3413.631875731283
p2,2046,3413.631875731283
p2,2047,3413.631875731283
p2,2048,3413.631875731283
p2,2049,3413.631875731283
p2,2050,3413.631875731283
p2,2051,3413.631875731283
p2,2052,3413.631875731283
p2,2053,3413.631875731283
p2,2054,3413.631875731283
p2,2055,3413.631875731283
p2,2056,3413.631875731283
p2,2057,3413.631875731283
p2,2058,3413.631875731283
p2,2059,3413.631875731283
p2,2060,3413.631875731283
p2,2061,3413.631875731283
p2,2062,3413.631875731283
p2,2063,3413.631875731283
p2,2064,3413.631875731283
p2,2065,3413.631875731283
p2,2066,3413.631875731283
p2,2067,3413.631875731283
p2,2068,3413.631875731283
p2,2069,3413.631875731283
p2,2070,3413.631875731283
p2,2071,3413.631875731283
p2,2072,3413.631875731283
p2,2073,3413.631875731283
p2,2074,3413.631875731283
p2,2075,3413.631875731283
p2,2076,3413.631875731283
p2,2077,3413.631875731283
p2,2078,3413.631875731283
p2,2079,3413.631875731283
p2,2080,3413.631875731283
p2,2081,3413.631875731283
p2,2082,3413.631875731283
p2,2083,3413.631875731283
p2,2084,3413.631875731283
p2,2085,3413.631875731283
p2,2086,3413.631875731283
p2,2087,3413.631875731283
p2,2088,3413.631875731283
p2,2089,3413.631875731283
p2,2090,3413.631875731283
p2,2091,3413.631875731283
p2,2092,3413.631875731283
p2,2093,3413.631875731283
p2,2094,3413.631875731283
p2,2095,3413.631875731283
p2,2096,3413.631875731283
p2,2097,3413.631875731283
p2,2098,3413.631875731283
p2,2099,3413.631875731283
