state,Year,Date
Ohio,2020,2020-07-15
Ohio,2020,2020-07-16
Ohio,2020,2020-07-20
Ohio,2023,2023-07-15
Ohio,2023,2023-07-21
Ohio,2023,2023-08-19
Ohio,2023,2023-08-20
Ohio,2023,2023-09-10
Ohio,2027,2027-07-20
Ohio,2027,2027-07-25
Ohio,2028,2028-06-21
Ohio,2028,2028-06-22
Ohio,2028,2028-06-25
Ohio,2028,2028-06-26
Ohio,2028,2028-07-05
Ohio,2028,2028-07-06
Ohio,2028,2028-07-07
Ohio,2028,2028-07-08
Ohio,2028,2028-07-09
Ohio,2028,2028-07-14
Ohio,2028,2028-07-15
Ohio,2028,2028-07-16
Ohio,2028,2028-07-17
Ohio,2028,2028-07-28
Ohio,2028,2028-07-29
Ohio,2028,2028-07-30
Ohio,2028,2028-08-01
Ohio,2028,2028-08-02
Ohio,2028,2028-08-03
Ohio,2028,2028-08-04
Ohio,2028,2028-08-09
Ohio,2028,2028-08-10
Ohio,2028,2028-08-11
Ohio,2028,2028-08-12
Ohio,2028,2028-08-13
Ohio,2028,2028-08-14
Ohio,2028,2028-08-15
Ohio,2028,2028-08-16
Ohio,2028,2028-08-17
Ohio,2028,2028-08-18
Ohio,2029,2029-07-10
Ohio,2030,2030-07-04
Ohio,2030,2030-07-09
Ohio,2031,2031-06-30
Ohio,2031,2031-07-07
Ohio,2031,2031-07-18
Ohio,2031,2031-07-20
Ohio,2031,2031-07-21
Ohio,2031,2031-07-22
Ohio,2031,2031-08-01
Ohio,2031,2031-08-02
Ohio,2031,2031-08-29
Ohio,2031,2031-08-30
Ohio,2031,2031-09-15
Ohio,2033,2033-07-05
Ohio,2033,2033-07-09
Ohio,2033,2033-07-28
Ohio,2033,2033-08-30
Ohio,2034,2034-06-18
Ohio,2035,2035-07-13
Ohio,2035,2035-07-14
Ohio,2035,2035-07-15
Ohio,2035,2035-08-03
Ohio,2035,2035-08-13
Ohio,2035,2035-08-14
Ohio,2038,2038-06-25
Ohio,2038,2038-06-26
Ohio,2038,2038-07-21
Ohio,2038,2038-09-06
Ohio,2038,2038-09-14
Ohio,2039,2039-07-03
Ohio,2039,2039-07-04
Ohio,2039,2039-07-05
Ohio,2039,2039-07-06
Ohio,2039,2039-07-22
Ohio,2039,2039-07-23
Ohio,2039,2039-07-25
Ohio,2039,2039-07-29
Ohio,2039,2039-07-30
Ohio,2039,2039-07-31
Ohio,2041,2041-07-23
Ohio,2041,2041-08-01
Ohio,2041,2041-08-07
Ohio,2041,2041-08-08
Ohio,2042,2042-07-02
Ohio,2042,2042-07-22
Ohio,2042,2042-07-29
Ohio,2042,2042-08-01
Ohio,2042,2042-08-04
Ohio,2042,2042-08-13
Ohio,2042,2042-09-08
Ohio,2042,2042-09-09
Ohio,2045,2045-06-25
Ohio,2045,2045-07-04
Ohio,2045,2045-07-25
Ohio,2045,2045-07-26
Ohio,2045,2045-08-02
Ohio,2045,2045-08-03
Ohio,2045,2045-08-04
Ohio,2045,2045-08-12
Ohio,2045,2045-08-19
Ohio,2045,2045-08-20
Ohio,2046,2046-07-16
Ohio,2046,2046-07-17
Ohio,2046,2046-07-31
Ohio,2046,2046-08-01
Ohio,2046,2046-08-02
Ohio,2046,2046-08-03
Ohio,2047,2047-08-01
Ohio,2047,2047-08-02
Ohio,2047,2047-08-03
Ohio,2047,2047-08-06
Ohio,2047,2047-08-08
Ohio,2047,2047-08-09
Ohio,2047,2047-08-16
Ohio,2047,2047-08-23
Ohio,2047,2047-08-24
Ohio,2047,2047-08-29
Ohio,2047,2047-09-06
Ohio,2047,2047-09-07
Ohio,2049,2049-08-16
Ohio,2050,2050-06-23
Ohio,2050,2050-07-08
Ohio,2050,2050-07-23
Ohio,2050,2050-07-24
Ohio,2050,2050-07-28
Ohio,2050,2050-08-04
Ohio,2050,2050-08-09
Ohio,2050,2050-08-14
Ohio,2050,2050-08-15
Ohio,2050,2050-08-29
Ohio,2050,2050-08-30
Ohio,2050,2050-08-31
Ohio,2050,2050-09-01
Ohio,2050,2050-09-02
Ohio,2050,2050-09-07
Ohio,2050,2050-09-21
Ohio,2050,2050-09-23
Ohio,2051,2051-06-08
Ohio,2051,2051-07-18
Ohio,2051,2051-07-20
Ohio,2051,2051-07-21
Ohio,2051,2051-07-22
Ohio,2051,2051-07-23
Ohio,2051,2051-08-24
Ohio,2051,2051-09-01
Ohio,2051,2051-09-02
Ohio,2051,2051-09-03
Ohio,2052,2052-06-28
Ohio,2052,2052-06-29
Ohio,2052,2052-06-30
Ohio,2052,2052-07-01
Ohio,2052,2052-07-02
Ohio,2052,2052-07-03
Ohio,2052,2052-07-04
Ohio,2052,2052-07-05
Ohio,2052,2052-07-06
Ohio,2052,2052-07-07
Ohio,2052,2052-07-08
Ohio,2052,2052-07-16
Ohio,2052,2052-07-17
Ohio,2052,2052-07-18
Ohio,2052,2052-07-22
Ohio,2052,2052-07-23
Ohio,2052,2052-07-24
Ohio,2052,2052-07-26
Ohio,2052,2052-07-31
Ohio,2052,2052-08-02
Ohio,2052,2052-08-03
Ohio,2052,2052-08-04
Ohio,2052,2052-08-05
Ohio,2052,2052-08-08
Ohio,2052,2052-08-25
Ohio,2052,2052-08-31
Ohio,2053,2053-07-16
Ohio,2053,2053-07-18
Ohio,2053,2053-09-10
Ohio,2053,2053-09-11
Ohio,2055,2055-07-18
Ohio,2055,2055-09-07
Ohio,2056,2056-07-22
Ohio,2056,2056-07-23
Ohio,2056,2056-08-12
Ohio,2058,2058-06-30
