rb,Year,hdd
p13,2020,1591.844583333336
p13,2021,1738.6233333333357
p13,2022,1423.0583333333352
p13,2023,1473.5925000000013
p13,2024,1619.260000000003
p13,2025,1641.1008333333364
p13,2026,1553.6420833333354
p13,2027,1648.3633333333355
p13,2028,1751.7604166666702
p13,2029,1721.032083333336
p13,2030,1644.8579166666698
p13,2031,1546.1908333333345
p13,2032,1679.454583333335
p13,2033,1481.8441666666672
p13,2034,1737.6775000000025
p13,2035,1537.1933333333345
p13,2036,1751.6937500000017
p13,2037,1662.9054166666683
p13,2038,1377.220000000002
p13,2039,1515.4629166666691
p13,2040,1721.8275000000008
p13,2041,1836.127083333335
p13,2042,1684.4720833333342
p13,2043,1855.2100000000034
p13,2044,1616.6725000000015
p13,2045,1556.9479166666674
p13,2046,1691.506666666669
p13,2047,1771.8008333333348
p13,2048,1658.6391666666686
p13,2049,1678.193333333335
p13,2050,1561.229583333336
p13,2051,1535.0475000000022
p13,2052,1793.6158333333353
p13,2053,1637.465833333335
p13,2054,1678.8770833333351
p13,2055,1689.9454166666678
p13,2056,1625.8887500000023
p13,2057,1710.8554166666693
p13,2058,1814.0012500000016
p13,2059,1526.3541666666688
p13,2060,1807.567500000002
p13,2061,1941.1754166666697
p13,2062,1640.9133333333352
p13,2063,1680.6054166666695
p13,2064,1825.5679166666694
p13,2065,1843.987083333336
p13,2066,1758.3479166666684
p13,2067,1872.5462500000026
p13,2068,1983.6258333333349
p13,2069,1940.8375000000033
p13,2070,1866.112916666668
p13,2071,1741.4233333333368
p13,2072,1888.4712500000014
p13,2073,1689.8620833333352
p13,2074,1951.1820833333345
p13,2075,1748.0454166666693
p13,2076,1944.101250000001
p13,2077,1857.643750000002
p13,2078,1563.2995833333362
p13,2079,1713.821250000001
p13,2080,1897.0337500000019
p13,2081,2039.118333333336
p13,2082,1863.0845833333356
p13,2083,2029.0375000000022
p13,2084,1782.5687500000026
p13,2085,1719.8800000000022
p13,2086,1827.028750000002
p13,2087,1933.633750000003
p13,2088,1822.0466666666687
p13,2089,1823.9050000000018
p13,2090,1707.013333333335
p13,2091,1681.4791666666683
p13,2092,1947.9366666666685
p13,2093,1780.5387500000008
p13,2094,1821.5441666666698
p13,2095,1831.7091666666688
p13,2096,1777.2262500000024
p13,2097,1850.1625000000024
p13,2098,1937.6579166666695
p13,2099,1609.8116666666692
