rb,Year,hdd
p73,2020,1323.4048530542827
p73,2021,1048.892360666232
p73,2022,984.1096908126714
p73,2023,1085.2264432794013
p73,2024,947.5462652442902
p73,2025,1006.1804398681966
p73,2026,1177.5707936333781
p73,2027,1295.373240181474
p73,2028,1173.7236964736474
p73,2029,978.2863201866192
p73,2030,1125.0378949514068
p73,2031,1239.1330843385736
p73,2032,915.8800930252189
p73,2033,1036.81930389969
p73,2034,1056.2644662677856
p73,2035,1099.3048375457897
p73,2036,1084.6784615724678
p73,2037,1005.3263424673022
p73,2038,1282.8377556631112
p73,2039,1125.0953836828853
p73,2040,1367.9481949202036
p73,2041,1273.0293104923103
p73,2042,1186.6701766251363
p73,2043,1055.6036081783334
p73,2044,1039.3552840120428
p73,2045,1333.1582789695376
p73,2046,1251.8348104714728
p73,2047,1344.1936035261679
p73,2048,994.0268513799095
p73,2049,962.2190106245453
p73,2050,1328.0629161074032
p73,2051,1280.052247435397
p73,2052,1484.3217832731984
p73,2053,1065.3084403803273
p73,2054,1085.4747011627062
p73,2055,1040.0777901113995
p73,2056,1175.896912406295
p73,2057,1088.0896329801112
p73,2058,1423.831411338621
p73,2059,1126.3458771185492
p73,2060,1703.806588138646
p73,2061,1416.4322951037534
p73,2062,1366.6611006501525
p73,2063,1388.9190361850199
p73,2064,1252.3956904085019
p73,2065,1354.9385263405873
p73,2066,1568.1123307061416
p73,2067,1678.0978672457209
p73,2068,1445.5299386874542
p73,2069,1272.642648244049
p73,2070,1474.7706155637889
p73,2071,1576.425715416329
p73,2072,1276.7393620179303
p73,2073,1339.7007181266479
p73,2074,1407.2036424828316
p73,2075,1451.7058734770326
p73,2076,1400.4103796818604
p73,2077,1299.7965092989755
p73,2078,1646.4366425564392
p73,2079,1502.9005565448167
p73,2080,1757.4928315723687
p73,2081,1628.328857591089
p73,2082,1512.83601719005
p73,2083,1422.2755834099953
p73,2084,1362.5339450205129
p73,2085,1649.4448348264857
p73,2086,1553.9070044323664
p73,2087,1678.9329919089964
p73,2088,1258.2747460993191
p73,2089,1229.353518617875
p73,2090,1597.6161743966838
p73,2091,1522.0297991144037
p73,2092,1723.3456309938326
p73,2093,1253.7344026072115
p73,2094,1283.2163408075116
p73,2095,1237.1225909565646
p73,2096,1373.2947508307955
p73,2097,1268.5195921466093
p73,2098,1574.4699453956753
p73,2099,1294.3784848472458
