rb,Year,cdd
p32,2020,3863.898294121057
p32,2021,3358.052913498904
p32,2022,4415.930575265719
p32,2023,4151.668537530384
p32,2024,4093.1468842444124
p32,2025,4387.691639043888
p32,2026,3774.7191629100053
p32,2027,3487.846315968067
p32,2028,3850.1592485344595
p32,2029,4188.31576797048
p32,2030,3805.1909642604396
p32,2031,3804.9719419582475
p32,2032,3540.39266476397
p32,2033,4277.842153978507
p32,2034,3844.0327109773666
p32,2035,3943.754951696464
p32,2036,4477.4731967252565
p32,2037,3902.2364609152737
p32,2038,3635.863357044562
p32,2039,3316.2559738781006
p32,2040,3864.261659253489
p32,2041,3681.8151873701804
p32,2042,3884.4744944408753
p32,2043,3722.929803071228
p32,2044,3433.797463794147
p32,2045,3544.906053087182
p32,2046,3493.4637604050768
p32,2047,3559.5091472579434
p32,2048,4061.062854022719
p32,2049,4128.206765381344
p32,2050,3825.060852087496
p32,2051,4030.4035849320935
p32,2052,3164.4072312286503
p32,2053,4057.806142254429
p32,2054,3993.333842838608
p32,2055,3457.080688174734
p32,2056,3337.4301600649824
p32,2057,3614.568789840327
p32,2058,4112.558629015768
p32,2059,4422.3960084770515
p32,2060,3487.3262687928254
p32,2061,2993.9338670789602
p32,2062,4017.3551548622077
p32,2063,3743.3087514393583
p32,2064,3693.0347475955136
p32,2065,4046.538454776027
p32,2066,3428.327575302602
p32,2067,3161.663227105859
p32,2068,3550.803668486945
p32,2069,3874.0104982504267
p32,2070,3516.6907684054813
p32,2071,3538.2101116989793
p32,2072,3241.715496790406
p32,2073,3946.2230703344594
p32,2074,3559.5352101583726
p32,2075,3627.2319238188848
p32,2076,4170.772376734887
p32,2077,3612.3007840668038
p32,2078,3321.2957037744586
p32,2079,2979.6191860834474
p32,2080,3526.990045221205
p32,2081,3348.881407244249
p32,2082,3573.1848117339964
p32,2083,3404.7606279413385
p32,2084,3126.5821490493204
p32,2085,3278.7205947256466
p32,2086,3241.900137863126
p32,2087,3318.31072032422
p32,2088,3798.371603828027
p32,2089,3896.912936253036
p32,2090,3644.031882847785
p32,2091,3875.091736892806
p32,2092,3015.5195276068275
p32,2093,3893.2922279053955
p32,2094,3816.137708675779
p32,2095,3282.198817588146
p32,2096,3147.7317372432926
p32,2097,3406.7735622971372
p32,2098,3877.4861088527423
p32,2099,4196.268828404617
