state,Year,Date
South Dakota,2022,2022-01-10
South Dakota,2022,2022-01-11
South Dakota,2022,2022-01-16
South Dakota,2022,2022-01-17
South Dakota,2022,2022-02-03
South Dakota,2022,2022-02-05
South Dakota,2022,2022-02-09
South Dakota,2023,2023-12-18
South Dakota,2023,2023-12-19
South Dakota,2023,2023-12-20
South Dakota,2023,2023-12-21
South Dakota,2023,2023-12-22
South Dakota,2023,2023-12-23
South Dakota,2023,2023-12-24
South Dakota,2023,2023-12-25
South Dakota,2024,2024-01-18
South Dakota,2024,2024-01-20
South Dakota,2025,2025-01-19
South Dakota,2025,2025-01-20
South Dakota,2025,2025-01-31
South Dakota,2025,2025-02-01
South Dakota,2025,2025-12-13
South Dakota,2028,2028-01-05
South Dakota,2028,2028-02-11
South Dakota,2029,2029-02-03
South Dakota,2029,2029-12-21
South Dakota,2029,2029-12-22
South Dakota,2030,2030-12-22
South Dakota,2030,2030-12-23
South Dakota,2030,2030-12-30
South Dakota,2034,2034-01-18
South Dakota,2034,2034-02-09
South Dakota,2036,2036-01-19
South Dakota,2036,2036-01-30
South Dakota,2036,2036-01-31
South Dakota,2036,2036-02-01
South Dakota,2036,2036-02-02
South Dakota,2036,2036-02-03
South Dakota,2036,2036-02-04
South Dakota,2036,2036-12-26
South Dakota,2037,2037-01-11
South Dakota,2037,2037-01-12
South Dakota,2049,2049-01-15
South Dakota,2059,2059-01-30
South Dakota,2059,2059-03-03
South Dakota,2062,2062-01-10
South Dakota,2062,2062-01-16
South Dakota,2063,2063-12-21
South Dakota,2063,2063-12-22
South Dakota,2063,2063-12-23
South Dakota,2063,2063-12-24
South Dakota,2076,2076-02-02
South Dakota,2076,2076-02-03
