state,Year,Date
Oklahoma,2022,2022-01-10
Oklahoma,2022,2022-01-11
Oklahoma,2023,2023-12-22
Oklahoma,2023,2023-12-24
Oklahoma,2023,2023-12-25
Oklahoma,2023,2023-12-29
Oklahoma,2023,2023-12-30
Oklahoma,2025,2025-01-20
Oklahoma,2028,2028-01-08
Oklahoma,2029,2029-12-22
Oklahoma,2029,2029-12-23
Oklahoma,2036,2036-01-19
Oklahoma,2036,2036-02-03
Oklahoma,2036,2036-02-04
Oklahoma,2051,2051-02-02
Oklahoma,2051,2051-02-03
Oklahoma,2051,2051-02-10
Oklahoma,2062,2062-01-10
Oklahoma,2062,2062-01-11
Oklahoma,2063,2063-12-24
Oklahoma,2063,2063-12-25
Oklahoma,2063,2063-12-29
Oklahoma,2065,2065-01-20
Oklahoma,2069,2069-12-22
Oklahoma,2069,2069-12-23
Oklahoma,2076,2076-02-03
Oklahoma,2091,2091-02-03
Oklahoma,2091,2091-02-10
