rb,Year,hdd
p23,2020,472.2602790172337
p23,2021,504.0310654348517
p23,2022,455.10674458435335
p23,2023,585.3814179350136
p23,2024,524.2318283879542
p23,2025,488.08975171266087
p23,2026,456.7184212977439
p23,2027,491.2998106127478
p23,2028,730.2243488729453
p23,2029,534.2357450618637
p23,2030,572.7303534213918
p23,2031,574.7030942993622
p23,2032,384.4257203837898
p23,2033,216.7031715984122
p23,2034,578.963055412346
p23,2035,506.0516410049428
p23,2036,560.4014669780549
p23,2037,505.1485468296821
p23,2038,619.6801133695558
p23,2039,480.65508168891097
p23,2040,643.1120551939941
p23,2041,724.0387559456751
p23,2042,689.8611030681745
p23,2043,701.1196964781126
p23,2044,418.26045652193324
p23,2045,602.3356962719289
p23,2046,722.812248127122
p23,2047,738.276409163282
p23,2048,491.1124062085006
p23,2049,446.12585895485387
p23,2050,511.95167485380324
p23,2051,602.4216439641981
p23,2052,754.5141529309353
p23,2053,709.7271442753378
p23,2054,501.23027739568175
p23,2055,603.0205296524107
p23,2056,651.1592938349148
p23,2057,667.2418951015677
p23,2058,640.9688883752829
p23,2059,589.0987877704692
p23,2060,760.4574742739181
p23,2061,783.1576395392135
p23,2062,705.2064551789792
p23,2063,846.6742382588183
p23,2064,792.8612347504628
p23,2065,792.5683147282934
p23,2066,730.5000172994464
p23,2067,797.8565405074337
p23,2068,1046.6263351194527
p23,2069,804.9661451617151
p23,2070,865.9243720363261
p23,2071,878.6031729280757
p23,2072,663.6280080727015
p23,2073,444.41021719573865
p23,2074,926.246526382078
p23,2075,779.5053800639986
p23,2076,868.3509979713334
p23,2077,810.9118089160752
p23,2078,934.8459978990484
p23,2079,785.725877434189
p23,2080,971.7169533927427
p23,2081,1093.0479778013614
p23,2082,1012.5307138754259
p23,2083,1015.1611310100773
p23,2084,694.24863193813
p23,2085,902.3304567254099
p23,2086,1056.039586764114
p23,2087,1063.871408435032
p23,2088,785.1336241892812
p23,2089,764.1337532920807
p23,2090,826.2469760214167
p23,2091,914.0221689195895
p23,2092,1128.6814670037925
p23,2093,1075.2138749503779
p23,2094,837.9059112534225
p23,2095,964.2647302001386
p23,2096,1038.3522334781599
p23,2097,1002.2515843200432
p23,2098,1005.3179143272445
p23,2099,923.2545828944067
