rb,Year,cdd
p3,2020,3748.7089564020853
p3,2021,3494.485920206971
p3,2022,3978.4393038906355
p3,2023,3533.0429142540775
p3,2024,3996.4233902085994
p3,2025,4420.457643540893
p3,2026,3543.8404842843493
p3,2027,3314.0347327675267
p3,2028,3491.9781573205496
p3,2029,3718.0773382499797
p3,2030,3681.0289071007237
p3,2031,3586.432517633328
p3,2032,3225.343803250413
p3,2033,3920.2225328449235
p3,2034,3384.7734940509627
p3,2035,3393.8968086189648
p3,2036,3868.5866783846573
p3,2037,3486.1227167656625
p3,2038,3203.766021791175
p3,2039,3419.786130637974
p3,2040,3685.0137604896404
p3,2041,3460.755797590863
p3,2042,3578.6000180290553
p3,2043,3273.532053756204
p3,2044,3145.321253128245
p3,2045,3304.102685830889
p3,2046,3291.2900947309163
p3,2047,3421.096741529871
p3,2048,3711.076849394254
p3,2049,3669.8741852335575
p3,2050,3218.6525093296887
p3,2051,3656.0502727473186
p3,2052,3288.5480814327807
p3,2053,3555.6853433137508
p3,2054,3264.8158134601304
p3,2055,2923.4636346144707
p3,2056,3055.7954643581093
p3,2057,3711.439917775775
p3,2058,3284.211965883131
p3,2059,3638.9689717897563
p3,2060,3161.5903976026007
p3,2061,2922.39126380347
p3,2062,3354.0046192066175
p3,2063,2916.1486536893153
p3,2064,3356.4253535546404
p3,2065,3787.329472354945
p3,2066,2975.8134881389497
p3,2067,2789.9166448985234
p3,2068,2960.001023500298
p3,2069,3145.0576126163887
p3,2070,3151.087611658529
p3,2071,3029.039377807345
p3,2072,2676.2736991471206
p3,2073,3296.4249871355782
p3,2074,2823.5002230005675
p3,2075,2832.9123285289793
p3,2076,3262.110790016071
p3,2077,2912.6368949651046
p3,2078,2663.42849532246
p3,2079,2813.180087714325
p3,2080,3031.363945038773
p3,2081,2836.56262774705
p3,2082,2945.5280200895886
p3,2083,2708.5320672288076
p3,2084,2530.4256506681604
p3,2085,2682.7550093831205
p3,2086,2699.6911175140776
p3,2087,2800.6319406286075
p3,2088,3022.5435850571102
p3,2089,3018.302532976052
p3,2090,2581.9236448625074
p3,2091,3023.17370951662
p3,2092,2692.942019993719
p3,2093,2944.6587624996428
p3,2094,2729.6695061603127
p3,2095,2389.283593876882
p3,2096,2454.3795058643245
p3,2097,3097.0358941292434
p3,2098,2659.3721694011565
p3,2099,2935.813133443206
