rb,Year,hdd
p43,2020,332.0396943304476
p43,2021,332.0396943304476
p43,2022,332.0396943304476
p43,2023,332.0396943304476
p43,2024,332.0396943304476
p43,2025,332.0396943304476
p43,2026,332.0396943304476
p43,2027,332.0396943304476
p43,2028,332.0396943304476
p43,2029,332.0396943304476
p43,2030,332.0396943304476
p43,2031,332.0396943304476
p43,2032,332.0396943304476
p43,2033,332.0396943304476
p43,2034,332.0396943304476
p43,2035,332.0396943304476
p43,2036,332.0396943304476
p43,2037,332.0396943304476
p43,2038,332.0396943304476
p43,2039,332.0396943304476
p43,2040,332.0396943304476
p43,2041,332.0396943304476
p43,2042,332.0396943304476
p43,2043,332.0396943304476
p43,2044,332.0396943304476
p43,2045,332.0396943304476
p43,2046,332.0396943304476
p43,2047,332.0396943304476
p43,2048,332.0396943304476
p43,2049,332.0396943304476
p43,2050,332.0396943304476
p43,2051,332.0396943304476
p43,2052,332.0396943304476
p43,2053,332.0396943304476
p43,2054,332.0396943304476
p43,2055,332.0396943304476
p43,2056,332.0396943304476
p43,2057,332.0396943304476
p43,2058,332.0396943304476
p43,2059,332.0396943304476
p43,2060,332.0396943304476
p43,2061,332.0396943304476
p43,2062,332.0396943304476
p43,2063,332.0396943304476
p43,2064,332.0396943304476
p43,2065,332.0396943304476
p43,2066,332.0396943304476
p43,2067,332.0396943304476
p43,2068,332.0396943304476
p43,2069,332.0396943304476
p43,2070,332.0396943304476
p43,2071,332.0396943304476
p43,2072,332.0396943304476
p43,2073,332.0396943304476
p43,2074,332.0396943304476
p43,2075,332.0396943304476
p43,2076,332.0396943304476
p43,2077,332.0396943304476
p43,2078,332.0396943304476
p43,2079,332.0396943304476
p43,2080,332.0396943304476
p43,2081,332.0396943304476
p43,2082,332.0396943304476
p43,2083,332.0396943304476
p43,2084,332.0396943304476
p43,2085,332.0396943304476
p43,2086,332.0396943304476
p43,2087,332.0396943304476
p43,2088,332.0396943304476
p43,2089,332.0396943304476
p43,2090,332.0396943304476
p43,2091,332.0396943304476
p43,2092,332.0396943304476
p43,2093,332.0396943304476
p43,2094,332.0396943304476
p43,2095,332.0396943304476
p43,2096,332.0396943304476
p43,2097,332.0396943304476
p43,2098,332.0396943304476
p43,2099,332.0396943304476
