rb,Year,hdd
p62,2020,1620.4496458911385
p62,2021,1425.4437239923177
p62,2022,1597.1990119031627
p62,2023,1534.4598981598306
p62,2024,1466.7637019266335
p62,2025,1580.542493655421
p62,2026,1539.9055319273139
p62,2027,1468.3562980057354
p62,2028,1456.3544567119498
p62,2029,1695.0938236068014
p62,2030,1530.5566205144376
p62,2031,1524.4133732672433
p62,2032,1522.2764070163178
p62,2033,1576.1554888620526
p62,2034,1679.7326502327837
p62,2035,1600.3045821092717
p62,2036,1718.3204615105265
p62,2037,1531.62956743951
p62,2038,1826.8706084259018
p62,2039,1600.826904646386
p62,2040,1782.44018009502
p62,2041,1648.970511768667
p62,2042,1647.165741017813
p62,2043,1657.7130630982451
p62,2044,1543.039426844297
p62,2045,1660.071029022737
p62,2046,1766.4660072422676
p62,2047,1539.2645302578173
p62,2048,1596.380152003203
p62,2049,1755.1795412700076
p62,2050,1701.5363389804465
p62,2051,2007.1426930026787
p62,2052,1911.5607937899154
p62,2053,1703.5374768257907
p62,2054,1722.7248871824554
p62,2055,1790.8788607087754
p62,2056,1767.8737804089951
p62,2057,1781.3773356782112
p62,2058,1882.9996272468231
p62,2059,1853.8444213639266
p62,2060,1971.6527275663952
p62,2061,1821.2023081470127
p62,2062,1991.63954557747
p62,2063,1945.7544663523306
p62,2064,1881.3776182484467
p62,2065,2015.7983228321098
p62,2066,1986.0351213921253
p62,2067,1928.0483378061729
p62,2068,1931.2268862370317
p62,2069,2113.46969036829
p62,2070,1902.1463817535277
p62,2071,1921.1226327659404
p62,2072,1943.6521049392377
p62,2073,1950.5733559160105
p62,2074,2117.4666895452046
p62,2075,2037.3984636026626
p62,2076,2148.899081968753
p62,2077,1956.8668708331
p62,2078,2242.0182719001255
p62,2079,2047.7160434523885
p62,2080,2216.8878812118874
p62,2081,2169.9758216001514
p62,2082,2072.636139522844
p62,2083,2171.655373801527
p62,2084,1987.1185910634615
p62,2085,2108.8096598125467
p62,2086,2238.0997023966656
p62,2087,2054.04011193109
p62,2088,2084.896846106535
p62,2089,2290.1350657894586
p62,2090,2169.708882593381
p62,2091,2544.8003872713484
p62,2092,2427.5336619464097
p62,2093,2157.4669470760964
p62,2094,2192.8642804902506
p62,2095,2275.43787566839
p62,2096,2281.888968093068
p62,2097,2326.6246967386537
p62,2098,2358.7635809408825
p62,2099,2369.650036815223
