rb,Year,hdd
p82,2020,695.8777314887229
p82,2021,695.8777314887229
p82,2022,695.8777314887229
p82,2023,695.8777314887229
p82,2024,695.8777314887229
p82,2025,695.8777314887229
p82,2026,695.8777314887229
p82,2027,695.8777314887229
p82,2028,695.8777314887229
p82,2029,695.8777314887229
p82,2030,695.8777314887229
p82,2031,695.8777314887229
p82,2032,695.8777314887229
p82,2033,695.8777314887229
p82,2034,695.8777314887229
p82,2035,695.8777314887229
p82,2036,695.8777314887229
p82,2037,695.8777314887229
p82,2038,695.8777314887229
p82,2039,695.8777314887229
p82,2040,695.8777314887229
p82,2041,695.8777314887229
p82,2042,695.8777314887229
p82,2043,695.8777314887229
p82,2044,695.8777314887229
p82,2045,695.8777314887229
p82,2046,695.8777314887229
p82,2047,695.8777314887229
p82,2048,695.8777314887229
p82,2049,695.8777314887229
p82,2050,695.8777314887229
p82,2051,695.8777314887229
p82,2052,695.8777314887229
p82,2053,695.8777314887229
p82,2054,695.8777314887229
p82,2055,695.8777314887229
p82,2056,695.8777314887229
p82,2057,695.8777314887229
p82,2058,695.8777314887229
p82,2059,695.8777314887229
p82,2060,695.8777314887229
p82,2061,695.8777314887229
p82,2062,695.8777314887229
p82,2063,695.8777314887229
p82,2064,695.8777314887229
p82,2065,695.8777314887229
p82,2066,695.8777314887229
p82,2067,695.8777314887229
p82,2068,695.8777314887229
p82,2069,695.8777314887229
p82,2070,695.8777314887229
p82,2071,695.8777314887229
p82,2072,695.8777314887229
p82,2073,695.8777314887229
p82,2074,695.8777314887229
p82,2075,695.8777314887229
p82,2076,695.8777314887229
p82,2077,695.8777314887229
p82,2078,695.8777314887229
p82,2079,695.8777314887229
p82,2080,695.8777314887229
p82,2081,695.8777314887229
p82,2082,695.8777314887229
p82,2083,695.8777314887229
p82,2084,695.8777314887229
p82,2085,695.8777314887229
p82,2086,695.8777314887229
p82,2087,695.8777314887229
p82,2088,695.8777314887229
p82,2089,695.8777314887229
p82,2090,695.8777314887229
p82,2091,695.8777314887229
p82,2092,695.8777314887229
p82,2093,695.8777314887229
p82,2094,695.8777314887229
p82,2095,695.8777314887229
p82,2096,695.8777314887229
p82,2097,695.8777314887229
p82,2098,695.8777314887229
p82,2099,695.8777314887229
