rb,Year,hdd
p42,2020,404.2194780275216
p42,2021,338.6050481358294
p42,2022,309.7013807007885
p42,2023,536.7206159789424
p42,2024,390.41117034586813
p42,2025,185.46392634402957
p42,2026,291.06345129726225
p42,2027,444.8045501636753
p42,2028,675.7007253510468
p42,2029,471.7349370771494
p42,2030,381.1115973293038
p42,2031,466.45424788215524
p42,2032,174.56737607748954
p42,2033,185.29850958744214
p42,2034,304.1471459042829
p42,2035,435.52242276186104
p42,2036,371.8181042338843
p42,2037,362.40046456504604
p42,2038,396.72269077451034
p42,2039,351.0792325372842
p42,2040,389.77396389490065
p42,2041,432.48940492181055
p42,2042,547.9204604278495
p42,2043,474.0160912596423
p42,2044,224.0514274126184
p42,2045,389.0543343203724
p42,2046,537.2255114129525
p42,2047,436.46773623648255
p42,2048,282.3104348170342
p42,2049,220.02925658399744
p42,2050,391.07978848107564
p42,2051,397.2081580684658
p42,2052,548.8061468334888
p42,2053,401.1189000447432
p42,2054,297.6378501760651
p42,2055,445.0314683264102
p42,2056,375.6129521211906
p42,2057,351.04131843276514
p42,2058,649.763491161529
p42,2059,357.37316789436676
p42,2060,669.6570723097431
p42,2061,579.0887965670104
p42,2062,508.73226388072305
p42,2063,796.6778871520339
p42,2064,640.9005018294695
p42,2065,388.67262370931417
p42,2066,506.7632477117941
p42,2067,719.7227736057808
p42,2068,1009.7480958755837
p42,2069,793.7996060417183
p42,2070,710.5436322638463
p42,2071,770.2089763044269
p42,2072,408.43758728313657
p42,2073,391.39857506506354
p42,2074,625.5077593779645
p42,2075,715.2018948238498
p42,2076,688.7312160779561
p42,2077,670.4385980517225
p42,2078,737.3118035077596
p42,2079,679.3657686037993
p42,2080,720.7711627697573
p42,2081,741.4303420281844
p42,2082,910.0643838937796
p42,2083,791.6911069890004
p42,2084,480.56471617744387
p42,2085,738.7846506347946
p42,2086,909.3022775330801
p42,2087,791.7881728671888
p42,2088,587.4077327033065
p42,2089,547.822278420997
p42,2090,720.4486374139775
p42,2091,717.5868063390706
p42,2092,949.7767360538992
p42,2093,773.193036168836
p42,2094,648.6780882663119
p42,2095,832.3480137176775
p42,2096,815.2557661759786
p42,2097,732.155028291018
p42,2098,1099.2326362833742
p42,2099,690.4000358354587
