rb,Year,hdd
p27,2020,1434.345000000002
p27,2021,1529.3933333333357
p27,2022,1237.4633333333354
p27,2023,1305.600833333336
p27,2024,1411.3812500000015
p27,2025,1446.5066666666685
p27,2026,1352.5925000000016
p27,2027,1455.979166666668
p27,2028,1549.8770833333344
p27,2029,1552.1379166666702
p27,2030,1455.078333333336
p27,2031,1363.627083333334
p27,2032,1470.900000000003
p27,2033,1317.2620833333342
p27,2034,1549.828750000001
p27,2035,1385.3987500000003
p27,2036,1566.287916666669
p27,2037,1495.4083333333347
p27,2038,1259.2895833333346
p27,2039,1358.9258333333353
p27,2040,1556.1445833333355
p27,2041,1628.3370833333354
p27,2042,1486.906250000002
p27,2043,1654.490833333335
p27,2044,1420.0354166666693
p27,2045,1412.6258333333349
p27,2046,1504.275833333336
p27,2047,1579.768750000002
p27,2048,1468.0920833333357
p27,2049,1502.3941666666683
p27,2050,1419.8829166666687
p27,2051,1396.7929166666677
p27,2052,1598.1620833333354
p27,2053,1425.5925000000013
p27,2054,1454.8741666666683
p27,2055,1479.4508333333342
p27,2056,1441.6025000000025
p27,2057,1529.681250000001
p27,2058,1593.9241666666683
p27,2059,1362.4891666666695
p27,2060,1634.8283333333356
p27,2061,1728.0787500000017
p27,2062,1452.1262500000016
p27,2063,1506.810000000002
p27,2064,1620.1504166666687
p27,2065,1639.236666666669
p27,2066,1547.6562500000032
p27,2067,1670.3420833333357
p27,2068,1781.870833333337
p27,2069,1771.7858333333363
p27,2070,1667.2262500000024
p27,2071,1560.6933333333352
p27,2072,1685.5400000000013
p27,2073,1516.9795833333358
p27,2074,1754.6733333333354
p27,2075,1582.0570833333363
p27,2076,1758.1816666666682
p27,2077,1678.3995833333352
p27,2078,1432.1233333333344
p27,2079,1555.8666666666684
p27,2080,1721.026250000002
p27,2081,1823.6170833333351
p27,2082,1656.4112500000037
p27,2083,1824.0770833333347
p27,2084,1573.7058333333366
p27,2085,1572.7808333333367
p27,2086,1639.0595833333373
p27,2087,1730.484166666669
p27,2088,1626.753750000002
p27,2089,1640.681666666669
p27,2090,1558.7508333333349
p27,2091,1538.8295833333357
p27,2092,1752.0716666666683
p27,2093,1572.960833333335
p27,2094,1593.4879166666678
p27,2095,1615.345833333336
p27,2096,1585.7116666666689
p27,2097,1671.8083333333361
p27,2098,1715.8479166666684
p27,2099,1440.2062500000015
