state,Year,Date
New Hampshire,2020,2020-12-25
New Hampshire,2020,2020-12-26
New Hampshire,2021,2021-01-03
New Hampshire,2021,2021-01-04
New Hampshire,2021,2021-01-05
New Hampshire,2021,2021-01-12
New Hampshire,2022,2022-01-17
New Hampshire,2022,2022-01-18
New Hampshire,2028,2028-01-14
New Hampshire,2034,2034-01-16
New Hampshire,2034,2034-01-17
New Hampshire,2034,2034-01-19
New Hampshire,2034,2034-01-27
New Hampshire,2035,2035-02-06
New Hampshire,2035,2035-02-07
New Hampshire,2043,2043-02-13
New Hampshire,2043,2043-02-14
New Hampshire,2043,2043-02-16
New Hampshire,2044,2044-01-14
New Hampshire,2051,2051-01-24
New Hampshire,2055,2055-02-14
New Hampshire,2055,2055-02-24
New Hampshire,2056,2056-02-14
New Hampshire,2061,2061-01-05
New Hampshire,2074,2074-01-16
New Hampshire,2095,2095-02-24
