rb,Year,hdd
p14,2020,214.22142483528802
p14,2021,372.8761374956042
p14,2022,347.28423463748555
p14,2023,313.0191376547453
p14,2024,365.071715624269
p14,2025,398.48355376191057
p14,2026,499.51679505286745
p14,2027,464.34314325347697
p14,2028,505.05849255480854
p14,2029,365.7664281755991
p14,2030,507.11760531184524
p14,2031,408.73882045734325
p14,2032,516.4849019527466
p14,2033,249.18767077780473
p14,2034,564.71777602512
p14,2035,321.8870029203609
p14,2036,406.31491723709007
p14,2037,388.9397667433305
p14,2038,556.1675662372402
p14,2039,378.6700627754993
p14,2040,345.7913728075565
p14,2041,509.9335889341908
p14,2042,395.75199241825777
p14,2043,593.9956137330078
p14,2044,452.40123557466706
p14,2045,398.6202527455022
p14,2046,564.3676259310555
p14,2047,520.1323007272948
p14,2048,419.05063826960395
p14,2049,520.408123831875
p14,2050,367.9276043596822
p14,2051,418.5653710105504
p14,2052,511.8037568176716
p14,2053,643.8117225876161
p14,2054,565.9699595447548
p14,2055,663.3378576574343
p14,2056,442.9743165853793
p14,2057,680.5441518464158
p14,2058,512.504046019399
p14,2059,478.8266246653959
p14,2060,557.0376355304913
p14,2061,704.7742079449354
p14,2062,703.3456763051523
p14,2063,657.2682097155006
p14,2064,707.2402086394505
p14,2065,741.6784088567547
p14,2066,871.7438599429616
p14,2067,925.2724901245236
p14,2068,989.014095428136
p14,2069,811.1410452756833
p14,2070,900.1364312945495
p14,2071,791.8774661279899
p14,2072,939.7935758267504
p14,2073,598.5496447605249
p14,2074,1038.7422261077013
p14,2075,712.4537501577296
p14,2076,805.4672239147831
p14,2077,791.377611810341
p14,2078,994.7900974474173
p14,2079,796.3349420052111
p14,2080,791.277869059759
p14,2081,1031.9623962061169
p14,2082,854.0283540227388
p14,2083,1157.3385200110101
p14,2084,908.3181972546425
p14,2085,868.0145644548065
p14,2086,1095.0840984927083
p14,2087,1028.7891792744663
p14,2088,948.6358092684707
p14,2089,1053.7315561589662
p14,2090,849.1526771633442
p14,2091,903.5025889678931
p14,2092,1034.927026397878
p14,2093,1157.414876602609
p14,2094,1138.569363113318
p14,2095,1258.6446242695577
p14,2096,938.8804448336691
p14,2097,1173.5928422391153
p14,2098,1072.9776215489037
p14,2099,988.1110787171353
