rb,Year,cdd
p78,2020,4397.695759751668
p78,2021,3999.634499509336
p78,2022,4412.525545117436
p78,2023,4209.683671974511
p78,2024,4224.574426551788
p78,2025,4500.743776553144
p78,2026,4173.3343867576
p78,2027,3727.1780836087537
p78,2028,4419.88801871689
p78,2029,4506.969008050829
p78,2030,3913.0448309931344
p78,2031,4109.230517818867
p78,2032,4034.5118347269276
p78,2033,4363.657438313337
p78,2034,4219.499996087044
p78,2035,4413.632678533545
p78,2036,4574.865392770108
p78,2037,4209.152263272669
p78,2038,3376.0007396445244
p78,2039,3818.3985043516122
p78,2040,4000.756356696187
p78,2041,3938.065873304409
p78,2042,3993.454141541127
p78,2043,4191.696287501603
p78,2044,3989.7519624132674
p78,2045,3999.4991335355326
p78,2046,3759.014052926042
p78,2047,4021.2340410300344
p78,2048,4526.32711592235
p78,2049,4313.613036078545
p78,2050,3993.4734087481343
p78,2051,4168.328767225453
p78,2052,3471.1440806598885
p78,2053,4497.751305961033
p78,2054,4793.5610118822315
p78,2055,3937.4885939775095
p78,2056,3806.032055062104
p78,2057,3777.0458058135546
p78,2058,4206.947194618686
p78,2059,4298.4478831038605
p78,2060,3936.5119692069015
p78,2061,3571.142753572726
p78,2062,3962.0477499377726
p78,2063,3777.60543770653
p78,2064,3803.4549123845823
p78,2065,4073.4424003619274
p78,2066,3732.8033347927153
p78,2067,3311.813819083568
p78,2068,3959.7969033131685
p78,2069,4050.5893554164604
p78,2070,3523.446676378937
p78,2071,3745.3064250146444
p78,2072,3654.9252273649277
p78,2073,3921.3339952375427
p78,2074,3857.6530638406425
p78,2075,4034.3915940620436
p78,2076,4194.1487596058505
p78,2077,3841.4678609005387
p78,2078,3019.376706182983
p78,2079,3459.8485412153514
p78,2080,3639.6930564580894
p78,2081,3551.2097458679314
p78,2082,3684.1061660935466
p78,2083,3833.577225001991
p78,2084,3626.5825761622755
p78,2085,3687.157296892152
p78,2086,3467.4918116707267
p78,2087,3738.594249483065
p78,2088,4249.094424807241
p78,2089,4057.442431800418
p78,2090,3744.6168948153186
p78,2091,3939.7034484958285
p78,2092,3294.864410023724
p78,2093,4319.050716935791
p78,2094,4576.185219305828
p78,2095,3719.8386545052163
p78,2096,3579.1439989032833
p78,2097,3532.1576923253688
p78,2098,3976.527705155108
p78,2099,4052.7495333679776
